aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Simple & sober, jovial with a blend of traditional & modern values.  Sincere & committed to family. Homely and likes to celebrate all festivals & occasions with family and friends.",40,Digambar,"Gurgaon, Haryana, India",,MNC,5ft 3in,SMF1732461,Jain
"Hey, I am Shiji, have done my High School from Kochi. Hail from Ernakulam. I have a daughter who is 17 years old. 
",40,Catholic,"Kochi, Kerala, India",,Not Working,5ft 3in,SMF1723074,Christian
"Our daughter loves to read, listen to music, sing, watch movies, spend time with children & family. She is well travelled, likes her work.",40,Brahmin,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 5in,SMF1708491,Hindu
"I had a brief marriage that lasted for just 10 days. Details can be provided on further communication. I am basically a home loving person, based in mumbai. Working in the banking sector, holds liberal values; moderate outlook towards life and down to earth by nature. Looking for a partner who values relationships and some one who is non dominating by nature. My family comprises of my mom(house wife), an elder sister (house wife with two kids)and brother in law (working as manager for a pharma firm). ",40,Nair,"Mumbai, Maharashtra, India",,Private Sector,5ft,SMF1728076,Hindu
"She is very caring, educated and simple person.",40,Agarwal,"Delhi, Delhi, India",,State Government,5ft 4in,SMF1705812,Hindu
I am an understanding person with a positive disposition.,40,Sikh - Ravidasia,"Ludhiana, Punjab, India",Punjab University,Private Sector,5ft,SMF1700726,Sikh
"Hi, I am Shammi, simple, average looking girl. ",40,Vaishya Vani,"Margao, Goa, India",Gujarat University,State Government,5ft 4in,SMF1707241,Hindu
"She is very decent, sincere and God fearing lady. Her hobbies are cooking, reading and watching comedy serials. ",40,Brahmin,"Chandigarh, Chandigarh, India",,Private Sector,5ft 2in,SMF1698674,Hindu
"Modern yet traditional and homely girl, working with one of the reputed private management and engineering college in Delhi. Girl belongs to a reputed family of Delhi. Two Elder brothers are working in Delhi in MNC's and are happily married and settled in Delhi NCR. Both Sister in laws are in Government Civil/Judicial Services at senior positions.",40,Kayastha,"Noida, Uttar Pradesh, India",,Private Sector,5ft 5in,SMF1696124,Hindu
"I am presently practicing in law, I believe relations are the most imp thing in a person's life as everything will perish one day but not the love and respect that you hold for others.
",40,Sikh - Khatri,"Navi Mumbai, Maharashtra, India",,Others,5ft 1in,SMF1742310,Others
"I am a smart and fun-loving person who has strong values and believe greatly in respect and integrity. I am attractive, affectionate caring, spontaneous yet grounded, easy going & passionate. I look much younger than my age. I am looking for an educated, sensible, caring, honest and independent partner with great sense of humor.  
",40,Khatri,"Chandigarh, Chandigarh, India",Punjab University,Private Sector,5ft 4in,SMF1691854,Hindu
"Am very polite person, likes cooking, traveling and reading. Have passed higher secondary exam from Ganpati collage. Have 4 brothers of which 2 are married. ",40,Vishwakarma,"Mangalore, Karnataka, India",,Private Sector,5ft 4in,SMF1686118,Hindu
"Iam a jovial person loving and caring am an open book with my close ones n a bit reserved with strangers. Am looking for a man who understands me and loves me for what iam.  I would like a man who is loving caring and supportive , he needs to b ambitious and a go getter. A smart good looking great personality kind of guy and most imp we need to click completely ",40,Mangalorean,"Mumbai, Maharashtra, India",,Private Sector,5ft 3in,SMF1734150,Hindu
"I am quite simple, caring, straight forward, down to earth and God fearing girl. I am much attached to my family and looking for a good & well-settled guy who can understand me. Currently employed as Senior Office Coordinator in Faridabad. Partially disable on account of polio Affected Left leg below knee portion. Otherwise am able & capable of doing all normal routine work and activities without difficulty and without any aids. ",40,Kayastha,"Faridabad, Haryana, India",Other General University,Private Sector,5ft,SMF1718067,Hindu
"Fair, good looking, slim & homely person.",40,Agarwal,"Agra, Uttar Pradesh, India","K.J. Somaiya Institute of Mgmt Studies & Research, Mumbai",Not Working,5ft,SMF1721731,Hindu
Simple lady who respects honesty. ,40,Khatri,"Delhi, Delhi, India",Punjab Technical University,Others,5ft 4in,SMF1674857,Hindu
"God fearing, loving and caring person.",40,Others,"Nagercoil, Tamil Nadu, India","Madurai Kamaraj University, Tamil Nadu",Private Sector,5ft 5in,SMF1710464,Christian
I am a simple person. Reading and watching t.v are my hobbies. I have 1 sister. She got married.,40,Ezhava,"Kottayam, Kerala, India",Kerala University,Private Sector,5ft 2in,SMF1711028,Hindu
"Looking for professional, nice, caring, down to earth soul mate with strong family and moral values. Upbringing done in the states with traditional values as these values make us unique and set us apart. Therefore, looking for a life partner who has similar beliefs and values and appreciates our culture and heritage.",40,Sikh - Jat,"Vallejo, California",,Public Sector,5ft 3in,SMF1706986,Sikh
Probasi Bengali settled in Kolkata. Working for last 15yrs. Want to settle down and devote time to personal life. ,40,Brahmin,"Kolkata, West Bengal, India",,Private Sector,5ft 3in,SMF1705061,Hindu
"I consider myself an average human being, who believes in herself. I like simple minded, affectionate & hard working people. Looking for a true friend who will understand me and accept me with all my vices & virtues.",40,Kayastha,"Kolkata, West Bengal, India",,Private Sector,5ft 2in,SMF1705701,Hindu
