aboutText,age,caste,city,college,employedIn,height,profileID,religion
Fun loving and easy going person. Loves to travel & make friends.,40,Bunt (Shetty),"Mangalore, Karnataka, India",,Private Sector,5ft 8in,SMM1757657,Hindu
"Myself is down to earth, materialistic and love to live in real world. I love to enjoy life and fond of traveling, reading and writing. Myself is convent educated with post graduate in economics. Now I am working as a manager in a private company engaged in retail sector. I have also authored 2 globally distributed books on Financial Markets/ Stock Market Astrology and the third one is under process. I live with my parents, in our own house, in Lucknow and we are well settled here at Lucknow.",40,Brahmin,"Lucknow, Uttar Pradesh, India",,Private Sector,5ft 7in,SMM1757458,Hindu
"Am a very understanding man who value life, and cherish loving and been loved. I am hardworking, fun-loving and romantic in my own way. I am well disciplined and interesting person who love hanging out and meeting people. ",40,Catholic,"Mumbai, Maharashtra, India",,Private Sector,5ft 7in,SMM1756064,Christian
"I believe in simplicity in life and trust. Am down to earth, fair and hard working person. ",40,Kayastha,"Jabalpur, Madhya Pradesh, India",Other Law Institute,Not Working,5ft 7in,SMM1746327,Hindu
"I am a frank and down to earth person , like sincere people, and love technology",40,Brahmin - Iyer,"Mumbai, Maharashtra, India",,Others,5ft 6in,SMM1743155,Hindu
"This is Vivek Nanda from Gurdaspur. I belongs to well reputed & renowned political family. By profession, i am a businessman. ",40,Khatri,"Gurdaspur, Punjab, India",,Others,5ft 9in,SMM1743983,Hindu
"I am caring, fun to be with, understanding and lovable person. ",40,,"Bangalore, Karnataka, India",,Private Sector,6ft 2in,SMM1751699,Jewish
I am 40 years divorced man looking for marriage. ,40,Sindhi,"Mumbai, Maharashtra, India",,Others,5ft 9in,SMM1740761,Hindu
"I have three sisters, all are married. The eldest sister is a teacher, and the younger sister is also a teacher and the youngest one is doing ministry with her husband.",40,Protestant,"Vellore, Tamil Nadu, India",,Public Sector,5ft 7in,SMM1739892,Christian
"Lovable, caring, hardworking, easygoing person with good family values. Interested in games and sports. Expecting a lovable, kind, jovial and honest person with required qualification. Want to lead a simple happy life.",40,Vellalar,"Madurai, Tamil Nadu, India",,Not Working,5ft 6in,SMM1744499,Hindu
"I am a peace loving person, I enjoy being calm and gentle. I like living in clean and green nature. I am not religious, but spiritual. My hobbies are listening to instrumental music for healing and meditation. My profession is to serve and empower society. Always try to find solutions with compassion and brotherhood.",40,Brahmin,"Shimla, Himachal Pradesh, India",,Private Sector,5ft 11in,SMM1744573,Hindu
"My son is a nature enthusiast. Loves trekking, reading and traveling.",40,Catholic,"Mumbai, Maharashtra, India",,Private Sector,5ft 8in,SMM1737028,Spiritual
"I am a peaceful person, I enjoy being calm and gentle. I like living in clean and green nature. I am not religious, but spiritual. My hobbies are listening to instrumental music for healing and meditation. My profession is to serve and empower society. Always try to find solutions with compassion and brotherhood.",40,Brahmin,"Shimla, Himachal Pradesh, India",,Private Sector,5ft 11in,SMM1728523,Hindu
"I am a born-again believer, Spirit-filled, uncompromising in Christian/family values. We attend NLAG. Our family has a desire to obey God in all things and do His will. Having gained 10+ years experience in the medical transcription field, currently I and my brother run our own medical transcription start-up company.",40,Others,"Chennai, Tamil Nadu, India",,Others,5ft 10in,SMM1728613,Christian
"I am honest, dynamic and peace loving person. Like straight forward people. ",40,Brahmin,"Kolkata, West Bengal, India",,Others,5ft 5in,SMM1727885,Hindu
"I am a peace loving person, I enjoy being calm and gentle. I like living in clean and green nature. I am not religious, but spiritual. My hobbies are listening to instrumental music for healing and meditation. My profession is to serve and empower society. Always try to find solutions with compassion and brotherhood.",40,Brahmin,"Shimla, Himachal Pradesh, India",,Private Sector,5ft 11in,SMM1726740,Hindu
"Hello, I am Balaji. I am 40 yrs old, I am living with my elder brothers.",40,Naidu,"Bangalore, Karnataka, India",,Private Sector,5ft 1in,SMM1726831,Hindu
"He is honest and simple person who enjoy music, nature and travel. Looking for a mature & flexible person. ",40,Jat,"Pune, Maharashtra, India",,Others,5ft 10in,SMM1724998,Hindu
"I belong to a well known and respected traditional family in our place. Am an easy going, straight forward,career oriented, outgoing, loving and caring person",40,Ezhava,"Alappuzha, Kerala, India",Kerala University,Others,5ft 4in,SMM1723159,Hindu
"I am from Parayil mana, Pattambi, working with reputed firm in Bangalore as Web Developer. ",40,Brahmin - Namboodiri,"Bangalore, Karnataka, India",,Private Sector,5ft 7in,SMM1726309,Hindu
"Am simple, honest and hardworking person. My self and mother staying Badlapur(w) and having own a flat there and well settled. Father passed away and he was MES retrd. ",40,Nair,"Kalyan, Maharashtra, India",,Private Sector,5ft 6in,SMM1738506,Hindu
"Myself decent, Sober and family oriented person who is broadminded, jovial and friendly. I respect other persons emotions and sentiments. I enjoy long drives, movies and music. By the grace of God enjoying all the basic amenities of life, own car, house and work place. Mine is a nuclear family consisting of me, my mother, younger sister and my loving sweetheart daughter. Looking for simple loving and understanding friend cum wife with whom I can age gracefully. ",40,Sikh - Arora,"Delhi, Delhi, India",,Others,5ft 8in,SMM1722331,Sikh
"I have a slim and smart personality with fair wheatish complexion and look much younger than my age. Professionally I am a Senior and a successful Pilot in the IAF. I am a vegetarian, non-smoker and a teetotaler with simple habits, soft spoken, affectionate and a gentle disposition. I am extremely fond of music, singing, traveling, visiting new places especially of historical significance, reading, occasional poetry writing and various other intellectual interests and socializing. ",40,Khatri,"Chandigarh, Chandigarh, India","Jawahar Lal Nehru University (JNU), Delhi",Central Government,5ft 9in,SMM1721237,Hindu
"Looking for an honest, loving, moderate and humble person from a peaceful & kind family.",40,Sunni,"Mumbai, Maharashtra, India","Other College, Mumbai University",Others,5ft 9in,SMM1708470,Muslim
Self made Man. Looking for a simple and decent lady to be my better half.  ,40,Sunni,"Kolkata, West Bengal, India",,Private Sector,5ft 10in,SMM1708409,Muslim
Hello I am making this profile on behalf of my brother Sreenivas Sreeni. He is a qualified Civil engineer and is currently in the real estate and property business. He is reserved but kindhearted in nature. ,40,Brahmin - Smartha,"Mumbai, Maharashtra, India",,Others,5ft 4in,SMM1705714,Hindu
"I am vegetarian, simple, down to earth, spiritual person. ",40,Jaiswal,"Purnia, Bihar, India",IIT Roorkee,Central Government,5ft 7in,SMM1704346,Hindu
"I am a responsible, self confident and fun loving person who has a good set of values.",40,Khatri,"Jaipur, Rajasthan, India",Rajasthan University,Private Sector,5ft 8in,SMM1701644,Hindu
"Soft spoken, polite and kindhearted person. Looks younger than my age. Individually strong and independent to carry out all responsibilities on my own. ",40,Kashyap,"Delhi, Delhi, India",Indira Gandhi National Open University (IGNOU),Others,5ft 6in,SMM1698840,Hindu
"I have done Hotel Management and am currently working as a Marketing Professional with ITC Hotels. I love to listen to music, reading, playing Golf, Squash & Swimming. Photography is something that I have recently picked up as a hobby and am loving every moment of it. My friends and family would describe me as an extrovert, friendly and kindhearted person. I am looking for a Life partner who can be a good friend, has a personality of her own, is intelligent, full of life and fun to be with. ",40,Kayastha,"Gurgaon, Haryana, India",Board of Technical Education,MNC,5ft 7in,SMM1698448,Hindu
"I am an easing going, hard working, family oriented person with positive attitude towards life. I like to spend quality time with my family and friends. I hail from educated and respectable family. I am an MBA in marketing working as sales manager.",40,Sikh - Ramgharia,"Faridabad, Haryana, India",Delhi University,Private Sector,6ft,SMM1697587,Sikh
I am a Class I (Group A Gazetted) Officer of Central Government. I am a down to earth man and looking for a life partner who can understand and love me. I have lost my wife from prolonged illness.,40,Kayastha,"Ghaziabad, Uttar Pradesh, India",Agra University,Central Government,5ft 6in,SMM1686996,Hindu
"I am a humor loving & caring, secular, non political, moderate thinking person. B.A. with Hindi, History & Philosophy. Self Employed as a Copywriter - Graphic Designer & Poet, operating from Home. For me relationship is a caring - sharing & loving each other as a whole. Living in Mumbai while my Parents & a Brother (his family) & a sister (married) in UP. ",40,Kshatriya,"Mumbai, Maharashtra, India",Allahabad University,Others,5ft 8in,SMM1684982,Hindu
"I AM A PERSON WHO CAN ADJUST TO ALL CONDITIONS, HAS A GREAT SENSE OF HUMOUR, LOVES ALL SPORTS, WATCHING MOVIES, MUSIC AND PAY RESPECT TO ALL. ",40,Kushwaha (Koiri),"Samastipur, Bihar, India","Jawahar Lal Nehru University (JNU), Delhi",Private Sector,6ft,SMM1697569,Hindu
"I live in a joint family and wish that my life partner should be adjust and like to live in joint family. She would be adjustable nature, softhearted and respectful to elder and family member. I have two brothers and one sister all married. ",40,Jat,"Bhiwani, Haryana, India",Other Diploma Institute,Others,5ft 9in,SMM1679819,Hindu
"I am cooperative and easy going person who is very sensitive towards other feelings. I have strong will power and ability to cope with different negative situations. I belong to a middle class family, therefore a middle class partner is my primary choice. 
",40,Chaurasia,"Varanasi, Uttar Pradesh, India",Banaras Hindu University,Others,5ft 11in,SMM1673738,Hindu
"Am very simple and God fearing person. Am from Africa born again Christian, graduate in Business administration and am a self employed person. ",40,Others,"Mumbai, Maharashtra, India",DOEACC,Private Sector,5ft 11in,SMM1669034,Christian
"Am straight forward and honest person, belongs to Ganjam dist and from moderate family.",40,Karana,"Bhubaneshwar, Orissa, India","Berhampur University, Orissa",Others,5ft 9in,SMM1671849,Hindu
"I am a simple, hard working and motivated person. I grew up in India, worked in the US and have settled down in Canada. I come from a progressive and educated Army family, my father was an officer (Major) and my elder brother is also an officer (Col and Mtech from IIT). ",40,Brahmin,"Markham, Ontario","Indian Institute of Science, Bangalore",Others,5ft 6in,SMM1657092,Hindu
"I am putting up this profile on behalf of my brother. He has Bachelors in commerce. His family includes his mother who is a homemaker,(our father passed away) and has 2 elder brothers, both of whom are married. He is a honest, hard working, appreciative and caring person. He is well settled lives in his own house and successfully running a grocery store. He believes in simplicity of life.",40,Kayastha,"Delhi, Delhi, India",,Others,5ft 7in,SMM1720662,Hindu
My name is Ashish Sharma. I have completed my Bachelors in Engineering/ Technology and am currently working as a Sr. Manager / Manager.  ,40,Brahmin,"Noida, Uttar Pradesh, India",,Private Sector,5ft 8in,SMM1656758,Hindu
I have a true passion for all aspects of life and I enjoy the little things in life.,40,Catholic,"Inglewood, California",,Private Sector,5ft 10in,SMM1667146,Christian
"I have completed my M.B.B.S. and M.D. (Medicine) from Institute of Medical Sciences, Banaras Hindu University, Varanasi, Uttar Pradesh. After doing M.D., I did my Senior Residency in Cardiology from Sir Ganga Ram Hospital, New Delhi. Presently, I am employed as a Consultant Physician in two reputed Hospitals in Varanasi and also have a separate Clinic. I am simple, good looking, down to earth, ambitious, caring and responsible person with excellent sense of humor. Recently got divorce with mutual consent and have no future obligations whatsoever in that matter. Presently my family consists of myself and my mother who is a religious person. My father was in Govt. job and he passed away in 2002. My elder sister is married, my brother in law is a Lawyer and they have three daughters. My elder brother is also married and is self employed.  My sister in law (bhabhi) is a teacher. They have one son.",40,Sadgope,"Varanasi, Uttar Pradesh, India",,Private Sector,5ft 9in,SMM1666198,Hindu
"I'm PA to General in Army. I am athletic and a manglik. Am a person with clean habits. We are four brothers and three are in Army (Engineer and an Army Officer). I have a child of 17 yrs. My father was retired from Army, after retirement he was appointed as Director, B.Ed College and now passed away in May 2012. My mother, she is with us and am the eldest one in the family. I have completed MBA and pursuing LLB.",40,Jat,"Faridabad, Haryana, India","Nirma Institute of Management, Ahmedabad",Central Government,5ft 7in,SMM1651227,Hindu
"I am a graduate in English and since the beginning of my career, I have been entrepreneur and lead and run a small consulting company in human resource industry for last ten years. ",40,Barujibi,"Siliguri, West Bengal, India",,Private Sector,5ft 4in,SMM1702981,Hindu
"Hi, am Steven Philip from Nasik, Maharashtra. Working for a BPO in Pune. I being a Roman Catholic, believe in lord Jesus who is the mediator between God and mankind.",40,Catholic,"Nasik, Maharashtra, India",,MNC,5ft 8in,SMM1650991,Christian
"I look much younger than my age. Am a friendly, caring and teetotaler. My father is a retired engineer from semi govt. organization. Ours is a god fearing and closely knitted family. I have one brother and one sister, and both of them are married and well settled. I am working in haridwar (UK). I am looking for a beautiful, educated girl, who can respect my parents. No Dowry demands. ",40,Jat,"Kota, Rajasthan, India",,Private Sector,5ft 10in,SMM1648873,Hindu
Am a straight forward person handling my own business ,40,Khatri,"Delhi, Delhi, India",Delhi University,Public Sector,5ft 5in,SMM1712576,Hindu
"Having born n brought up in a Defence background and in the latter part of professional life had the experience to live and work amongst mixed castes and cultures, which eventually has turned into an interest. Highly down to earth, happy go lucky and humorous beyond control. Broadminded, spiritually, strong, practical, caring, loving and highly romantic person who loves shopping. ",40,,,,Private Sector,5ft 10in,SMM1662597,Hindu
"I am sports loving, honest, religious, independent thinking person. Brought up and studied at Shimla. Likes outdoor activities, playing different games, watching TV. Looking for a companion who is honest, caring and respect elders.   ",40,,"Shimla, Himachal Pradesh, India",Indira Gandhi National Open University (IGNOU),Central Government,5ft 11in,SMM1649073,Hindu
"Hi, I have Completed my graduation in Commerce and also Completed Accounting Technician Certificate (Intermediate Chartered Accountancy). We are 5 members in the family, my father is a retired manager from Mahindra and Mahindra company. My Mother is a lovely home maker. I have two beautiful sisters one is eldest and the other is youngest. Both are married to Saraswat Brahmin family and well settled. Eldest is staying at Bangalore and the youngest is staying at Poona. I am presently working as a Assistant Manager-Human Resources.I am very down to earth person and a very cool person. I believe in traditions to some extent and God fearing.I am looking for a compatible and an understanding person. ",40,Brahmin,"Mumbai, Maharashtra, India",Mumbai University,Private Sector,5ft 7in,SMM1640591,Hindu
"Born and raised in Mumbai, earlier resided in Canada for a long time as a citizen and now am back in Mumbai. Am very flexible to relocate anywhere.",40,Baibhand Sindhi,"Mumbai, Maharashtra, India",,Others,5ft 8in,SMM1760704,Hindu
"Excellent conversationalist, with ready wit and a keen sense of humor. Basically very homely, neat, clean and house-proud. My interests are music, snooker, cricket, reading & of course singing away etc. I don't believe in destiny or the guiding hands of fate, don't believe in forever or love in a mystical state. I don't believe in the stars on the planets or angels watching from above, but I believe there's a ghost of a chance I could find someone to love, and make it last. ",40,Protestant,"Bangalore, Karnataka, India",,MNC,5ft 9in,SMM1631953,Christian
I am a very simple & ground to earth person with practical approach.I like simplicity & trust in any relationship. I am engineering graduate with MBA degree. I am working with MNC company. I have one daughter living with me.,40,Kayastha,"Kanpur, Uttar Pradesh, India",,Private Sector,5ft 5in,SMM1699425,Hindu
"He is a self made person. Fun loving who gets along well with most people. He is running his Multispecialty Hospital in New Delhi. Looking for a mature, understanding life partner with a moderate/ simple outlook, but someone who believes in Indian Values. Commitment are most important deciding factors in getting into a long term relationship. ",40,Agarwal,"Delhi, Delhi, India",,Others,5ft 4in,SMM1758904,Hindu
"Myself Martin Fernandes, born and bought up in Goa. I did my studies in Science Graduation (Bsc-Physics) from Mumbai University. Currently, working as Area District Manager for a well known MNC. Likes reading, watching movies, etc.",40,Catholic,"Mumbai, Maharashtra, India","Other College, Mumbai University",Private Sector,5ft 5in,SMM1630231,Christian
"Am down to earth, fun loving & adventurous person. A typical mix of North & South India, Western & Indian cultures, a mix of homely & outgoing too.",40,Catholic,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,SMM1628407,Christian
"I am Piyush, looking for a life partner, i have seven years old daughter. ",40,Agarwal,"Dehradun, Uttaranchal, India",,Private Sector,5ft 7in,SMM1640449,Hindu
"He is very simple, down to earth and caring person who loves to travel a lot.",40,Vokkaliga,"Bangalore, Karnataka, India",,Others,5ft 6in,SMM1752049,Hindu
