aboutText,age,caste,city,college,employedIn,height,profileID,religion
Working with MNC in Gurgaon as Manager. A simple person and have great family values.,30,Jogi (Nath),"Delhi, Delhi, India",Delhi University,MNC,5ft 1in,SMF1760883,Hindu
We belong to the Brahmin - Garhwali caste and looking for a match from the same community. ,30,Brahmin - Garhwali,"Haridwar, Uttaranchal, India",,Not Working,5ft 2in,SMF1759988,Hindu
"I am a confident girl with high ambitions, along with traditional and family values.",30,Kurmi Kshatriya,"Varanasi, Uttar Pradesh, India",,Private Sector,5ft 6in,SMF1759712,Hindu
I am B.Com in Mumbai University. I am working in MNC firm. ,30,96K Kokanastha,"Mumbai, Maharashtra, India",Mumbai University,MNC,5ft 4in,SMF1757593,Hindu
"We are family of 4 and a Pet so 5 in total. I am a home sick, like to watch movies, spend time with family on weekends. I have a mixture of both traditional & modern life. ",30,Brahmin,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,SMF1757220,Hindu
"I am a simple, honest and religious person at nature. ",30,Kshatriya,"Neemuch, Madhya Pradesh, India",,Not Working,5ft 3in,SMF1757221,Hindu
"I have done MBA in marketing and is currently working as an Operation manager with HR consultancy based on Gurgaon. I am simple, down to earth and sensitive person. I believe in giving rather than taking. I enjoy music mostly Bollywood songs and loves travel ling, Strongly believes in the theory of Karma. I am spiritual kind of person rather than religious  and making others happy makes me happy. I am not very ambitious and just wanna enjoy every single moment of life. ",30,Digambar,"Gurgaon, Haryana, India",,Private Sector,5ft 1in,SMF1756637,Jain
"I'm well educated, sweet, home maker, very caring and understanding girl. I'm honest, trustworthy and faithful. I'm caring, loving, down to earth & mature. I understand the family values and also do have good sense of humor. I do have positive attitude towards life & would like to meet someone who can understand and respect my feelings.",30,Brahmin - Gaur,"Delhi, Delhi, India",,MNC,5ft 1in,SMF1757381,Hindu
"simple ,God fearing & fun loving person. ",30,Scheduled Caste,"Chennai, Tamil Nadu, India",,Private Sector,5ft 5in,SMF1755775,Hindu
"My cousin Ambica is a good looking, well mannered, intellectual and confident girl of today brought up in a disciplined and value dominated environment. She is BSc Medical with BEd. and presently working as a Science teacher in an International school. She is about to pursue MSc Zoology through correspondence. Recently she has qualified Punjab TET teacher eligibility test. ",30,Brahmin,"Amritsar, Punjab, India",,Private Sector,5ft 5in,SMF1755385,Hindu
"My daughter is an affectionate and cheerful person who enjoys spending time with family and friends. She value and respect customs and cultures, however she has open outlook to life. At the core she is driven by responsibility and care for her loved ones. She is creative, determined, God-fearing, down to earth, loving and caring.",30,Khatri,"Saharanpur, Uttar Pradesh, India",,Private Sector,5ft 5in,SMF1753083,Hindu
"I have completed my Bachelors in Commerce. I am currently working as an Accounting Professional (Others). In my family 5 members father, mother & 2 brothers.",30,Gowda,"Bangalore, Karnataka, India",,Private Sector,5ft,SMF1752028,Hindu
"She is very helpful, good cook and hard working person. She loves to worship god daily. Always think for others.",30,Kunbi,"Kalyan, Maharashtra, India",,Private Sector,5ft 2in,SMF1750825,Hindu
"I am friendly, sensible, open minded happy person. Having creative ideas and positive attitude towards life.
",30,Brahmin - Saraswat,"Bangalore, Karnataka, India",,MNC,5ft 4in,SMF1752175,Hindu
"She is cultured, educated and good looking girl. She maintains balance between Islamic culture and modern values. She is currently pursuing MBA from one of the prestigious university at Delhi. Prior to joining MBA she was an educational consultant cum teacher in one the prestigious school. She has completed her masters in Economics from Aligarh Muslim University (AMU). In her free time she likes cooking and gardening.
",30,Sunni,"Delhi, Delhi, India",,Others,5ft 3in,SMF1752979,Muslim
"I am a HR professional working with a MNC in the Mid-East. Born and brought up in Mumbai, but now based in Mid-East. I'm an independent easy going but goal oriented person who enjoys a stable routine life but also enjoy adventurous travelling from time to time. My other interests would be reading, photography, music and writing (occasionally). I find happiness in little things as God has truly blessed me a lot in my life. Parents are settled in Mumbai/TN, they keep shuttling periodically. Have one younger brother working in Mid-East as well. Dad, ex-corporate man now runs his own business and mom, an ex-health care professional now is a home maker as both opted for VRS.",30,Protestant,,,MNC,5ft 2in,SMF1747951,Christian
"I'm a down-to-earth and easy to get along with kind of person. I have a good attitude and am good-spirited. I value myself. So my goal and aspiration is to be the best me I possibly can be.

",30,Brahmin - Jhadua,"Bangalore, Karnataka, India",,Not Working,5ft 6in,SMF1748669,Hindu
I am simple & easy going person. Born & raised in India. Very down to earth & family oriented person. Open minded but do place a lot of importance on Indian values. Working with TATA Consultancy Services (TCS). Looking for a similar mindset - a blend of modern practical beliefs underlined by our respected traditional Indian thoughts.  A simple boy with high family values.,30,Brahmin,"Navi Mumbai, Maharashtra, India",,Private Sector,5ft,SMF1746717,Hindu
"I have done BE. Am down to earth, easy going and kindhearted person.",30,Brahmin,"Bangalore, Karnataka, India",,Not Working,5ft 4in,SMF1746160,Hindu
"Hi, am a very simple person who believe in the philosophy of simple living and high thinking.  ",30,Arora,"Delhi, Delhi, India",,Private Sector,5ft 2in,SMF1747081,Hindu
"I have has done schooling from convent in Goa and graduation from Pune. I did her fashion designing from S.O.F.T and presently working for HK based MNC company as a Merchandiser in Bangalore. I am witty, friendly, so my friends describe her - sincere and hardworking. We are basically from Margao, Goa. My father is M.A. LLB. and is a Senior Advocate with many multinationals as his clients. My brother is also an Advocate and is practicing in the High Court with his father. My mother is B.A. LLM, but is into her own private business. ",30,Brahmin,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,SMF1745676,Hindu
"I have done MBA in Finance. In my family, i have father, who is retired, mother is a House wife, Brother is working and married.",30,Shewetamber,"Surat, Gujarat, India",,Private Sector,5ft 3in,SMF1745269,Jain
Simple and loving person.,30,Others,,"Mahatma Gandhi University, Kerala",Private Sector,5ft,SMF1746306,Christian
"My daughter has pleasant personality. She is homely, social and intelligent girl having polite and kind hearted nature. She loves pets/animals, gardening, cooking and home making. She prefers to be in NCR/Delhi. Her eating habits are non-veg.and continental. She likes her partner should be educated, smart and friendly. He should be matching with her in all respects. We belong to West Bengal but born and brought up in Delhi. I (father) have retired as a Sr. Tech. Officer from a reputed organization under CSIR and my wife was a school teacher. We are four members in the family. My son is three years younger than my daughter. We are religious minded but not orthodox. After my retirement, We have shifted in our own flat at Ghaziabad (U.P). She is teaching (as hobby) in the reputed pvt. recog. school for the last eight years. ",30,Brahmin,"Ghaziabad, Uttar Pradesh, India",,Private Sector,5ft 5in,SMF1743344,Hindu
I am very friendly and likes music and watching TV. I have two elder sisters married and staying in Bangalore. Both are working in software in Bangalore. My father is a retired Professor from IIM Bangalore. I am looking for a job holder and belonging to upper middle class. Only Telugu Arya Vysya family. ,30,Arya Vysya,"Bangalore, Karnataka, India",,Not Working,5ft 3in,SMF1743262,Hindu
"My daughter has a modern outlook and yet traditional values. Apart from being a warm and friendly person, she is also smart and independent. She has pleasant mannerisms and makes for delightful company. She is an outdoorsy person, a nature lover and enjoys traveling, yoga, adventure n water sports, watching movies, reading etc.
",30,Maheshwari,"Nagpur, Maharashtra, India",,Private Sector,5ft 2in,SMF1744734,Hindu
"I have been born and brought up in Jaipur. I belong to an open minded family. As a person I am very sensitive and emotional and value relationships. Am fond of dancing and acting. I am an independent person with strong moral values. I have done my PGDMM from Times School of Marketing, New Delhi. and have been working for 6 years now.",30,Baniya,"Jaipur, Rajasthan, India",,MNC,5ft 7in,SMF1748165,Hindu
"I belong to middle class family, my father is expired & my mom is working in Bank. Did three Months Computer Course. Did Certificate Course in Dress Designing & Tailoring from Deemed University. I also did a bunch of hobby courses i.e. Candle Making, Chocolate Making, Cooking and Gift Packing from Mahavidhyalya
",30,Khatri,"Delhi, Delhi, India",,Not Working,5ft 1in,SMF1742813,Hindu
"My sister is a homely, down to earth & carrier oriented girl.",30,Rajput,"Pune, Maharashtra, India",,State Government,5ft,SMF1741068,Hindu
I am a born again baptized christian. I am currently doing my M.A in English. ,30,Protestant,"Mumbai, Maharashtra, India",,Public Sector,5ft 4in,SMF1742738,Christian
"Am simple, forgiving, spiritual and truthful. ",30,Protestant,"Bakersfield, California",,Private Sector,5ft 3in,SMF1751508,Christian
"Ph.D. in Biotechnology from Nirma University, Ahmedabad. M.Sc. in Molecular and Genetic Medicine, UK. Working as a Research Associate in Ahmedabad.",30,Khatri,"Ahmedabad, Gujarat, India",,Private Sector,5ft 4in,SMF1739534,Hindu
"My daughter is Graduate in psychology. She is very beautiful, emotional, caring, homely, simple by nature and respects elders.
",30,Agarwal,"Varanasi, Uttar Pradesh, India",,Private Sector,5ft 4in,SMF1738483,Hindu
"I am a well educated and cultured girl with high values. I am an electronic graduate and an MBA from Xavier Institute Of Social service, Ranchi. I always wanted to pursue an academic career and after completing my studies, I started my professional career as lecturer in an MBA institute in New Delhi. As of now I am an Assistant Professor in LN Mishra college of Business management. Have qualified Net and planning for PhD. I am the youngest child of my home. My father is retired from BSNL and mother is a house wife. My elder sister is a law graduate and married. My brother in law is working in Income Tax Dept. My elder brother has done his engineering from NIT and working in Singapore.",30,Brahmin - Kanyakubj,"Muzaffarpur, Bihar, India",,Private Sector,5ft 4in,SMF1740277,Hindu
Looking for a suitable match having good status job and family.,30,Brahmin - Saraswat,"Chandigarh, Chandigarh, India",,Others,5ft 4in,SMF1737249,Hindu
Done MD Pathology from Govt college and looking for a MD/MS match from Agrawal community.,30,Agarwal,"Delhi, Delhi, India",,State Government,5ft 1in,SMF1735243,Hindu
"I am in the filed of Clinical Research (New Drug Trials). After BAMS and general practice, I did MSc Clinical Research & Regulatory Affairs. I worked with a reputed Hospital & Research Center in Pune as a Research Associate and now I am preparing for the Global Certification of SAS (SAS is one of the Software used for the analysis of data in Clinical Research). Recently I was in USA for 3 months. I am a simple, down to earth person who likes to enjoy every minute of life as it comes. Drawing, painting and photography are my hobbies, so nature and camera are my best friends. I like to play badminton. I enjoy cooking and music too. I am also interested in learning new languages. Being a doctor, caring is inbuilt in my personality. I am in search of a good human being as a 'life partner. Life becomes more enjoyable when there is somebody close to share with. I am from a middle class family, born and brought up in Pune. My parents are from teaching field. I have a sister who is a doctor. She is married and settled in USA. ",30,Maratha,"Pune, Maharashtra, India",,Others,5ft 3in,SMF1734268,Hindu
"Simple, caring, jolly, fun to be with are few of my personality traits. I am extremely focused in life and believe in balancing personal and professional life. Although, have come a long way in career after marriage my priorities will be with my family. I have successfully achieved a Master's degree in literature and added an N.T.T, B.Ed, CTET and an Expert Trainer certification to my portfolio. Believe in keeping myself busy and like to read, travel, write, cook, watch movies and have intellectual discussions. ",30,Khatri,"Delhi, Delhi, India",,Private Sector,4ft 11in,SMF1732938,Hindu
"Seeking simple, affectionate and qualified partner who is preferably working in Chennai.",30,Nadar,"Chennai, Tamil Nadu, India",,Private Sector,5ft 5in,SMF1735570,Hindu
My sister is a person with simple living and high moral values.,30,Rajput,"Bangalore, Karnataka, India",,MNC,5ft 4in,SMF1729158,Hindu
