aboutText,age,caste,city,college,employedIn,height,profileID,religion
"I am looking only for marriage, with an educated, cultured person, ONLY FROM MUMBAI (including Thane). I am cheerful, optimistic, spiritual as well as fun-loving. I have my own clinic, but am willing to relocate within Mumbai/Thane, as my 10 yr old daughter lives here with her father.",41,Arora,"Mumbai, Maharashtra, India",,Private Sector,5ft 3in,SMF1741143,Hindu
"I am a simple, down to earth and family oriented person. I enjoy traveling & exploring new places, taking long walks and reading books. Although I have been working for over 10 years in a senior role with the European company, I value time spent with my family the most.",41,Sikh - Arora,"Delhi, Delhi, India",,Others,5ft 1in,SMF1719882,Sikh
"Hi, I am a educated, good looking girl having a blend of traditional as well as of modern values. I am an MBA and I am an entrepreneur. I am caring and helping by nature.",41,Khandayat,"Bhubaneshwar, Orissa, India",,Others,5ft 3in,SMF1760776,Hindu
"Frank, free, good sense of humour, down to earth, simple, and a person with positive attitude towards life. ",41,Brahmin,"Pune, Maharashtra, India",,MNC,5ft 4in,SMF1757769,Hindu
I am basically quite by nature. I am a born again Christian and am looking for a God fearing man. ,41,Others,"Rest of Goa, Goa, India",,Private Sector,5ft 3in,SMF1748273,Christian
"Hi, i am looking for a well settled NRI only or high profile person interested only in marriage. I am peace loving fun loving upfront honest and broadminded have impressive personality, love my life, love my work and field where I work. enjoy music, driving, traveling, reading, movies. I have two angelic kids who are very adorable and caring. I am looking for a companion who is well settled in any part of the world, financially sound, fun loving, extrovert, honest who is serious about life and wants to enjoy it till the eternity.",41,Brahmin,"Pune, Maharashtra, India",,Others,5ft,SMF1695226,Hindu
"My sister is simple, fun loving, good discipline, good nature & hardworking person.",41,Pillai,"Pune, Maharashtra, India",,Private Sector,5ft 3in,SMF1741458,Hindu
"I am a very, simple down to earth person and am basically an introvert. I take time to gel with people but once I get to know a person I share a very strong bond with them.",41,Brahmin,"Bangalore, Karnataka, India",,Private Sector,5ft 3in,SMF1675798,Hindu
"We are moderate family. Our mother is Goud Saraswat Brahmin (GSB) and father is from Daivadnya Brahmin community. My sister is smart, happy person with blend of traditional and modern value.",41,Brahmin - Daivadnya,"Mumbai, Maharashtra, India",,Private Sector,5ft 3in,SMF1718397,Hindu
"I am very well educated, well read and belong to a very reputed family. How does one explain in a few words maths is my forte so short cuts are a way of life, which make this intro a daunting task. I am witty and intelligent and a life long friend to those who matter. Have worked as a maths teacher and now managing my own business. Life has been an amazing teacher and the lessons learns have carved me, this is all I can manage more if we get acquainted.",41,Khatri,,,Private Sector,5ft 7in,SMF1671043,Hindu
"A graduate in Pharmacy, I am at present working as a Procurement officer in a reputed organization located in Mumbai. My hobbies are reading and listening to music. My father is a businessman and my mother is a housewife. I am the youngest amongst four sisters. ",41,Bhavasar Kshatriya,"Mumbai, Maharashtra, India",Mumbai University,State Government,5ft 4in,SMF1673967,Hindu
"I'm simple, hardworking, honest and committed woman.
",41,Mahajan,"Gurdaspur, Punjab, India",,Public Sector,5ft 2in,SMF1724475,Hindu
"I am a simple, loving, caring, decent, understanding & adaptable with a positive attitude towards life. ",41,Baniya,"Indore, Madhya Pradesh, India",,Not Working,5ft 4in,SMF1640172,Hindu
"Respect in social and family values, I am from a middle class family. Both my younger brother & sister are married, mother house wife and father retired businessman.",41,Mahishya,"Kolkata, West Bengal, India",Other General University,Private Sector,5ft 3in,SMF1701809,Hindu
"Coming from close knit family. Am well qualified, simple, caring and down to earth by nature. ",41,Khatri,"Mumbai, Maharashtra, India",IIT Mumbai,Others,5ft 6in,SMF1708416,Hindu
"I have done M.Com along with 2 years computer diploma from New Delhi. I am also doing CS along with my Job. Presently, working as a Senior Accounts Officer in an MNC. Parents got expired and we are three members in the family. My elder brother is a business man and after that me and my sister. Myself doing job and my younger sister is a homely and family loving person. ",41,Khatri,"Delhi, Delhi, India",,MNC,5ft 2in,SMF1606749,Hindu
I am an understanding person with a positive disposition.,41,Sunni,"Gonda, Uttar Pradesh, India",Lucknow University,Not Working,5ft 4in,SMF1706292,Muslim
She is well educated person and working in the Gazetted post in Ministry of Labour. Belongs to a well cultured family. She likes cooking and reading books. She is very caring and helping.,41,Rajput,"Delhi, Delhi, India",,Central Government,5ft 3in,SMF1669141,Hindu
"Am born & brought up in Mumbai and am looking for a like minded life partner who is full of life & who believes in living life to the fullest.
",41,Vaishnav,"Mumbai, Maharashtra, India","Other College, Mumbai University",Not Working,5ft 4in,SMF1622267,Hindu
"Hi, I am a Parsi Zoroastrian lady and looking for a Parsi Zoroastrian man. I am quite shy, very considerate, honest, kind and loving person, have grown up in London and live in London with my parents. ",41,,"City of London, Greater London / Middlesex",,Central Government,5ft 2in,SMF1616501,Parsi
I am a confident and responsible person. I am affectionate and loyal to people who matter to me. I am reliable and patient too and currently living as well as working in the US. ,41,,"Baltimore, Maryland",,Others,5ft 4in,SMF1636663,Hindu
"I would like to describe myself as a very responsible, sincere, loyal & trustworthy person. I am a very confident, fun loving, down to earth & easy going person who very well understands the value of relationships. Good moral values have been intricately woven in my upbringing. I always try to see the brighter, positive side of every situation. For me, marriage can only be based on honesty, trust & understanding. It can be a very beautiful relationship if there is an equal input from both the partners. Its very important to have an excellent understanding & complete trust which can develop such a bond where both the partners can discuss anything under the sky with each other & work together as a team. Once that level of maturity & chemistry exist in a couple, everything else falls in place. ",41,,"Mumbai, Maharashtra, India",Mumbai University,Private Sector,4ft 11in,SMF1561129,Buddhist
"Simple, Straight forward, caring .
Groom should be well educated, settled in Mumbai. Remaining after contact.                                                                                                                                    .",41,Adi Dravida,"Mumbai, Maharashtra, India",,Private Sector,5ft,SMF1556071,Hindu
"Hi, this is for my friend, she is Modest, optimistic, loving, Caring & hardworking with strong belief in god and in family values. Well Balanced in domestic and professional life. Open minded with good sense of humor. ",41,Brahmin,"Bhopal, Madhya Pradesh, India",,State Government,5ft 3in,SMF1617576,Hindu
"My sister is very friendly and homely girl. I would wish to seek a good match for my sister. The groom should be from a well-cultured family with clean habits, friendly nature, understanding and trustworthy and be a good companion throughout her life. ",41,Kshatriya,"Bangalore, Karnataka, India",,Not Working,5ft 4in,SMF1591667,Hindu
"Bubbly, Great Sense of Humor, Likes to learn new things, Reading, Gardening, Trekking,Cooking, Loves Nature, Art, Listening to Music, Loves Sports, Nature Lover, Environment Conscious, Meeting New People, Making new friends, Travelling",41,Brahmin - Saraswat,"Dehradun, Uttaranchal, India",,Private Sector,5ft 3in,SMF1552454,Hindu
"I am born and brought up in Mumbai. I am a loving, caring, soft spoken person with simple life styles. I am looking for a broadminded, down to earth, understanding, caring, educated and with positive approach towards life and well settled.",41,,"Mumbai, Maharashtra, India",Mumbai University,Private Sector,5ft 2in,SMF1597312,Hindu
"I am simple living girl and want a person who should be caring, loving and well educated. My father has been retired and mother is a home maker. ",41,Khatri,"Jalandhar, Punjab, India",,State Government,5ft 3in,SMF1631977,Hindu
"My cousin is basically from Dewas and working in education sector at Indore. She is honest, secure, self-dependent person happy with herself. She loves traveling, reading, decorating house, dinner, music and theatre are some of her likings and she is a little bit of shopoholic. She cares relations so much and friends and relatives are very important part of her life. She loves to celebrate special occasions. She is always high profile and very tender at heart. We are expecting a simple, matured, honest and self-dependent person who can give lots of love, care and respect to her and her family.",41,Nai,"Indore, Madhya Pradesh, India","Devi Ahilya University (DAVV), Indore",Private Sector,5ft 1in,SMF1533248,Hindu
"She is simple, down to earth girl, having sweet nature and respects for elders n loves for younger ones. She is looking for someone particularly in Amritsar, may be settled in any stream of life.",41,Sikh - Ramgharia,"Amritsar, Punjab, India",,Public Sector,5ft 4in,SMF1582085,Sikh
