aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Am simple, sensitive, caring, loyal and straightforward. ",46,Vaishnav,"Mumbai, Maharashtra, India",,Others,5ft 9in,SMM1749499,Hindu
"Simple, Average and God fearing Person. Looking for a simple person who keeps Christ in the Central focus.",46,Protestant,"Chennai, Tamil Nadu, India","Bharathidasan University, Tamil Nadu",Others,5ft 3in,SMM1748514,Christian
Open and broadminded and genuine person having helping tendency.,46,Brahmin - Iyer,"Chennai, Tamil Nadu, India",,Private Sector,5ft 4in,SMM1731930,Hindu
I am looking for a girl in and around Chennai from good family.,46,Brahmin,"Chennai, Tamil Nadu, India",,Private Sector,5ft 7in,SMM1734874,Hindu
"Hi, I'm looking for an independent-minded life partner who's professionally qualified, has a sense of humor and believes in mutual trust & respect. I'm a Corporate banker by profession, working with one of the leading private sector banks in Mumbai. My career includes leading brands in financial sector. Prior to my return to India in 2011, I was working in Dubai for about 3 years in the banking sector. Parents retired. Elder brother is with the Indian Navy and is married. ",46,,"Mumbai, Maharashtra, India",,Private Sector,5ft 9in,SMM1731636,Hindu
"Want to work for good salary, job satisfaction and recognition.",46,Brahmin,"Howrah, West Bengal, India",,MNC,5ft 8in,SMM1730671,Hindu
"Hi, am 45 years old from an  middle class family. I believe in my family & cultural values.",46,Gujjar,"Saharanpur, Uttar Pradesh, India",,Others,5ft 3in,SMM1710727,Hindu
"I am a simple, jovial and fun loving person. I want a partner who shall be my friend for life.",46,Perika,"Hyderabad, Andhra Pradesh, India",Osmania University,Private Sector,5ft 10in,SMM1704394,Hindu
"I am a divorced male. I live in the San Diego California area. I love my job and I am a family man. I love children and I like to enjoy my leisure time with them. I am honest and I wish to find an honest dedicated Indian woman to spend the rest of my life with. I would be happy to visit India and wish to even some day have a second home there.  I have friends in Kalkuta, Luknow, and Mumbai.",46,Catholic,"Escondido, California",,Public Sector,5ft 9in,SMM1706731,Christian
"I am a Canadian citizen living and working in East Africa and South Africa. Although, I am a laid back kind of guy, I am driven with passion and do not settle for second best. ",46,Sia,"Calgary, Alberta",,Private Sector,6ft,SMM1711290,Muslim
