aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Genuine, self motivated, hard working, loyal and lovable. ",34,Naidu,"Bangalore, Karnataka, India",,Not Working,5ft 1in,SMF1748332,Hindu
Down to earth person who believe in simple living high thinking.,34,Kayastha,"Kolkata, West Bengal, India",,Private Sector,5ft 2in,SMF1746075,Hindu
A modern and an outgoing Muslim girl who respect her elders.,34,Sunni,"Mumbai, Maharashtra, India",,Others,5ft 7in,SMF1746987,Muslim
"Pretty girl with Father and mother both retired from central Govt service, father is still working with an MNC, mother is retired as nursing superintendent. Elder brother(Married) is working as a Manager with an MNC in NCR / Delhi, Younger brother(Unmarried) l working as Assistant Manager with an MNC in NCR/Delhi, Origin from Kerala and settled in Delhi .Her sister in law also works as a Territory head with an MNC. ",34,Nair,"Delhi, Delhi, India",,Others,5ft 3in,SMF1744321,Hindu
"Smart, beautiful, cultured, multi-talented, well-travelled; a down to earth and a simple person. Has been meritorious in academics; likes Indian traditional values but maintains a progressive outlook. A soft spoken, jovial and caring person who loves to spend quality time with family and friends. A sensitive, committed, straight forward, honest and ethical person with positive attitude towards life. ",34,Digambar,"Ghaziabad, Uttar Pradesh, India",,MNC,5ft 3in,SMF1745827,Jain
"Born and brought up in Bangalore. I am a doctor by profession. My hobbies include listening to music, reading, art and swimming. My dad is a retired engineer and my mom a homemaker. We are of goan origin settled in Bangalore for the past 2 generations. I would prefer a doctor, engineer of a qualified professional accountant, architect from a decent family who is a bachelor and who is suitably employed with a decent job. The person must be dependable and easy to get along with.",34,Catholic,"Bangalore, Karnataka, India",,Not Working,5ft 5in,SMF1745292,Christian
"My sister Ms. Rashmi is convent educated. She is BE + MBA and working in MNC Bhopal as Manager in Supply Chain Management. She is religious, hard working, understanding and having good sense of humor. ",34,Kayastha,"Bhopal, Madhya Pradesh, India",,MNC,5ft 1in,SMF1738304,Hindu
"Seek partner from an Orthodox, cultured family having high moral, value based, educated, modern lady.",34,Adi Karnataka,"Bangalore, Karnataka, India",,Private Sector,5ft 4in,SMF1737821,Hindu
"Hi I am simple, ambition and career oriented girl. ",34,Maratha,"Navi Mumbai, Maharashtra, India",,Private Sector,4ft 11in,SMF1733199,Hindu
"Very straight forward, confident, self dependent and homely. Having one son of 9 years living together, having legal custody of child.",34,Nair,"Udaipur, Rajasthan, India",,Private Sector,5ft 4in,SMF1735790,Hindu
Hello I am a simple girl with good sense of humour & with a settled career.,34,Brahmin - Kanyakubj,"Jabalpur, Madhya Pradesh, India",,Central Government,5ft 3in,SMF1727726,Hindu
I am an affectionate and homely person. ,34,Vishwakarma,"Trichy, Tamil Nadu, India",,Private Sector,5ft 4in,SMF1726434,Hindu
"Mridula is a very intelligent and caring individual. She loves children, pets and plants. She is a good painter/artist, loves music, reading and cooking. She is looking for a partner who is professionally qualified, of similar interests and who loves life.",34,Billava,"Bangalore, Karnataka, India",,Private Sector,5ft,SMF1725908,Hindu
"Hi,

I am currently working with Export House as an
Asst. 

Manager. My father is a businessman, my mother is a

homemaker, and has a brother and a sister both of whom is married.

My native place is Bhopal. My friends describe me as Affectionate,

Caring and Kind. My hobbies include Animal Breeding and Singing. 

ItÃ?Ã¢??s very difficult to write about our self....simple and

short m all alone in my life I have a daughter whom i already

gave them a custody to my ex hubby...m self made working women and am looking for
a partner who gave the value off relations affection and emotions and off
course a good human first ....m not in hurry to get marry better I know the
person first then IÃ?Ã¢??ll take the decisions.

M a person like very honest and same I want I hate liar's and

the main reason m giving divorce m a music lover all kind off music which touch

my soul and love animals too...I wish and hope to the god if a person

comes in my life would be care like a father, protect like a bother and love

like a lover...he must my best men in my world whom I gave my life in his

hand....yes may some ppl laugh

what i write

in my profile but itÃ?Ã¢??affectionate, caring and kind. ",34,Agarwal,"Delhi, Delhi, India","Barkatullah University, Bhopal",Private Sector,5ft 3in,SMF1721722,Hindu
"I am honest, friendly, caring AND humble by nature. I like traveling and listening songs.",34,Agri,"Navi Mumbai, Maharashtra, India",,Private Sector,5ft 2in,SMF1727369,Hindu
"Am an independent woman and looking for a sensible, independent and tall man.",34,Catholic,"Mumbai, Maharashtra, India",,Others,5ft 9in,SMF1760503,Others
"Simple, down to earth person, take life as it comes. Trying to find someone simple and understanding.",34,Sikh - Khatri,"Delhi, Delhi, India","ICFAI, Hyderabad",MNC,5ft 2in,SMF1714483,Sikh
We are basically belong from Aligarh. All brothers & sisters are well settled. She has also done MSc (Statistics) from AMU & DOEACC 'A' Level. ,34,Sunni,"Delhi, Delhi, India",,Private Sector,5ft,SMF1758605,Muslim
"I am self dependent, confident and hardworking. My Parents had expired. But they were too strong. So i have also aim to do something new in my life. I want an understanding, caring and loving match.",34,Sikh - Ramdasia,"Mohali, Punjab, India",Punjab University,Others,5ft 2in,SMF1713125,Sikh
"She is smart, good looking and honest. ",34,,"Navi Mumbai, Maharashtra, India",Mumbai University,Private Sector,5ft 1in,SMF1721795,Buddhist
"My Daughter is working in Govt Sector (Permanent) at Noida and also transferable all over India. We belong to a simple Hindu religious family. We are looking for a well educated match, who is having simple living and high thinking and believe in family values as well.",34,Agarwal,"Delhi, Delhi, India",Meerut University,State Government,5ft 4in,SMF1712795,Hindu
"I am very simple & straightforward Double graduate, Degree, Smart, I Like join Family. Brahmin sub caste will do, pref to Pune but other city profile will also do.",34,Brahmin,"Ahmednagar, Maharashtra, India",,Central Government,5ft 3in,SMF1723946,Hindu
She is clam and sweet person with sharp features and caring nature.,34,Agarwal,"Delhi, Delhi, India",Delhi University,State Government,5ft 4in,SMF1711811,Hindu
"I'm very simple and down to earth person, like people who are honest. I'm a bit over weight so I'm looking for someone who is some what the same.  ",34,Catholic,"Pune, Maharashtra, India",Indira Gandhi National Open University (IGNOU),Private Sector,5ft 4in,SMF1710697,Christian
"She is talented, nice and understanding girl, belongs to educated family and only serious candidate will approach.",34,Sikh - Ramgharia,"Kota, Rajasthan, India",,State Government,5ft 6in,SMF1730213,Sikh
"I am god fearing person, born again, Baptized by Holy spirit. Giving first performance to Jesus, understanding nature, very friendly, always positive about any situation in life-by the grace of GOD and would like to have a partner with the same values. Born in a Christian family. And taking fellowship in New Life Vashi. ",34,Protestant,"Mumbai, Maharashtra, India","Other College, Mumbai University",Private Sector,5ft 4in,SMF1709028,Christian
I am hardworking girl and searching for an understanding life partner.,34,Catholic,"Kochi, Kerala, India",,Not Working,5ft 4in,SMF1755249,Christian
