aboutText,age,caste,city,college,employedIn,height,profileID,religion
I am simple living person.,27,Sikh - Gursikh,"Al Ain, Abu Dhabi",,Private Sector,5ft 10in,SMM1759727,Sikh
"My name is Vivek. I am a Hindu Maratha boy , working as Engineer in Wipro Infotech, Mumbai. I have own 1BHK Flat in Kalwa. Family Owns 2 Galas, Car. I would like to marry a simple, loving, well cultured, smart, educated Hindu Maratha girl.",27,Maratha,"Mumbai, Maharashtra, India",,Private Sector,6ft,SMM1760330,Hindu
"I am a simple, lovable guy. I am broad minded and optimistic. Ambitious about my career but at the same time, I value and treasure the warmth of my family and friends. Am also a proud Hyderabad to the core. I graduated from a leading university in Bangor (UK) and moved to India approximately 2 years ago professionally. I believe in living life to its fullest and I strive to achieve my dreams and work towards it. During my free time, love listening to music & like to cook. ",27,Telugu,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 8in,SMM1760371,Hindu
"Hi, I'm Bhaskar, I'm very open-minded and friendly, I like traveling to new places and making friends, but I am usually very shy. I have a very loving family who are eager to find me a match. I am looking for a friend with whom I can share life's experiences. ",27,Bengali,,,State Government,5ft 8in,SMM1760042,Hindu
"'Smart, teetotaler and blessed' - these are main traits in my son. After completing his B. Tech from YMCA Faridabad (in 2007), he joined Cognizant and has been working with the same company in Mumbai since last 5 years. Along with the job (current profile Senior Associate), he is also doing MS from BITS Pilani (WILP Program) in Software Engineering. He is fair, tall and has no health problems. ",27,Sonar,"Bhiwani, Haryana, India","Birla Institute of Technology (BITS), Pilani",MNC,6ft 1in,SMM1758894,Hindu
"I am working as a Quality Analyst in Gurgaon. Am a simple and down to earth boy.
",27,Sunni,"Delhi, Delhi, India",Other General University,Private Sector,5ft 10in,SMM1758618,Muslim
"I am known for being a jovial and light hearted guy with modern lifestyle. I am a soft spoken and humble guy with a good sense of maturity and responsibilities since I had been away from my family due to my studies and now because of my work. Being a part of a well knitted family, I have always made it a point to be close to my family as much as I can. Being an active fitness conscious guy, I have always involved myself in outdoor as well as indoor sports which has also helped me nurture a positive attitude towards life. I possess a good sense of responsibilities, tremendous respect for people around and always tried my best stay up to my words. I am looking for a soul mate who can be my friend, love, courage and support; who will be by my side all throughout my life and good in-laws who would consider me like their son rather than a son-in-law.",27,Maratha,"Lowestoft, Suffolk",,MNC,5ft 7in,SMM1758445,Hindu
"He is quite simple still open minded boy. He is Career oriented. Looking for a really beautiful, homely yet active soul mate. ",27,Sikh - Ramdasia,"Delhi, Delhi, India",,MNC,5ft 10in,SMM1758811,Sikh
"Hi, my son an Engineer by profession and working as a Analyst with a Software Firm based in Gurgaon. He was born and brought up in city of malls 'Gurgaon'. We are a family of four, me and my wife are working in Government jobs respectively in health departments in New Delhi. We have a daughter who is younger of the both kids and currently studying. Regarding my son's hobbies he we eventually let you know at the later stage. We are here to find out the correct match for our son and expect the girl to be well educated and should have traditional values at same time.",27,,"Gurgaon, Haryana, India",,MNC,6ft,SMM1758785,Hindu
I am B.tech and MBA graduate. My friends say i am very friendly. Kindhearted.,27,Mala,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 9in,SMM1759162,Hindu
"MY SON IS SIMPLE, HANDSOME, CONFIDENT AND OPTIMISTIC AND BELIEVE IN MORAL VALUES. HE HAS DONE HIS MBA IN FINANCE AND CURRENTLY WORKING IN PSU BANK AS ASSISTANT MANAGER.",27,Scheduled Caste,"Delhi, Delhi, India",,Public Sector,5ft 6in,SMM1758012,Hindu
"Hello, My son Vakul Dhiman has completed B.Tech in IT from YMCA Faridabad (2009) since then working as a System Engineer in TCS Mumbai. He is looking for a good looking, tall, fair girl, preferred B.Tech, working.",27,Brahmin - Dhiman,"Ambala, Haryana, India",,Private Sector,5ft 11in,SMM1757863,Hindu
"Myself Puneet Dudeja. I completed my Executive MBA and Bachelors in Technology (IT) and currently working as a Technical Analyst for Infosys Limited. I'm currently in USA. My friends describe me as outgoing, bold, respecting, caring and confident. I believe in mix of modern as well as traditional values. Motto in life : Live and let others live. ",27,,"Phoenix, Arizona",,Private Sector,5ft 11in,SMM1757918,Hindu
My son is currently working in Mumbai.,27,Shewetamber,"Thane, Maharashtra, India",,MNC,5ft 7in,SMM1759136,Jain
"Hi,i am Rahul Dave looking for a bride. I currently live in Calgary, Alberta.",27,Brahmin,"Calgary, Alberta",,Not Working,5ft 9in,SMM1757482,Hindu
