aboutText,age,caste,city,college,employedIn,height,profileID,religion
"I'm Srimathy, 45yrs, divorce and looking for a loving and caring groom from Bangalore.",45,Gowda,"Bangalore, Karnataka, India",Karanataka University,Private Sector,5ft 2in,SMF1677059,Hindu
"AM CALM AND COMPASSIONATE PERSON, BELIEVES IN THE FRUIT AND GIFTS OF THE HOLY SPIRIT. AM A TRUE ENCOURAGER, NEVER SULLEN. BELIEVES, HOWEVER HARD THE SITUATION, ONE HAS TO BE ONLY FOCUSED ON JESUS THAT IS THE WAY TO VICTORY. ",45,Others,"Trichy, Tamil Nadu, India","Bharathidasan University, Tamil Nadu",Central Government,5ft 1in,SMF1603983,Christian
"I am holding C.A, working in govt. Org. AMC, Ahmadabad as a Director. I am by nature very friendly and co operative. I am simple & having sober personality, always give respect to other feelings.",45,Vaishnav,"Ahmedabad, Gujarat, India",Institute of Chartered Accountants of India (ICAI),State Government,5ft 4in,SMF1596159,Hindu
"I am a simple, practical women who believes in honesty and sincerity. My hobbies are watching t.v, movies, traveling, cooking and I also believe in hard work. ",45,Kamma,"Hyderabad, Andhra Pradesh, India","Sri Venkateswara University, Andhra Pradesh",Not Working,5ft 2in,SMF1631943,Hindu
"I am very fun loving, emotional, creative, innocent woman and an optimistic person, wants to live life fully and have good sense of humor. Done fashion designing, have goods writing skills, very stable, patient and a calm person. Look younger than age, slim, smart, active and social person. I believe that we should accept the person as he is and modify person with love and only love is priority in life.",45,Digambar,"Delhi, Delhi, India",Indraprastha College for Women (IP College),Not Working,5ft 3in,SMF1566409,Jain
"She is MBA, LL.B, MA (Eco), working as a Sr. Manager HR in a reputed co. Our is average status, value based, educated business class family. ",45,Agarwal,"Jalandhar, Punjab, India",,Private Sector,5ft 2in,SMF1619553,Hindu
"I am a widow, working in education department as LD Clerk. My date of birth is 01-01-1968. I have no parents and have three brothers and four sisters and I am the youngest in the family. I have no kids. Looking for a partner in any caste and my partner should be non smoker and non drinker. ",45,,"Calicut, Kerala, India","Calicut University, Kerala",State Government,5ft 2in,SMF1541149,Hindu
She is working for a MNC in Bangalore and it is non transferable job. Looking for a groom who living in Bangalore or willing to relocate to Bangalore. ,45,Brahmin,"Bangalore, Karnataka, India",,MNC,5ft 7in,SMM1530185,Hindu
"Simple, god fearing, love nature, good behavior. Needs a partner who is well disciplined in engineering field. He should be slim and tall with good looks.",45,Brahmin,"Hyderabad, Andhra Pradesh, India",Anna University,Not Working,5ft 1in,SMF1582471,Hindu
my sister like this partner want simple and honest and same one little smart suitable salary no smoking no drinking my sister like goes to beautiful place temples my sister like song serial.she like too go outdoor places.,45,Nhavi,"Mumbai, Maharashtra, India",Mumbai University,Not Working,5ft 4in,SMF1498011,Hindu
Did schooling from Kendriya Vidyalaya (CBSE board). Graduation from Bombay University. Working as International Marketing Manager for a Mumbai based Company. ,45,Catholic,"Chennai, Tamil Nadu, India",,Private Sector,5ft,SMF1491568,Christian
Hi my name is Rimmi Midha. I am from New Delhi. I am a teacher by profession. My parents are no more. I live with my chacha and chachi. I have one elder sister who is married and settled in Canada. I was also earlier married and settled in Canada but came back to India after my divorce. I have no issues. I am looking for a companion in life who is simple yet fun loving and has respect for woman. Should be honest and sincere.,45,Khatri,"Delhi, Delhi, India",,Private Sector,4ft 11in,SMF1477142,Hindu
"I am the 3rd daughter in my family and after ending up with all my family responsibilities, I think its high time to think about my marriage. I am teacher by profession and have done my BA.I live with my family, its a Joint Family. I have 3 Brothers 2 Sisters and all of them are married. I have done my BA in History K. J. Somaiya College of Arts and Commerce in Mumbai. Completed basic Counseling Course from St. Xavier College in V.T, Mumbai. Completed ECE (Early Childhood Education) Course from St. Paul Institute, Ghatkopar, Mumbai.",45,Bhandari,"Mumbai, Maharashtra, India",Mumbai University,Private Sector,5ft 5in,SMF1471887,Hindu
"I just want to have a good marriage life and live happily and enjoyable life with my life partner. Life is short make it sweet.
I'm a loving person towards my partner. To have mutual understanding is important to live a happy life.",45,Pillai,"Petaling Jaya, Selangor",,Public Sector,5ft 2in,SMF1549977,Hindu
"very traditional,homely,symbol of patience a,good cook,serves everybody with love and affectionate.garden lover likes to listen western and ilayaraja music.agood home maker.everybody likes her in the family.",45,Protestant,"Rest of Andhra Pradesh, Andhra Pradesh, India",Andhra University,Private Sector,5ft 2in,SMF1570826,Christian
"My sister is chubby, good looking, God fearing, affectionate, skillful and talented. Looks much younger to her age. She has 2 daughters aged 15 and 16. She is a freelance trainer, who loves to travel and help all those who are in need of help. Will work if permitted after marriage.
",45,Protestant,"Chennai, Tamil Nadu, India",,Private Sector,5ft 4in,SMF1405422,Christian
"I am a divorced 20 yrs, presently staying alone left by my family members and children, i have a small financial commitment wherein i expect a help from my partner. ",45,Brahmin - Iyer,"Bangalore, Karnataka, India","Other College, Bangalore University",Private Sector,5ft 5in,SMF1399883,Hindu
"Hello, i am from pune, working as senior staff nurse in abroad in India. i have 3 kids, staying together in our own house. i like traveling, cooking, fashion and listening music and movies. my nature is straight forward and hard work, with open minded loving and kindness. ",45,Protestant,"Pune, Maharashtra, India",Other General University,Others,5ft 4in,SMF1389675,Christian
"hi,girl is homely,good looking,having family values, having a girl child of 20.looking younger,religious minded,prefer groom around chandigarh,divorced&widower also prefered",45,Khatri,"Chandigarh, Chandigarh, India",,,5ft 5in,chaf1357265,Hindu
I am a shy and curious girl who likes to laugh. I would like to travel. Until last year I was taking care of my mother. Unfortunately she passed away in 2010. I have 2 brothers and one sister who are married and engineers in France.,45,Gounder,Others,,,5ft 4in,othf1371495,Hindu
"I am beautiful and smart lady. I am caring and loving person. very honest and stright forward person.
I am family person.I am perfect towards my responsiblities and duties. I give my 100percent in my relationship",45,Brahmin - Punjabi,"Gurgaon, Haryana, India",,,5ft 2in,gurf1337592,Hindu
