aboutText,age,caste,city,college,employedIn,height,profileID,religion
I am an understanding person with a positive disposition.,43,Agarwal,"Kolkata, West Bengal, India",,Others,5ft 3in,SMF1705296,Hindu
"I am a woman who is passionate about life, education and travel. I will educate myself at any given opportunity whether through self study, formal classes or through travel. I am looking for a partner who shares the same passions as I and more... as I want to travel, discover and explore the world with him, making memorable moments no matter where in the world we are, as long as we are together. I am a very cultural woman who thrives on learning about and experiencing other cultures. Honesty, love and respect are crucial to me in any relationship as I feel they all three go hand in hand. If one of those elements is missing, then there is no relationship in my eyes. I one day hope to be happily married, sharing life together with my partner and of course learning from him as well. My immediate family consists of my father and 1 brother. My father is retired from the local utility company and my mother, who has recently passed away, was retired from their local school system. I also have 1 maternal grandmother living and whom I adore. My family is supportive of me and allows me to make my own decisions but yet gently guides me when guidance may be needed. I do live on my own with my children (50/50 basis), all whom are teens. I'm not looking for a ""father"" for my children, they have their own father who is actively a part of their lives, but I would expect that you be a friend to the children, guiding them and mentoring them. With that said, I am unable to relocate at this time due to my 50% responsibility with the children. ",43,,"Oshkosh, Wisconsin",,Public Sector,5ft 6in,SMF1720780,Spiritual
"I am a post graduate who has been working in a media company for the last couple of years. I am divorced with a teenage son who lives with his father. Come from a family of 3 children, an elder sister who is a school teacher and a younger brother who is in marketing. Both are well settled in family and professional lives. My widowed mother lives with me and is an integral part of my life. Am an honest person, who is smart, confident and can take a joke on myself. ",43,Brahmin,"Bangalore, Karnataka, India",,Private Sector,5ft 3in,SMF1727815,Hindu
"I'm a very honest woman that really wants to help and please people. I'm looking for someone to find fun, laughter, and love in my life. I enjoy reading, and all outdoor activities. I enjoy cooking out with my family, attending Mass, helping out at Church, and many other things. ",43,Catholic,"Bentonville, Arkansas",,Not Working,5ft 2in,SMF1671770,Christian
"Exceptionally beautiful with sharp features and fair looks. Highly qualified, L.L.B, practicing lawyer. ",43,,"Ahmedabad, Gujarat, India",Gujarat University,Others,5ft 4in,SMF1667540,Hindu
"Being a successful provisional, working in a pharmaceutical company handling the sales & marketing divisions. Am ambitious, down to earth and very jovial person, enjoys my work & domestic chore too. ",43,Protestant,"Chandigarh, Chandigarh, India",Punjab University,Private Sector,4ft 11in,SMF1601491,Christian
"I am Chhanda Bose, 43 years old, looking for a suitable groom for me, having govt job. No matter either he is widow, divorcee but he must bear a good moral character. ",43,Kayastha,"Bardhaman, West Bengal, India",Other General University,Private Sector,5ft 2in,SMF1661044,Hindu
"I am very simple & straight forward person but live my life with grace & style. Love music, dance at time, writing & coking too. I believe in family values as they play an important role in building a personality.",43,Brahmin - Pandit,"Delhi, Delhi, India",Other Diploma Institute,Private Sector,5ft 1in,SMF1585783,Hindu
"I am born and brought up in New Delhi. We are basically from Palghat District Kerala. Family well settled. Only god fearing, professionally settled, financially very well sound serious Malayalam should contact. ",43,Ezhava,"Bangalore, Karnataka, India",College of Arts - Delhi University,Private Sector,5ft 5in,SMF1586198,Hindu
"She is God fearing, soft spoken, homebody whose hobby includes cooking and reading. My sister is a very sweet person. She has one elder sister and brother, both married and settled down. Our dad is a retired Civil engineer and mother a retired Central Govt teacher. ",43,Protestant,"Chennai, Tamil Nadu, India",,Not Working,5ft 2in,SMF1625822,Christian
