aboutText,age,caste,city,college,employedIn,height,profileID,religion
I am a simple person who believes in human values and believes in connecting with people and valuing them. I loved my parents more than my own life but lost them. I look forward to having a partner who is compassionate and kind and values a family. ,47,Khatri,"Delhi, Delhi, India",Other General University,Public Sector,5ft 3in,SMF1633499,Hindu
"Am cultured, educated and attractive, independent and westernized, make my own decisions. My main interest is travel and am looking for someone affluent and compatible who wants company for travel no strings. Age no restriction.",47,Brahmin,"Barnet, Greater London / Middlesex",ARENA Multimedia,Others,5ft 5in,SMF1631180,Hindu
I AM A SIMPLE SMART DOWN TO EARTH PERSON. I LIKE TO KEEP A BALANCE  BETWEEN MY PROFESSIONAL AND PERSONAL LIFE. ,47,Khatri,"Jalandhar, Punjab, India",Punjab University,Private Sector,5ft 6in,SMF1680297,Hindu
"Hello, I m a very simple cultured girl who believes in respecting elders and Indian traditional values. For me understanding and honesty is most important than anything else in a relationship and more importantly in a marriage",47,Sikh - Saini,"Chandigarh, Chandigarh, India",,Central Government,5ft 2in,SMF1529624,Sikh
"I am homely lady with modern outlook i am of adjustable nature.I like cooking,traveling and doing yoga.I like person with great sense of humor I am also religious person,believe in Indian tradition that's all",47,Arora,"Rest of Himachal Pradesh, Himachal Pradesh, India",Punjab University,Central Government,5ft 4in,SMF1462843,Hindu
I am a creative n jovial person who loves all creations of the all mighty. I am romantic n feel the zenith of romance is to walk hand in hand on the moonlit beaches. I am cool headed n hates to get into arguments. ,47,,"Pune, Maharashtra, India",N. Wadia College,Private Sector,5ft 3in,SMF1484667,Parsi
Awaiting a good match for my relative. ,47,Sunni,"Nizamabad, Andhra Pradesh, India",Other General University,Others,5ft 9in,SMF1587670,Muslim
"I am Surabhi B.Sc(Hons), M.Sc(Mathematics)and Ph.D in Operations research. I am sharp featured, petite, charming, sincere, honest, compassionate, good humoured, adjusting, straight forward person with a balanced approach to life. Family and friends are both important to me. I like going out but my home is the place I love to be in. I enjoy reading, various cultural activities, music, movies, gardening, a good conversation with other people to get to know different view point. I combine Indian values with Western outlook which I consider to be an asset. I am a good mix of both east and west. I am 153 cms, 46 kgs.  I would like to talk by email, so please give email. I have traveled to various countries like: Algeria, Switzerland, England, France and Japan. 
My father retired as Professor of Mathematics. Hyderabad which is now the happening city and a hub of IT industry.Good wishes.",47,Kayastha,"Hyderabad, Andhra Pradesh, India",,,5ft 1in,hydf1380589,Hindu
"Myself from a middle class family. Like openness,simplicity and politeness in a person. Dislike PNPC and those persons who maiantains double standard. Love travelling, net surfing & listening to music esp. Rabindra Sangeet.  ",47,,"Agartala, Tripura, India",,Public Sector,5ft,SMF1582354,Hindu
"Am a loving, caring and homely person, brought up by my sister's. Love my family. My parents have passed away few years backa and all my brothers and sisters are married and happily settled well. I am the youngest and most pampered person at my home. My hobbies are cooking, visiting to new places, doing new stuffs, etc. ",47,Gupta,"Varanasi, Uttar Pradesh, India",Banaras Hindu University,Others,5ft 3in,SMF1601156,Hindu
"Simple, self-dependent and family oriented lady. ",47,Others,"Coimbatore, Tamil Nadu, India",Other General University,State Government,5ft 5in,SMF1414705,Christian
"I am divorcee with 2 children looking for a simple loving caring person who is working in US or Europe, as I am a nurse by profession. I believe I can fulfill the duties as a wife, as a nurse, and as a mother, provided my partner is good, loving, and supportive. I had passed CGFNS,RN(US),MOH(UAE),and my visa processing to Canada is in progress.",47,Others,"Kochi, Kerala, India","Calicut University, Kerala",Private Sector,5ft 2in,SMF1417072,Christian
"I am a govt school principal, gazetted officer, simple, sober, honest, very much intelligent, caring, sweet nature, loves cooking, reading, net browsing, looking for a gentle, understanding, caring, handsome partner. ",47,Arora,"Yamuna Nagar, Haryana, India",Kurukshetra University,State Government,5ft 2in,SMF1436635,Hindu
"Please read my Favorite quote: ""Fame is a vapor, Popularity an accident, Riches take wings, those who cheer today will curse tomorrow, only one thing endures, Character. I am searching for my Best friend who would be my soul mate. I am raised with higher moral values. Life without emotions is all abstract there is nothing concrete. I am an extrovert, positive minded person, an honest and forward thinking personality. I am creative, love to decorate and embellish my surroundings. I like beautiful views like flower bedded gardens, lakes, oceans, beaches and swimming pools. My sports are swimming and golf
My interests are cooking different cuisines with red wine,barbeque,long walks in the garden or on beach, writing poems & creative writing, music and dancing, exploring new places, traveling, cruising. I like vibrant colors, something pleasing to the senses-but at the same time I am profoundly spiritual. I like to explore more and more about spirituality and ethics. My PhD thesis was also on the moral vision of a novelist. I always do up my house little different from others. I like to paint, sketch, make lovely flower arrangements and create something out of nothing.I was well settled in my career in India. I opted to move to this country after my shattered relationship. I was married. Sometimes god puts you in an awkward situation-probably to test your trust in the almighty power or to watch the strength of your body, mind and spirit. I got my Green card and now working on other aspects. Looking for a right partner with whom I can have fun. But also a committed person so that we stand by each other in good as well as bad times. My father retired as a bureaucrat in India. Mom a housewife, brother is a civil engineer, no sister, uncles-diplomatic services. ",47,Others,"California City, California",,Others,5ft 5in,SMF1409343,Christian
"I hail from a family of repute. Intelligent, beautiful, slim and health conscious, I look around 35 years of age. Vivacious, sentimental, creative, motivated by aesthetics, nature loving, nurturing, dynamic, looking for the one who will complete my life and vision. An extremely balanced and down to earth person, I am at ease both as a sophisticate in urban environs and as someone who cherishes the countryside. Have traveled internationally but India is where I choose to be. Father retired from a high Management position and is currently in business. ",47,Kayastha,"Delhi, Delhi, India",,Central Government,5ft 7in,SMF1413133,Hindu
"Slim, fair, smart, soft spoken and sophisticated person. MSc. PG school teacher (govt) in Kolkata. Very young looking & energetic. Sincere & reserved by nature but not conservative. Really love travelling. Belong to an educated respectable middle class WB Brahmin family - believe in family values.",47,Brahmin - Bengali,"Kolkata, West Bengal, India",,Central Government,5ft 4in,kolf1061002,Hindu
"my brother is good looking and very lovable and care taker, well settled in USA with own bungalow and good investments. have take care of me and my 7yrs old daughter",47,Mudaliar Arcot,"Bagalkot, Karnataka, India",,Others,5ft 7in,banf1382486,Hindu
"A simple individual who wants to live a life full of love, faith and truth and believes in commitment for life long relationship. I always strive to do and be the best I can. ",47,Khatri,"Chandigarh, Chandigarh, India",Punjab University,Private Sector,5ft 3in,chaf1039333,Hindu
"Single, responsible, easy going friendly yet reserved.... looking for someone with open communication, and not scared to give a relationship a chance and values family and friends... and the life that god has given us.",47,Nadar,"Arlington Heights, Illinois",,Public Sector,5ft 7in,SMF1462350,Hindu
I am a simple and fun loving person and am living with my daughter in Pune. I am a Teacher by profession in a renowned private school in Pune. I love to cook and spend time with my family. I am friendly and helpful in nature. I am an independent person with my own values.  ,47,Khatri,"Pune, Maharashtra, India",,Private Sector,5ft 2in,SMF1546320,Hindu
"I'm an honest, caring, affectionate individual looking for someone who has a similar outlook to life as me. I love family and friends around me but also spending time with my partner and experiencing life together and being best friends as well as everything else. ",47,Vania,"Barnet, Greater London / Middlesex",,Private Sector,5ft 3in,SMF1546869,Hindu
I am simple and conservative girl with traditional values.I am looking for a brahmin iyer guy only.You can contact me  if you find my profile suitable.,47,Brahmin - Iyer,"Delhi, Delhi, India",,,5ft 5in,delf1214879,Hindu
