aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Fun loving, simple and family centric person. Financially stable enough to ensure that all expectations of the family are met. Long drive, Bollywood music, movies, reading, fine dining and having a good time with family and friends whenever possible are some of my interests. Looking for a partner who would make a difference in my life as much as I would do in her life.",48,Brahmin - Saraswat,"Dubai, Dubai",,Private Sector,5ft 8in,SMM1743812,Hindu
"I am a simple, straightforward individual from Thrissur, working in a senior  management position in a premier financial institution of the country, presently posted in Mumbai. I am legally divorced, I have a son who is doing engineering. I am a non smoker, non drinker and a vegetarian (take eggs). ",48,Nair,"Navi Mumbai, Maharashtra, India",,Public Sector,5ft 3in,SMM1739211,Hindu
Working as AGM(Finance) in AAI. Father was an agriculturist and expired in 1991. Two elder Brothers & Three elder sisters and am the youngest one. ,48,Brahmin - Iyer,"Gurgaon, Haryana, India",,Public Sector,5ft 8in,SMM1739050,Hindu
"I'm very simple, sober, elegant, straightforward, cool & independent person. Also, I'm a very broad and open minded, creative, tasteful, kind, caring, adjustable, flexible, generous, down to earth person with a very jovial nature. I love listening music, prefers mostly light ones, earlier used to sing as well. ",48,Kayastha,"Delhi, Delhi, India",,Private Sector,5ft 8in,SMM1698457,Hindu
"My name is Eric Sylvester, am a Protestant from Rajasthan and from a family that has imbibed good values, virtues and ethics in me. ",48,Protestant,"Mumbai, Maharashtra, India",Mumbai University,Public Sector,5ft 8in,SMM1704976,Christian
"A simple minded, family loving person who is looking for a life partner. My future partner can be either unmarried, divorced, widowed no problem in that. I would not want a child from the previous relationship. Hope you understand. ",48,Catholic,"Mumbai, Maharashtra, India","Calicut University, Kerala",MNC,5ft 7in,SMM1679054,Christian
"My name is Amiya Ranjan Manna. My friends describe me as confident, creative, intelligent and simple person.",48,Mahishya,"Midnapore, West Bengal, India",Other General University,Central Government,5ft 6in,SMM1659261,Hindu
"I AM SMART, YOUNG BUSINESS MAN, LOOKS MUCH YOUNGER, VEG WITH CLEAN HABITS. SEEK PARTNER WHO IS EDUCATED, SMART AND FROM A WELL SETTLED FAMILY. ",48,Kayastha,"Haridwar, Uttaranchal, India",Agra University,Others,5ft 9in,SMM1670053,Hindu
"AT PRESENT, AM A SOLE TRUSTEE OF YOGSADHNA ASHRAM. BELONGS TO A ROYAL FAMILY.",48,Brahmin,"Udhampur, Jammu and Kashmir, India",Other General University,Not Working,5ft 7in,SMM1635442,Hindu
"I am a loving, sensual, caring man with the fear of God and a Catholic.",48,Catholic,"Sarasota, Florida",,Private Sector,6ft 2in,SMM1701096,Christian
"Born Again - committed christian - single parent with 17 year old son, serious but yet fun loving, kind and caring. Looking for a  kind, decent, educated and honourable person.",48,Protestant,"Colombo, Western",,Private Sector,5ft 10in,SMM1748312,Christian
"I have a transferable job currently posted in Mumbai. My mother is in Thrissur, Kerala. I have plans to settle in Kerala in the future. My son is doing his studies and my only brother is settled in Bangalore. I'm looking for a simple and loving natured life partner.",48,Nair,"Mumbai, Maharashtra, India",,Central Government,5ft 4in,SMM1751262,
"Kind, warmhearted, caring person. I am affectionate and loving. I enjoy visual arts, music, meditation, reading, cooking, nature. ",48,,"City of London, Greater London / Middlesex",,Others,5ft 7in,SMM1753831,Spiritual
I am a successful professional. Loves to live life as it comes.,48,Brahmin,"Pune, Maharashtra, India",,Private Sector,5ft 8in,SMM1740307,Hindu
I AM VERY SIMPLE LIVING AND FUN LOVING MAN.,48,Brahmin - Vaidiki,"Hyderabad, Andhra Pradesh, India",Andhra University,Private Sector,5ft 10in,SMM1738332,Hindu
"Am from a decent back ground, progressive, secular but true to my  Religion and Dharma, am fond of adventurous life having every sort of respect for any kind of woman.",48,Brahmin - Saraswat,"Bathinda, Punjab, India",,Others,5ft 4in,SMM1737799,Hindu
I am an average person with good looks and creative mind. I am looking forward for a good looking person with maturity and good sense of humor.  ,48,Brahmin,"Dubai, Dubai",,MNC,6ft 1in,SMM1603540,Hindu
"God fearing person who believe in Karma, straight forward and a person of strong likes and dislikes. We are Sri Vaishnavite brahmins, three brothers and two sisters. Basically from Mysore, Karnataka and past three generations settled in AP. Native of Anakapalli, Visakhapatnam, (AP) and am the eldest. Father had premature death as such had to shoulder responsibilities. I am SAP-mm certified professional having over (20) yrs of domain experience. Worked with Govt. PSEs and MNCs. Presently working as AGM-MM with one of the power transmission group of repute",48,Brahmin,"Pune, Maharashtra, India",,Private Sector,5ft 8in,SMM1735571,Hindu
"Am smart, loving and caring person and believe in God. ",48,Kalwar,"Raiganj, West Bengal, India",Hyderabad University,Public Sector,5ft 7in,SMM1608543,Hindu
I born in India and belongs to Mumbai and basically from Manglore Mulki. Currently residing in Kuwait and working as an Assistant Sales Manager for a USA based home furnishing firm. My friends describe me as: friendly and fun loving person. ,48,Billava,,,Private Sector,5ft 9in,SMM1597613,Hindu
"Am a very simple person with very basic needs on the personal front. Have worked very hard on professional ground to achieve what I am today. Looking for someone who is understanding, supportive with a charming & lovely personality. ",48,Rajput,"Jaipur, Rajasthan, India",,Private Sector,5ft 11in,SMM1604204,Hindu
"I am good looking, well settled person, handling my own business. Am looking for a suitable life partner cum soul mate who believes in family values and is loving and caring in nature. ",48,Bhatia Sindhi,"Udaipur, Rajasthan, India",Other General University,Others,5ft 9in,SMM1575024,Hindu
"I am basically soft spoken in nature, peace loving and a fun loving person. ",48,Brahmin,"Kolkata, West Bengal, India",Other General University,Others,5ft 9in,SMM1693026,Hindu
"Software professional. Co-founder of a start-up company. Simple, warm, supportive, flexible, person with strong family values. Enjoy spending time with loved ones, listen music, watch movies, play different sports, hiking, long walks, travel etc. ",48,,"San Jose, California","VJTI, Mumbai",MNC,5ft 7in,SMM1561699,Hindu
"I am self motivated, fun loving, calm and caring person. Expecting the same from the partner. ",48,,"Hyderabad, Andhra Pradesh, India","A.V. College of Arts, Science & Commerce",Private Sector,5ft 8in,SMM1691316,Hindu
I am a self made man with firm believe in Allah and hard work. Very practical and logical. Humorous and spiritual too. ,48,Sunni,"Bellary, Karnataka, India",Karanataka University,Central Government,5ft 8in,SMM1583834,Muslim
"True happiness is the best virtue a person could have. Its time to find what makes me truly  happy and i am looking for someone to share that with. I am a confident man who is also sensitive, compassionate, affectionate. I am a dreamer and also an achiever and i listen to my heart. I am a grounded person and like to surround myself with people who are equally real. I am looking for someone who is kind, secure and confident in herself. I am a nurture of heart and i want some in life who will reciprocate. If you are a good nature girl with a big natural smile, who is sincere, affectionate, romantic, tolerant. I love to be outdoors during summer and love to curl up near fireplace with a music and a glass of wine. I enjoy going to gym to keep myself fit and get a free supply of serotonin. There is nothing sexier to me than a girl who is humble, polite and a nurturer. I would love to have lots of hugs and warm smiles. My perfect match would be someone that shares the same values as me. They should be kind, honest, sincere in relationship, thoughtful, and share some of my interest or share theirs with me. ",48,Sikh - Arora,"Wilton, Connecticut",Other General University,Private Sector,5ft 8in,SMM1694612,Sikh
I am simply simple.truthful to partner and wishes the same from my partner.wish to hv a decent married life.lets get to know each other.no obligation.,48,Mudaliyar,"Kuala Lumpur, Kuala Lumpur",,Central Government,5ft 7in,SMM1680983,Hindu
"I would describe myself as someone who lives life joyfully and no drama. I am lovely, loyal, confident, gentle, honest, loving, inquisitive and reliable person with excellent taste. Movies, fashion trend, travel and musical plays, golf is my favorites sport. I enjoy my work and everyday is another new day for me. Life taught me to be considerate, interested in and caring for friends and family. ",48,Catholic,"Henley, Oxfordshire",,Private Sector,5ft 6in,SMM1723635,Christian
"I'm 47y, 5'8"", almost fair, good looking, in good & secured service (W B Govt; HOME/POLICE DEPTT) where I'm a gazetted officer. Earn Rs.6 lac p.a. I'm sober, smart, straight forward, bold, energetic and out spoken. I dislike diplomacy, pretension, double faced persons. ",48,Kayastha,"Howrah, West Bengal, India",,State Government,5ft 8in,SMM1550449,Hindu
"Hi, I am self employed person and running my own Authorized automobile workshop from last 23yrs.",48,Brahmin,"Bhandara, Maharashtra, India",Anna University,Others,5ft 11in,SMM1720831,Hindu
"I am a open minded person.I like the honesty
and humanity.my hobbies book reading and writing.I like the Indian music and movies.
 i dislike the cheating and fraud.I think the love is a very important thing for living.  ",48,Kurmi Kshatriya,"Bareilly, Uttar Pradesh, India",Other General University,Central Government,5ft 6in,SMM1675015,Hindu
"Am AME with the reputed limited Co., and drawing salary of Rs. 50 to 60 thousand/month. Have 3 children, one daughter married in US and two children are with me and own a house in Bangalore. Presently, am in Kolkata. ",48,Baniya,"Bangalore, Karnataka, India",,Private Sector,5ft 4in,SMM1549022,Hindu
I am awaiting divorce. I am a Sri Aurobindo devotee. I practise commercial leasing for corporates. I am humble and down to earth. My mother is telugu. Native of chennai. I have a sister staying in chennai and my mother staying in Kanchipuram,48,Naidu,"Bangalore, Karnataka, India",Anna University,Others,5ft 9in,SMM1539026,Hindu
"I am very simple, humble, sincere and honest person. Staying with mother and have three younger sisters, all are married and well settled. ",48,Brahmin - Iyer,"Palakkad, Kerala, India","Calicut University, Kerala",Others,5ft 3in,SMM1671641,Hindu
"I am slightly heavy body, food lover especially non veg and apart from that am a music lover of old songs, like watching sports & movies in T.V only.I would like to write frankly that at present I am working in central government undertaking organization as a class IV employee but doing a technical job and expecting the promotion very shortly with a confident this is matter. ",48,Mudaliyar,"Hyderabad, Andhra Pradesh, India","Dr. B.R. Ambedkar University, Agra",Central Government,5ft 10in,SMM1545876,Hindu
"Simple living in true sense, straight forward, frank and likes travel, music and friends. ",48,Kayastha,"Mumbai, Maharashtra, India","Xavier Institute of Management (XIM), Bhubaneshwar",Public Sector,5ft 8in,SMM1660741,Hindu
Am in UP govt service and currently posted in Lucknow. ,48,Rajput,"Lucknow, Uttar Pradesh, India",,State Government,5ft 8in,SMM1536869,Hindu
I am a Keralite now a resident of the State of Qatar. I  am married but due to certain personal and private reasons I wish to have a sincere Muslim partner who are in good faith and a true believer of God. Photo will not be displayed here to maintain privacy but shall be sent to those who are interested directly. Country no bar.  ,48,Sunni,,Hyderabad University,Private Sector,5ft 5in,SMM1708880,Muslim
Belongs from an upper middle class family. My father and mother were retd teachers and my father is no more. I have an elder brother who is in abroad and a sister. Am running an educational institution. ,48,Ezhava,"Thrissur, Kerala, India","Calicut University, Kerala",Others,5ft 6in,SMM1516782,Hindu
I have completed my Associate degree in Health Care and physiotherapy from IGNOU during my job. ,48,,"Surat, Gujarat, India",Indira Gandhi National Open University (IGNOU),Central Government,5ft 8in,SMF1668245,Hindu
"Simple, humble, loving nature and honest person and looking for simple and loving nature partner. ",48,Others,,,Private Sector,5ft,SMM1515371,Muslim
"Goan, simple guy, straight forward, loving, caring,likes simple lifestyle, loves to travel around the world, likes photography i appreciate honesty and simplicity. Am independent and respects opinions of others.  ",48,Catholic,,Mumbai University,Private Sector,5ft 6in,SMM1569595,Christian
"My name is Gerrard, I am a french, I live in Plymouth, Devon,UK since 1999. I work with Pipex Group, UK as a marine engineer. I am divorced, i have a son (7years) living with me. I am a humble and honest, i work hard to make people around me happy.",48,,"Newton Abbot, Devon",,Private Sector,6ft,SMM1539656,Others
"I am a moderate speaking graduate in physics.I have a university pg diploma in engineering and a certificate in computer programming. Besides I have a certificate in my mathematical findings and submitted to a research journal. I have presented a project report on ""Net work of solar energy conversion' in 20th National children's science congress as a guide scientist. Presently, I am working as a high school teacher in physics. I belongs to a noble orthodox family. I am aged 47 years but look like only 35 years. I am unmarried. I can speak English and Malayalam.",48,Orthodox,"Rest of Andhra Pradesh, Andhra Pradesh, India","Mahatma Gandhi University, Kerala",Private Sector,5ft 7in,SMM1489670,Christian
"I am particularly interested in reading and analyzing statistics, econometrics and mathematics books. I am a responsible, self confident and fun loving person who has a good set of values.",48,Others,,Others,Public Sector,5ft 8in,SMM1696496,Muslim
"I am Simple and Single Person. Looking for a Slim, Smart and Educated Life Partner. My Father and Mother passed away and i live IN JHANSI alone.I have No Brother and Sister. I Am a Social Worker and OSHO Floower He Known is SHREE BHAGWAN RAJNEESH OUR Commune PUNE (Maharashtra)or also an Education Consultants for Higher Education India and Abroad. 

",48,Rajput,"Jhansi, Uttar Pradesh, India",Other General University,State Government,5ft 9in,SMM1479981,Hindu
"Hi, I am a simple and down to earth person who find interest in learning new things. Likes music, watching tv and socializing. ",48,Brahmin,"Bangalore, Karnataka, India",Other Diploma Institute,Private Sector,5ft 3in,SMM1608771,Hindu
i am from middle class family. i am a down to earth man who believes in trust and hard work.i would like to live a simple life.i do my post graduation from mithila univ.presently i am a lecturer in an intercollege.,48,Kushwaha (Koiri),"Begusarai, Bihar, India",Patna University,State Government,5ft 6in,SMM1445816,Hindu
"I am looking for grace, elegance and an abundance of common sense. Someone compatible. An equal . All the usual prerequisites that both parties seek in a partner, apply in this case. A sense of the absurd wouldn't go astray and would be extremely handy. Looks are important and so is personality but what ultimately appeals is how high the person holds the values of integrity, honesty and kindness. ",48,Brahmin,"Melbourne, Victoria",,Private Sector,5ft 11in,SMM1634211,Hindu
"I am an average looking, hard working man, like surfing, playing guitar, etc. ",48,Catholic,"Arabi, Louisiana",,Private Sector,5ft 10in,SMM1588316,Christian
"I am an indian seasonal marketing professional having 20 years of field and admin experience and worked as profit centre head. worked in India, Singapore and Nigeria. looking for good life partner and wants to settle anywhere in the world. me go getter and teetotaler. national athletic player. loves travelling and nature lover. ",48,Viswabrahmin,"Hyderabad, Andhra Pradesh, India",Other Business Institute,Private Sector,5ft 10in,SMM1461354,Hindu
"me engineer, aged 45 years from trivandrum, me looking for simple, loving, caring woman.
",48,Brahmin - Saraswat,"Thiruvananthapuram , Kerala, India",Other Engineering Institute,State Government,6ft,SMM1400637,Hindu
"My dear , i'd like to introduce myself. My name is Godwin Jude Hewett. I stay at Bandra (West), Mumbai 50. I am working as an Administrative Officer in a Multinational Pharmaceutical Company. I was happily married till i lost my wife . I have a handsome son aged 12 years old and does me proud by doing well in studies. I hope my age does not be a criteria for you as I am 46 years old. I am on the lookout for a decent, loving and caring girl. If i meet your expectations please do not hesitate to call me ",48,Catholic,"Mumbai, Maharashtra, India",ISB Hyderabad,MNC,6ft 1in,SMM1400965,Christian
"I am a self employed person, having Factory in Noida of Hardware components manufacturer & power coating. I am Under Graduate, earning up to 3 to 4 lakhs per annum, Having ancestral property in Darya Ganj. I am simple person with clean habits. 
",48,Gupta,"Delhi, Delhi, India",,Private Sector,5ft 5in,x1525238,Hindu
"I NEED A LIFE PARTNER WHO IS AFFECTIONATE, RELIGIOUS AND FULL OF SPIRIT. SHE SHOULD BE BETWEEN THE AGE OF 35 TO 50 YEARS WIDOW, DIVORCEE OR ANY. ",48,Sunni,"Bangalore, Karnataka, India",Karanataka University,Private Sector,5ft 7in,SMM1588520,Muslim
"Being single for a while now has been a learning experience and a process, but I am now very confident in knowing who I am, what I like, what kind of person I want in my life and that I simply can?t settle. Last step in this journey is to figure out where to find the woman that fits into this wonderful life of mine.",48,Catholic,"West Palm Beach, Florida",,Central Government,5ft 11in,SMM1519001,Christian
"I AM MODERATE, RELIGIOUS MIND PERSON. I HAVE NO CHILDREN, WORKING IN A MNC AS MANAGER. INTEREST IN MUSIC, SPORTS, BOOKS, WATCHING OLD TAMIL MOVIES. HELPING BY NATURE. WANT TO LIVE IN DECENT ENVIRONMENT.",48,Brahmin - Iyer,"Chennai, Tamil Nadu, India","Madurai Kamaraj University, Tamil Nadu",MNC,5ft 4in,SMM1403285,Hindu
"Finally waiting for a good life partner, she must be sociable with good communication skills to handle all kinds of situations.",48,,"Unnao, Uttar Pradesh, India",Mangalore University,Private Sector,5ft 4in,SMM1590453,Hindu
"A typical Capricorn.Belong to A Traditional  Educated Maratha Family. For Every Handsome Man There is A Beautiful women  made for him of his choice and liking vice verse.
Firmly Believe Marriage are made on Earth.",48,Maratha,"Mumbai, Maharashtra, India","Other College, Mumbai University",Private Sector,5ft 11in,SMM1444495,Hindu
"Am a secure and successful professional and look for happiness. Enjoys outdoor activities, laughter, and story telling. ",48,Catholic,,Massachusetts Institute of Technology (MIT),Public Sector,5ft 10in,SMM1604186,Christian
"Moderate & understanding. Hate hypocrites, very career conscious, down to earth, believe in knowledge, oriented about others feelings, sensitive towards others, does not like status conscious people. ",48,Sia,"Raigad, Maharashtra, India",Other Business Institute,Others,5ft 7in,SMM1389973,Muslim
Educated outside Kerala. God fearing broad minded and simple nature. Comes from a upper middle class Nair family of Palakkad District.  Settled in own flat in Mumbai.  Very much fond of music and film making.,48,Nair,"Mumbai, Maharashtra, India",,,5ft 4in,mumm1384017,Hindu
"I stayed in Singapore for 16 Years (1991-2007) & worked in shipping line as Shipping Manager. During my shipping career, I have extensively traveled worldwide. I am now settled in India (Nasik) & engaged as shipping consultant to foreign companies. Expected Bride: Beautiful, Fair, Slim, Educated. Loving & Caring. Clean Horoscope. No Manglik. Age from 25 up to 38 years. Never Married.",48,Vaishnav Vania,"Nasik, Maharashtra, India",,,6ft,nasm1372815,Hindu
"Im working for the Railways.Staying with my parents,father is retd Central Govt service,was holding a respectable position.Mother is homemaker.I have one elder sister married &well settled in chennai.Im asimple,Godfearing,down to earth person with great respect for my parents who are something out of this world-very understanding &loving.Im interested in old hindi songs, carnatic music,sports like cricket,tennis, formula racing.both car&motorbike.Love to travel places usually hillstations  &being one with nature in serene surroundings.Have few good friends and few desires.Religious but liberal in outlook.Belong to upper middle class. Expect my partner to be loving.caring for elders,understanding&cooperative with simple habits. Am a teetotlar &expect my partner to be a strict vegetarian & a Brahmin.
 ",48,Brahmin,"Bangalore, Karnataka, India","Other College, Bangalore University",Central Government,5ft 8in,banm1384537,Hindu
"Currently, am working in Alibaug (Mumbai) as a Manager - security and admin. I am pensioner from the Indian Navy and retire in Feb 1999.",48,Brahmin,"Ludhiana, Punjab, India",Other General University,Private Sector,5ft 6in,SMM1463084,Hindu
"I am an eye doctor from Bangalore. I practice at my own clinic and day centre. Eventhough I am from a traditional family, I am quite rational. I I like to listen to all kinds of music, travel and read. Looking for a professional who would gel well with mine. Someone who is positive, caring, mature, yet young at heart.",48,Brahmin - Smartha,"Bangalore, Karnataka, India",,Others,5ft 9in,banm1376092,Hindu
"I am a loving and caring person with good sense of humor, and am looking for serious relationship that i will last forever with love caring and happiness, i want a partner to be honest loving and caring, i am looking for my soul mate and my best friend. I am here to look for the real woman who can bring out the best in me. A woman that will share the solid foundation of relationship with me, which is, trust, love, relationship, companion, compromise, understanding, friendship, sincere of, who has the spirit of given. A woman that know what is in my mind when she looks at my face. One that will share my sorrows and happiness with me and one that will be there for me in terms of good and problems. Someone who is kind. ",48,Others,"San Francisco, California","Faculty of Engineering & Technology, Jadavpur University, Kolkata",Private Sector,5ft 10in,SMM1604632,Christian
