aboutText,age,caste,city,college,employedIn,height,profileID,religion
"I am decent, loyal n organized person. Working as a Tattoo Artist.",32,Jatav,"Delhi, Delhi, India",,Others,5ft 5in,SMM1759433,Hindu
"I AM SANKAR, WORKING IN PRIVATE FIRM AS A SUPERVISOR.",32,Vannia Kula Kshatriyar,"Tanjore, Tamil Nadu, India",,Private Sector,5ft 4in,SMM1759526,Hindu
"I am fun, open, confident, passionate and ambitious. My approach is very practical and logical and I like to take things as they come. ",32,Vannia Kula Kshatriyar,"Chennai, Tamil Nadu, India",,Private Sector,5ft 6in,SMM1759573,Hindu
"I have also done PG Diploma Course in Oral implantology from Maulana Azad Dental Sciences, New Delhi. ",32,Kayastha,"Patna, Bihar, India",,Private Sector,5ft 10in,SMM1760549,Hindu
"Loving, caring, honest and aspiring person. ",32,Sikh - Rajput,"Ludhiana, Punjab, India",,Private Sector,5ft 11in,SMM1759044,Sikh
"Strong, well disciplined, confident, good personality, bold, trust worthy, caring, strong believer in god and self. Likes: to teach students action games & studies, dancing, exercising, playing sports, staying with family, watching action & comedy movies, listening music, to play with small children. Dislikes: Bad habits, stubborn personality, smokers & drinkers, people who don't respect elders and play with their feelings. Expectations: similar personality or better than me.",32,Leva patil,"Mumbai, Maharashtra, India",,Private Sector,6ft,SMM1759373,Hindu
"Hello, Myself Vinit Jogi. I have completed B.E.Electronics from Terna Engineering College, Mumbai University, From childhood, I was having respect and attraction towards technical stuff till date I have it and finally that helped/pushed me to earn degree in Engineering. Currently working as an IT/Telecom Professional with Alcatel-Lucent India Limited as Manager, Alcatel-Lucent is one of the top-notch company in Telecommunication field and into manufacturing of Telecom equipments.I am into post-sale-technical support, in short validation of the equipments, providing solutions/designing networks for the Telecom operators and Internet service providers. I am  funny and straight forward--like to talk upfront &,  and fun to be with me, make sure that you don't pull wrong string at wrong time. I believe in Simple living- high thinking. I am spiritual, nature lover, love pets (don't have any), to go on long drives and traveling. Looking for girl who does not drive herself with people opinion, straight forward, down to earth and soft-corner towards pets would be plus point. We can discuss more if we meet in person. My package is 9.4L/annum. ",32,Vaishnav,"Mumbai, Maharashtra, India",,MNC,5ft 8in,SMM1757567,Hindu
"Through out convent educated punjabi brahmin, bhardwaj gotra, smart and intelligent, career oriented, HR professional, handling his business from his Delhi & Meerut offices. Caring and committed to relationships with a good sense of humor.",32,Brahmin,"Meerut, Uttar Pradesh, India",,Others,5ft 9in,SMM1756980,Hindu
"Am simple and straight forward person. I am looking for a girl who is down to earth, understanding and supportive.",32,Brahmin,"Bangalore, Karnataka, India",Bangalore University,MNC,5ft 9in,SMM1756803,Hindu
"I am humble, God-fearing, loving and understanding.
",32,Vishwakarma,,,Central Government,5ft 8in,SMM1756904,Hindu
