aboutText,age,caste,city,college,employedIn,height,profileID,religion
A firm believer in values and morals in life. A person with positive attitude. ,42,Scheduled Tribe,"Rest of Kerala, Kerala, India",,Central Government,5ft,SMF1743476,Hindu
"My sister is a warm, thoughtful, sophisticated professional. We grew up in a small close knit, upper middle class family, in various cities in North India. Our father worked with a multinational, mother was a home maker. Our father was easy going, a thorough gentleman; the drive to excel and succeed came from our mother. Both our parents unfortunately passed away more than a decade ago, following prolonged illnesses. My sister is a management consultant of some standing. She has quiet strength, excellent taste and a pleasant persona. She is fond of travelling, baking and spending time with close friends. My husband and I are professionally qualified. My sister lives with us. ",42,,"Delhi, Delhi, India",,Private Sector,5ft 5in,SMF1738001,Hindu
"Am simple, straight forward, open minded, independent, active, friendly, talented, fun loving, optimistic, positive thinker and understanding person. ",42,Digambar,"Mangalore, Karnataka, India",Mangalore University,Others,5ft 3in,SMF1692833,Jain
"I am a single mother, born and brought up in Mumbai. For past 12 years I have been staying in Mumbai at my father's place. I am basically a calm person. I need time to open up with new person. I do enjoy the company of my close friend. I have a 16 years old son who has autism  and my time is mainly occupied in training him to become more independent. I like to do embroidery and learn different art and craft activities. I like to watch TV, movies, cooking for friends. Recently developed interest in spiritual aspect of life and astrology. I wish to visit scenic places and hill stations. Though my mother tongue is kannada, I am more fluent and used to Marathi. ",42,Brahmin - Kota,"Navi Mumbai, Maharashtra, India",,Not Working,5ft 5in,SMF1685586,Hindu
"I am Ophthalmologist by profession. Beautiful blend of modern yet traditional values. I have 15 years old son, he is with his father in Delhi. My son visits me in his holidays. I am not interested in having children. I am loving, caring and understanding person. I am looking for loving, caring partner preferably vegetarian. I am fine with if his child or children is living with him. I love children and Respect old parents and joint family should not be a problem. Love traveling. ",42,,"Nasik, Maharashtra, India",FMS New Delhi,Private Sector,5ft 5in,SMF1675384,Hindu
"Simple, honest, committed and educated professional. Looking for an educated and professional person from within USA. ",42,Brahmin - Jangid,"Knoxville, Tennessee",,State Government,5ft 2in,SMF1667933,Hindu
"She is fair, slim, simple and soft spoken girl. She is well versed in household activity. She is B.A. (Eco. Hons.), LL.B. (Delhi University), Has also done Diploma in Computers. Practicing as an Advocate at Delhi. Associated with a Senior Counsel (former Additional Solicitor General). She is looking forward to her career in the Legal Profession. She is looking for someone honest, sincere, educated human being who values relationship. ",42,Agarwal,"Delhi, Delhi, India","Faculty of Law, Delhi University",Others,5ft 2in,SMF1657035,Hindu
"I am born and brought up in Mumbai. Have worked in Oman and UK, came back in 2012. I have 11 yrs old daughter whose custody is with her father.
",42,Rajput,"Mumbai, Maharashtra, India","Grants Medical College (GMC), Mumbai",Private Sector,5ft 3in,SMF1722406,Hindu
"Simple, fun loving with live and let live attitude, outgoing and social.",42,Lingayath,"Kolhapur, Maharashtra, India",,Private Sector,5ft,SMF1711180,Hindu
"The girl belong to a reputed family. All the siblings are married. Is intelligent, understanding, tall, very smart & beautiful and working with a corporate group in New Delhi.",42,Brahmin,"Delhi, Delhi, India",,Private Sector,5ft 6in,SMF1702688,Hindu
"I am a Christian by birth and value Christianity. Am hard working person who take up
challenges that comes in my way.",42,Protestant,"Secunderabad, Andhra Pradesh, India",Kasturba Gandhi College for Women,State Government,5ft 5in,SMF1702277,Christian
"Am Binu, born and brought up in Blr. Father & mother from Kerala. Am living in Blr. with my only son studying in 10 Std. Would like to find a person who would like to take care and is loving as well as understanding towards me and my son.",42,Catholic,"Bangalore, Karnataka, India","Other College, Bangalore University",Not Working,5ft 3in,SMF1693867,Christian
"A lively and a witty person, I am committed towards my home and my family. I have an artistic bent of mind and during my free time I involve myself in painting, designing and making decorative items out of new as well as waste material. I also love to watch TV. I constantly challenge my cooking skill by trying out new dishes.  ",42,Punjabi,"Rest of Delhi, Delhi, India","Faculty of Law, Delhi University",Private Sector,5ft,SMF1675689,Hindu
"I am a simple, honest, independent, determined, understanding and sensitive person. Have own choices but very much adjustable with those whom I like and want to take care and who care for me. ",42,,,,Private Sector,5ft 2in,SMF1647182,Hindu
"Am simple and straightforward person. Looking for a genuine, simple and God fearing partner who upholds human values and respect for people. ",42,Others,"Dubai, Dubai",,MNC,5ft 4in,SMF1620439,Christian
I have 10 years old son who is living with me. I am searching a partner who can accept me with my son. I have two sisters and one brother. Both are happily married. My father got expired and mother is a home maker. ,42,Khatri,"Kapurthala, Punjab, India",Punjab Technical University,Others,5ft 4in,SMF1597702,Hindu
"AM A SIMPLE PERSON. MY FATHER HAS EXPIRED. MY FAMILY CONSIST OF MY MOTHER, YOUNGER SISTER & BROTHER. ELDER SISTER IS MARRIED & IS WELL SETTLED WITH HER FAMILY.",42,Brahmin - Kumoani,"Moradabad, Uttar Pradesh, India",Other General University,Private Sector,5ft,SMF1601140,Hindu
"She is smart, confident, fun loving, caring, understanding, resilient. She is a socially poised, family oriented person who can be a responsible and caring partner.",42,Brahmin,,,Private Sector,5ft 1in,SMM1590061,Hindu
"I am warm, simple, straightforward, thoughtful and a very caring person. I like to keep things simple and just cannot handle double-standards. For last 5 years or so; as a passionate hobby, I have been practicing Spiritual Healing and Regression Therapies. Because of that I keep meeting unique people with unique issues. Helping them to come out of it keeps me being grounded and down-to-earth. It has taught me that; everyday is a day to learn something new. Divorce or separation is also a learning that an old, pending karmic contract getting over. I like traveling and visiting new places, people and cultures. I have already traveled many countries in the Europe, Australia, USA. Come June, I am traveling to San Francisco to participate in the Graduation ceremony at Stanford of a young boy to whom I had mentored since he passed out of from school (10th std, as they say it here in India). After that I will be visiting Austin, TX and Toronto, Canada too. I may be a little particular about hygiene and cleanliness. I like music and old Hindi songs, languages, knowing cultures and do a lot of reading. I like going to places and observe their cultures and ways of living. I prefer to be a student for life and I will like to keep learning new informative things always. On the professional front I had been running business as HR and Admin. Director (CXO) in a small to medium IT Company. With the impending divorce, I have withdrawn/resigned myself unconditionally. Hence, at present my status is 'jobless' or 'Not working'. With a lot of thought I have decided that I want to marry and settle abroad as being a straightforward person, I like to follow rules, law and order; which in India, unfortunately, it is not so popular. ",42,Lingayath,"Pune, Maharashtra, India","Other College, Pune University",Others,5ft 3in,SMF1640130,Hindu
"Am smart, simple, good looking, jovial and friendly person. I am CPA from USA and working in Mumbai. I am adventurous and like to take challenges in life. My hobbies include cooking, traveling, drawing and music. ",42,Swakula Sali,"Navi Mumbai, Maharashtra, India",Other Finance/ Accounting Institute,MNC,5ft,SMF1587634,Hindu
"My sister is a simple, sober & pretty girl. We are looking for a life partner for her who would walk hand in hand through all the ups and downs of life and be a pillar of strength. Someone mature with a sense of humor, pleasant disposition and a well balanced personality would be most welcome.",42,Gupta,"Rest of Delhi, Delhi, India",Delhi University,Not Working,5ft 5in,SMF1605833,Hindu
"My daughter is simple, kindhearted, intelligent girl with high moral values. Looking for a groom who is nice, honest, have moral high values and is well educated. She is an amalgamation of traditional and modern values. She is family oriented and religious. She seeks the same qualities in her would be partner.",42,Brahmin,"Gurgaon, Haryana, India",Pondicherry University,MNC,5ft 5in,SMF1623589,Hindu
"God fearing, loving, caring and understanding with good christian habits from Kanyakumari working as a Lecturer in a Christian College. Looking for a god fearing man who can take care of my sister life long. 
",42,Protestant,"Kanyakumari, Tamil Nadu, India","Annamalai University, Tamil Nadu",Public Sector,5ft 4in,SMF1579263,Christian
"Am from simple middle class family. Am homely, educated person, having high moral values.",42,Kayastha,"Ajmer, Rajasthan, India",Rajasthan University,State Government,5ft 3in,SMF1576927,Hindu
"I am working in a bank. Like playing chess, watching TV, cooking and gardening. ",42,Mali,"Pune, Maharashtra, India",,Private Sector,5ft 3in,SMF1614159,Hindu
"My friend lost her husband suddenly by massive heart attack. She has two sons. Elder is studying 10th this year and the younger is to be admitted in school this year. She stays in a rented house. She is very fair, good looking, slim, soft spoken and compassionate.",42,Brahmin - Iyengar,"Hyderabad, Andhra Pradesh, India",Andhra University,Private Sector,5ft 4in,SMF1628421,Hindu
"I am a down to earth kind of a person, like travelling, reading, gardening, etc. Am passionate about my work and also wants to pursue higher studies. ",42,Catholic,"Delhi, Delhi, India",,Central Government,5ft 5in,SMF1555322,Christian
"I AM VERY CALM, COOL AND DOWN TO EARTH. VERY RELIGIOUS AND LIKE HONEST PEOPLE.
",42,Arora,"Delhi, Delhi, India",,Private Sector,5ft 5in,SMF1687319,Hindu
"BORN IN DELHI, I AM A GOOD NATURE GIRL WHO LOVES TO MAKE ALL HAPPY BY PUTTING IN MY BEST EFFORTS, SUPPORT, AFFECTION AND UNDERSTANDING PEOPLE. LOVES COOKING, EATING, LAUGHING AND ENJOYING ALL THAT LIFE HAS OFFERED ME. I AM A PROFESSIONALLY QUALIFIED, WORKING YET CAN REALLY SAY AN EXCELLENT HOME MAKER. A TEMPERAMENTAL & SELF OBSESSED PERSON MAKES ME UNCOMFORTABLE. I ALWAYS HAVE A POSITIVE OUTLOOK & BELIEVE IN GOD.",42,Sikh - Ahluwalia,"Rest of Delhi, Delhi, India",Indira Gandhi National Open University (IGNOU),Private Sector,5ft 3in,SMF1661307,Sikh
"i am physically challenged person.i have scholosis,curve in backbone,so less stamina,cannot walk more than 15-20 min.
i like to listen to music,reading.my father retired as joint director from ncct& my mother retired as teacher",42,Khatri,"Delhi, Delhi, India",Other General University,Not Working,4ft 11in,SMF1535346,Hindu
"I'm an easy going, honest, considerate, independent and a caring person with a good mix of eastern and western values. My interests lies in travelling, cooking, reading books and watching movies. I am looking for a gentleman who is warm, understanding, romantic and has a witty sense of humour, but at the same time also have a sense of control and direction in life. ",42,Rajput,"Bournemouth, Dorset",,Private Sector,5ft,SMF1589132,Hindu
I am a simple and down to earth person who is well versed at manual and communication skills. Our family consists of my parents and a younger sister who is married with two kids.,42,Jat,"Gurgaon, Haryana, India",,Private Sector,5ft 4in,SMF1528168,Hindu
"I m Octroi Inspector in BMC. I have one daughter aged 19 yrs living with me. I want to marry with well settled, well behaved, broad minded, handsome person. I m living in thane. I have a very good personality.  ",42,Brahmin,"Thane, Maharashtra, India","Other College, Pune University",State Government,5ft 6in,SMF1502914,Hindu
"I am a fun loving person. Born and bought up in South Mumbai. Love to travel. My family beliefs in matching horoscopes. I am looking for a person who is understanding, educated person preferably from Mumbai who has a zest for life.",42,Rajput,"Mumbai, Maharashtra, India",,Private Sector,5ft 4in,SMF1538959,Hindu
"I am smart, forthright and an independent person. I am not friendly at first go, but I take time to assess people before I get friendly. My interests are watching movies, listening to music, and reading books, usually fiction as well as non-fiction & traveling. I like to visit new places, within India as well as abroad. Coming to my professional life, I've done my MBA & I am currently working in a bank in product management role. I find my job enriching and interesting. I look forward to a happy and a successful relationship based on humor, affection, sharing the same wavelength on some subjects, differing on some subjects, able to hold conversations comfortably on varied subjects, also enjoy companionship in silence, adventure, attachment, spontaneity, intimacy, a partnership where people find each other interesting, attractive and fascinating at the same time. Looking out for someone who can be a life partner and also who can be a friend.",42,Brahmin,"Chennai, Tamil Nadu, India",,Private Sector,4ft 10in,SMF1487399,Hindu
"I like cooking, traveling, adjustable, smart hard working, outgoing, love for nature & fond of flora & fountains, willing to take up new challenges, trekking, gardening, decoration, driving and exploring new places.",42,Brahmin - Saryuparin,"Mumbai, Maharashtra, India","Other College, Mumbai University",Private Sector,5ft 3in,SMF1488900,Hindu
"People are always shocked when I say I've been in the USA since I was 6 months old because I can speak Gujarati fluently and I am traditional when it comes to family values and loyalty.

I am fun and very relaxed and easy going.  Even though I am very very successful in my career, I am humble.  By just talking with me, you would not think I have accomplished all that I have so far.

Growing up was very difficult for me and my family.  We struggled for money and I have watched my parents work really hard to maintain our home.  With those experiences, I have a hard work ethic and a strong belief in family. I learned to find joy and entertainment in the simplicity of life and friends and family.

I'm pretty lighthearted.  I laugh and smile a lot; I know who I am as a person.  I know my strengths, what I am capable of doing and I also know I have weaknesses.

For fun, I love to spend summers at the beach.  I enjoy parasailing, riding a bike on the boardwalk and cooking.

I love movies, especially romantic comedies.  In many ways, I am a dreamer and a romantic.  I'm hoping to find a strong man, someone who will hold my hand and be my rock and someone who is ambitious. I want someone who enjoys going out on weekends but doesnt mind staying home either.  I'm looking for a serious relationship, one that will lead to marriage.

I know that being on these sites is difficult and sometimes frustrating.  I'm just hoping to find the one that makes it all worth the effort.

Niti",42,Brahmin,"Hoboken, New Jersey",,Private Sector,5ft 4in,SMF1454874,Hindu
"Born in Kenya but settled in UK. Professionally, i am a Certified Accountant, Gujarati, from a well known socially family. Never Married. Sociable, family oriented and friendly. Mix of eastern and western values and a vegetarian.",42,Lohana,"City of London, Greater London / Middlesex",,Private Sector,5ft 7in,SMF1459678,Hindu
I AM A SIMPLE LADY WHO SEEK FOR A PARTNER HAVING LOVING AND CARING NATURE.,42,Sunni,"Shimla, Himachal Pradesh, India",Punjab University,Private Sector,5ft 6in,SMF1561026,Muslim
"We are a simple middle class Brahmin family and we want a well settled Brahmin Match for our daughter Meenakshi pref. a Govt. Officer. Pref. age should be 40-45 years, Veg., Non-Smoker, Non-Drinker and Simple Lifestyle.",42,Brahmin,"Indore, Madhya Pradesh, India",Other General University,Private Sector,5ft,SMF1488837,Hindu
"
homely,like to go out on the weekends,sober,
enjoy movies and eating out.we are well spoken in english.I am fond of cleanliness.I am into export of handicrafts and have rental income.I am fond of travelling.",42,Brahmin - Pandit,"Delhi, Delhi, India",Other General University,Others,5ft 5in,SMF1570910,Hindu
"We are looking for a well educated settled match within USA. She is a green card holder. Parents are US citizens. She is youngest in the family of 3 siblings. Elder children are professionally qualifed and serving in state/ central jobs, married and with kids. Genuine boys contact us with details",42,Brahmin - Saraswat,"Reno, Nevada",Punjab University,Private Sector,5ft 3in,SMF1391446,Hindu
"Simple, modest, poor lady. Looking for a quiet moment from life. Maybe is too early, maybe is too late. But I have a chance: to try. I know to kook, to clean and take care of family.",42,Orthodox,,,Private Sector,5ft 1in,SMF1465788,Christian
I am a homely lady. Loving and affectionate. I work as a teacher and take care of my son and myself. I have been deceived in the previous marriage. I want a life partner who can understand and live like a friend more than a husband. ,42,Kashyap,"Shimla, Himachal Pradesh, India",Other General University,Private Sector,5ft 4in,SMF1518016,Hindu
"I am working as a FAMILY COUNSELOR in a NGO. I belongs from a middle class, traditional and moderate family. I am looking for someone who is loyal, truthful, and willing to be seriously committed in married life. My hobbies are reading, cooking, travel and listening to music.

",42,Scheduled Caste,"Delhi, Delhi, India",Agra University,Private Sector,4ft 11in,SMF1471985,Hindu
"Hi,

I am looking for serious alliances, who will be ready to accept me and my child. Only those who are seriously looking for a life partner please contact. I am fun loving caring loving and understanding.",42,Catholic,"Mumbai, Maharashtra, India","Other College, Mumbai University",Not Working,5ft 5in,SMF1447274,Christian
"She is down to earth, good looking, family oriented and fun loving girl. Love watching movies, listening to music and reading. Looking for a well established person, who knows how to enjoy life. ",42,Bishnoi/Vishnoi,"Ghaziabad, Uttar Pradesh, India",,MNC,5ft 3in,SMF1574267,Hindu
"Subtle, sensitive, gentle and romantic have been my nature. With patience nurturing my life I have gone through thick and thin of my life. Though an extrovert I need my own sweet time to open up. I am a peace loving person. Influencing does not work with me because I staunchly believe in sincerity and honesty. Love and care are the magical words of my life. Born and brought up in Ahmadabad in a Marwari (Aggrawal) family, we hail from Haryana. Studied in a convent school, I have done my graphic designing which has become my full time profession. Small but established design studio, I have carved alcove in the field of designing and advertising. Second in my family I have my father who works, with an elder brother who also works and has settled in Delhi, with my mother being a house wife, one younger sister happily married in a kachchhi family and youngest sister yet to be married. The most precious of all is my 14 year old daughter whom can never live without. She has been my inspiration, motivation and hope till now for me to lead life. ",42,Agarwal,"Ahmedabad, Gujarat, India","Other Fine/ Applied Arts, Graphic/ Web Designing Institute",Others,5ft 3in,SMF1595130,Hindu
I keep myself trim and love travel and good company. I seek a person who will share pleasure and pain. I will be citizen of US in a year. I am interested in arts in general and in social activities. ,42,Nair,"Reston, Virginia","NMIMS, Mumbai",Others,5ft 4in,SMF1571312,Hindu
