aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Belong to a middle class family, currently living in Delhi & working as Admin Professional in telecommunication Industry. We are family of 2 basically Me and my mom. Believe that for a relationship to work out, respect, care and willingness to understand each other are extremely important.",25,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 3in,SMF1760783,Hindu
"Simple, loving, caring very emotional n sensitive by nature, respect feelings and emotions and expects the same. Currently working as a Quality Associate at AMAZON.",25,Kurmi Kshatriya,"Bangalore, Karnataka, India",,MNC,5ft 4in,SMF1760790,Hindu
My daughter is completed BDS and working for MNC company as research associate,25,Lingayath,"Bangalore, Karnataka, India",,MNC,5ft,SMF1758297,Hindu
"Hello I am Post Graduate in Hospital Management currently working as a Quality Auditor with the United Health Group, Hyderabad and I am basically from Bilaspur, Chhattisgarh. Looking for a life partner who would be my life's best friend and who would be the partner in every phase of my life.
",25,Brahmin,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 5in,SMF1757484,Hindu
I am honest. I believe in soft skills. I have three sisters and one brother. ,25,Maratha,"Nanded, Maharashtra, India",,Not Working,5ft 6in,SMF1754497,Hindu
"Fair, slim and god fearing nuclear family and upper middle class person.
",25,,"Kannur, Kerala, India",,Not Working,5ft 7in,SMF1755236,Hindu
I believe in taking my family ahead and love to be with family always. I am very jolly girl. ,25,Brahmin - Garhwali,"Delhi, Delhi, India",,Not Working,5ft 2in,SMF1753750,Hindu
I am very simple family and career oriented girl.,25,Kokanastha Maratha,"Mumbai, Maharashtra, India",Mumbai University,Private Sector,5ft 4in,SMF1752916,Hindu
"Funloving, caring, down to earth person who respect and love relations.",25,Brahmin - Pandit,"Faridabad, Haryana, India",,Private Sector,5ft 6in,SMF1752016,Hindu
"Smart, hard working, ambitious person. Loves travelling, dancing and reading.",25,Brahmin - Saraswat,"Al Ain, Abu Dhabi",,MNC,5ft 5in,SMF1752505,Hindu
Am from traditional family.,25,Arya Vysya,"Rest of Andhra Pradesh, Andhra Pradesh, India",,Not Working,5ft 4in,SMF1752399,Hindu
I am a simple person with ambition and looking for the same.,25,Kayastha,"Bangalore, Karnataka, India",,Others,5ft 4in,SMF1752003,Hindu
"My younger daughter, Ppradeepti, completed her MBA Finance and later joined in CS and now she is in Company Secretary final yr. Previously,she worked in the corporate company in Hyd, due to her CS final exams she resigned the job.",25,Padmasali,"Vijayawada, Andhra Pradesh, India",,Not Working,5ft 5in,SMF1752172,Hindu
"Believer and lover of Jesus Christ. Fun loving, caring, with strong ethics and values, passionate about Architecture. Homely girl who loves her family yet a creative and dedicated professional. Good listener and comforter. Loves music, sketching, travelling, always ready to learn something new: like different cuisine, culture, languages etc.",25,Others,"Bhubaneshwar, Orissa, India",,Private Sector,5ft 7in,SMF1752125,Christian
"A simple person by nature, seeking for a like minded person with whom i can spend rest of my life with ease.",25,Sikh - Arora,"Bhilai, Chhattisgarh, India",,Not Working,5ft 9in,SMF1752246,Sikh
"I am born & brought up in Pune, currently working for an MNC and searching job in IT sector as well. My father is HR Admin Officer at a private firm.   ",25,Others,"Pune, Maharashtra, India",Pune University,MNC,5ft 3in,SMF1752722,Christian
She is very open-minded and caring by nature. Now she is doing MHRM.,25,Pillai,"Tiruchirapali, Tamil Nadu, India",,Private Sector,5ft 6in,SMF1753190,Hindu
"Hello, I am from East Delhi, I have done MBA (Finance) & B.Com From DU, I am currently working with The ICSI as a Cashier (Contractual Basis). I am simple, honest and sometime straight forward according to situation as well as good motivator. very committed to my family and friends, work out daily to keep myself physically and mentally fit. I am looking for simple, intelligent, caring, mature person. ",25,Shewetamber,"Delhi, Delhi, India",,Others,5ft 3in,SMF1750426,Jain
"My Daughter, Darshika has completed her masters degree in International Business from United Kingdom and we are looking for a nice, fun loving and adventurous boy who is well settled abroad from a good hind family. Darshika is cheerful and outgoing girl and manages to adjust in all situations.",25,Khatri,"Delhi, Delhi, India",Other Business Institute,Private Sector,5ft 3in,SMF1750247,Hindu
Am putting this profile on behalf of my sister. She is manglik. Currently working with TCS.,25,Kayastha,"Mumbai, Maharashtra, India",,Private Sector,5ft,SMF1749965,Hindu
"I am Amruta I am someone who can be friend & more. Very open minded, understanding and workaholic. I`m a down-to-earth, fun to be around, and easy to get along with kind of person. I have a good attitude and am good-spirited. I am looking for a man who would make me feel very special.",25,Vishwakarma,"Gulbarga, Karnataka, India",,Private Sector,5ft 3in,SMF1749229,Hindu
"We are seeking suitable alliance for my sister. She is milky white complexion, slim and beautiful. She is bold, caring & down to earth. She is modern but respects family values. She is Manglik, so, we are searching Manglik Boy for her.
",25,Kayastha,"Muzaffarpur, Bihar, India",,Not Working,5ft 3in,SMF1749840,Hindu
Easy going wid good sense of humour and contented.Completed BHMS from govt college Delhi and also pursuing MA in clinical psychology. Mother and father runs a Pathology lab and elder bro is Software engineer pursuing MBA frm Jamshedpur.,25,Arora,"Delhi, Delhi, India",,Private Sector,5ft 2in,SMF1750027,Hindu
SHE IS VERY SIMPLE AND WANT TO DO A JOB IN FUTURE.,25,Kayastha,"Bijnor, Uttar Pradesh, India",,Not Working,5ft,SMF1746763,Hindu
"I am a simple, loving, caring, decent, understanding & adaptable with a positive attitude towards life. ",25,Kayastha,"Bhubaneshwar, Orissa, India",,Not Working,5ft 2in,SMF1746941,Hindu
"My daughter is sweet nature, soft spoken, easy going, broad minded and friendly person. She enjoys traveling, reading novels and listening to music. she is a career oriented girl, working in the reputed IT company. ",25,Arya Vysya,"Mumbai, Maharashtra, India","VJTI, Mumbai",MNC,5ft 4in,SMF1746568,Hindu
"Hi, I am very fun loving person, love travelling and explore new things. ",25,Brahmin,"Ghaziabad, Uttar Pradesh, India",Other General University,Not Working,5ft 3in,SMF1747221,Hindu
I'm a friendly girl who can adjust very well and am simple in nature.,25,Vannia Kula Kshatriyar,"Chennai, Tamil Nadu, India",,Not Working,5ft,SMF1747581,Hindu
"Me jovial, friendly & trustworthy. Looking for a partner who should be smart, educated and beautiful. ",25,Ezhava,"Kollam, Kerala, India",,Not Working,5ft 1in,SMF1748336,Hindu
My daughter is a CA and working in Bangalore. We are looking for a well educated and well settled groom.,25,Agarwal,"Bangalore, Karnataka, India",,MNC,5ft 7in,SMF1751577,Hindu
"My daughter just has completed her PGDM from Delhi NCR and currently working over there only. She is very kind by heart and very soft and sophisticated by nature, very creative too. Apart from her study she learnt music, Bharatnatyam Dance and painting too. ",25,Brahmin,"Midnapore, West Bengal, India",,Private Sector,5ft,SMF1745916,Hindu
"WriteWell mannered,simple, cheerful girl, belongs from a well educated n open minded family. Preparing for government sector job. Looking for a well educated n settled groom.",25,Varshney,"Lucknow, Uttar Pradesh, India",,Not Working,5ft 4in,SMF1746994,Hindu
"Hi, i have done MBA. Right now not working, but looking out for a job.",25,Lingayath,"Bangalore, Karnataka, India","Visveswaraiah Technological University, Karnataka",Not Working,5ft 4in,SMF1744411,Hindu
Simple n attractive.... fun loving n god fearing....,25,Protestant,"Vishakhapatnam, Andhra Pradesh, India",Andhra University,Not Working,5ft 4in,SMF1745386,Christian
"I belong to middle class family, down to earth, loving nature.",25,Digambar,"Delhi, Delhi, India",,Not Working,5ft,SMF1745214,Jain
"I am a simple yet modern girl. I am kind, sporty, compassionate and passionately curious.",25,Shewetamber,"Mumbai, Maharashtra, India",,Private Sector,5ft 4in,SMF1746413,Jain
I am a simple person from higher middle class family. I prefer a partner mostly from computer field or medical or any mechanical sector. I like cooking and trekking is my hobby. ,25,Maratha,"Pune, Maharashtra, India",,Private Sector,5ft 2in,SMF1747746,Hindu
I am a God fearing person. I belong to a family of 4 members. My Dad is a lecturer and Mom a home maker. My Brother is studying.,25,Others,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,SMF1744074,Christian
"Pooja is confident and determined. After working for almost 2 yrs in HR field, Pooja is currently pursuing her higher studies of French Language and willing to make her career in the same. She is loving & caring and carries high family values. We are looking for co-operative and understanding groom for her. ",25,Digambar,"Pune, Maharashtra, India",,Others,5ft 4in,SMF1744037,Jain
I belong to an upper middle class family. Working as an Asst Manager in Union Bank of India. Having believe in family values along with career growth. ,25,Brahmin,"Thane, Maharashtra, India",,Public Sector,5ft 5in,SMF1743072,Hindu
"We are seeking a suitable alliance for our daughter. We reside in Mumbai. She is a HR professional, employed in a reputed Travel Company in Mumbai. She is a fun loving, friendly, confident and caring person. We are looking for a suitable groom from the same caste.",25,Billava,"Mumbai, Maharashtra, India",,Private Sector,5ft 3in,SMF1743007,Hindu
"I am educated and happy-go-lucky girl. Looking for a well educated, family oriented, understanding and caring guy.
",25,Brahmin,"Mumbai, Maharashtra, India",,Private Sector,4ft 11in,SMF1742761,Hindu
"Born and brought up in Palampur (H.P). Straight forward, understanding and simple girl with moral values n blending of modern and traditional values.
",25,Chaudary,"Chandigarh, Chandigarh, India",Punjab Technical University,Private Sector,5ft 7in,SMF1742604,Hindu
"Simple, humble and jolly person. I belong to an affluent family. My parents are highly educated and hence prefer from a reasonably educated family yet simple and caring. Only MBBS doctors preferred.",25,Ezhava,"Bangalore, Karnataka, India",,Not Working,5ft 5in,SMF1747775,Hindu
"She is a dedicated family orientated person who loves life, children, animals & people in general with many life skills. She is looking for someone who can make her laugh but knows when to be serious, who would make her feel very special. 

",25,Billava,"Udupi, Karnataka, India",,State Government,5ft 6in,SMF1748387,Hindu
"Simple and calm girl, who cares and take responsibility on each and every aspects. ",25,,,,Private Sector,5ft 6in,SMF1740073,Christian
"MY DAUGHTER IS SIMPLE, MODERATE, TRADITIONAL AND RESPECT ELDERS.",25,Lingayath,"Bangalore, Karnataka, India",,MNC,5ft 4in,SMF1740856,Hindu
I am putting up this profile on behalf of my daughter. She is working with a Private Hospital as RMO. She has done her MBBS from Lady Hardinge Medical College. ,25,Agarwal,"Delhi, Delhi, India","Lady Hardinge Medical College (LHMC), Delhi",Private Sector,5ft 6in,SMF1740080,Hindu
"Our daughter is a very humble, dedicated and caring person.",25,Catholic,"Chennai, Tamil Nadu, India",,Private Sector,5ft 3in,SMF1741485,Christian
"My daughter is very loving and caring person, respects to all, sincere and hard working. She is tall and beautiful and hence wants a life partner who has a good personality.",25,Brahmin - Saraswat,"Mumbai, Maharashtra, India",,MNC,5ft 9in,SMF1739624,Hindu
"Tall, beautiful, straight forward, honest, caring, helping and understanding. Respect family values and elders.",25,Yadav,"Delhi, Delhi, India",,Private Sector,5ft 6in,SMF1740281,Hindu
"I'm putting this on behalf of my sis. She is a dental surgeon by qualification and is very simple, smart and beautiful Kayastha girl from a very reputed family from Dhanbad with native origin of Patna and Deoghar.",25,Kayastha,"Dhanbad, Jharkhand, India",,Private Sector,5ft,SMF1738638,Hindu
"Our daughter is simple, fun loving girl with a blend of modern and traditional values. Currently pursuing her MDS in periodontics and oral implantology.",25,Brahmin - Pandit,"Yamuna Nagar, Haryana, India",,Not Working,5ft 1in,SMF1738608,Hindu
"Hi, I am Shilpa Bhosale. Completed B.E in Electronics & Telecommunication. ",25,Mahar,"Nasik, Maharashtra, India",,Not Working,5ft,SMF1738901,Hindu
"My daughter is the kind of a person who believes in leading a simple life with joy and contentment. She is somebody all her friends admire for her sense of humor, her energy and her positive attitude towards all things in life. Her upbringing has ensured that she remains grounded in all situations and treats everyone with respect. She is good at managing her work and her life outside of it- both at home and with friends, in a way that makes sure she gets the maximum out of life. Presently she is working in a multinational company as an engineer. She likes to watch movies and listen to music. We are a family of 5 which include my wife, my son and my two daughters. The son is the eldest and he is a pass out of a top 5 management institute of India. He is currently working for one of the largest business groups in India in a managerial position. The youngest daughter is also an engineer and has just completed her B. Tech. I am a Physics lecturer and my wife is a homemaker. ",25,Dhiman,"Haridwar, Uttaranchal, India",,Private Sector,5ft 6in,SMF1739587,Hindu
"I am looking for a suitable boy for my daughter. She is the only daughter. After completion, she has worked as Asst. Professor in the pvt college at Coimbatore. ",25,Ezhava,"Coimbatore, Tamil Nadu, India",,Private Sector,4ft 10in,SMF1739809,Hindu
"My daughter likes reading and listening to music. We want an open minded, educated and well settled boy in his career for her.",25,Sunni,"Delhi, Delhi, India",,Private Sector,5ft 4in,SMF1737597,Muslim
"My daughter is an intelligent, slim, beautiful, well educated girl with strong family and social values. She has completed MBA in Finance. She currently works with one of the power generation company in Gurgaon. Ours is a well-educated, well settled, upper-middle class family residing in Delhi. I (Father) am a Gazetted officer in Delhi.  Her mother is a national award winner teacher in govt. school in Delhi. Her brother is studying Computer Science as a graduate.",25,Jat,"Delhi, Delhi, India",,Private Sector,5ft 5in,SMF1737170,Hindu
"My sister  is simple person love to listen music, travel, singing and watching movies.",25,Chambhar,"Pune, Maharashtra, India",,MNC,5ft 5in,SMF1737826,Hindu
"Sneha has completed MBA in Finance post graduating with a degree in Mathematics. She was previously working as a Manager in a leading financial company in Mumbai for over 3 years. But she has relocated to Delhi in Sept'13. Her friends describe me as hard working, helpful, caring and the ""go-to"" person. Her hobbies/interests include dancing, watching movies, listening music. Our family is traditional with an outlook that respects individual choices and views.",25,Baniya,"Delhi, Delhi, India","IMT, Ghaziabad",Not Working,5ft 3in,SMF1743786,Hindu
