aboutText,age,caste,city,college,employedIn,height,profileID,religion
Doing final year B.Pharm. From a upper middle class well reputed Nair family. ,20,Nair,"Kochi, Kerala, India",,Not Working,5ft,SMF1735580,Hindu
I am a simple living girl and want to be successful in life. I need a life partner who will understand me and love me a lot. ,20,Khandayat,"Kendrapara, Orissa, India",,Not Working,5ft 2in,SMF1730253,Hindu
My sister is good looking girl. Doing her final year. After completing her studies we decided her wedding. Residing in salem.  ,20,Boyer,"Rest of Tamil Nadu, Tamil Nadu, India",,Not Working,5ft 7in,SMF1741858,Hindu
"Minakshi is my younger sister. She is a fun loving girl, pursuing B.Com from our hometown. She is very caring and down to earth. ",20,Brahmin - Bhumihar,"Dumka, Jharkhand, India",,Not Working,5ft 2in,SMF1724415,Hindu
My Daughter is studying in NIT recommended University at Ajmer.,20,Togata,"Solapur, Maharashtra, India",,Not Working,5ft 4in,SMF1721111,Hindu
"I am a good nature, simple living and good looking girl.",20,Sunni,"Allahabad, Uttar Pradesh, India",Punjab Technical University,Not Working,5ft 4in,SMF1719221,Muslim
"Hi, I am simple, good looking and ambitious girl. I have a close knit family. Father passed away. I am living with my Mother, Grand ma and Maternal Uncle. He runs the Training business and I am part of it. 



 ",20,Gowda,"Bangalore, Karnataka, India",,Others,5ft 9in,SMF1704739,Hindu
I'm broad minded girl and by nature am talkative and friendly. ,20,Brahmin,"Delhi, Delhi, India",,Not Working,5ft 2in,SMF1742124,Hindu
"MY FATHER IS WORKING IN VISAKHAPATNAM STEEL PLANT AS A  DEPUTY MANAGER, MOTHER IS A HOME MAKER, ONLY BROTHER STUDYING IN JNTUK METALLURGY IST YEAR B.TECH, ONLY DAUGHTER, MYSELF FINAL YEAR B.TECH ELECTRONICS & COMMUNICATION BRANCH. ",20,Reddy,"Vishakhapatnam, Andhra Pradesh, India",Other Engineering Institute,Not Working,5ft 4in,SMF1688189,Hindu
She is a very jovial person by nature as is well known for her innocence. ,20,Kayastha,"Kolkata, West Bengal, India",Other General University,Not Working,5ft 1in,SMF1700584,Hindu
"MY DAUGHTER IS CARING, UNDERSTANDING, SOPHISTICATE & ADJUSTABLE PERSON. SHE HAD DONE HER GRADUATION DEGREE FROM DELHI UNIVERSITY AND NPTT (TEACHER TRAINING).",20,Sikh - Khatri,"Delhi, Delhi, India",,Not Working,5ft 4in,SMF1687406,Sikh
"I am a Bengali girl presently pursuing B.Com and working part time. My family comprises Father, Mother and younger brother. We all stay together in Kolkata. ",20,Baishya,"Kolkata, West Bengal, India",,Not Working,5ft 3in,SMF1731543,Hindu
"I am B.Com.(Accounting & Finance) from Mumbai University and studying MBA (Finance) at present. I am the only child of my parents. Our family is the nuclear one and we are from Quilon (Kollam) City, Kerala. ",20,Ezhava,"Navi Mumbai, Maharashtra, India",,Not Working,5ft 3in,SMF1684969,Hindu
Pursuing MPM from Pune University at Pune. Passed B.Com in April 2013. Presently working with an MNC. But due to study very soon planning to leave the job.,20,Sunni,"Pune, Maharashtra, India",Pune University,MNC,5ft 1in,SMF1734018,Muslim
I am the only daughter to my parents. I have a younger brother. I recently lost my mother. I am looking forward for a loving and a caring person who can take good care of me. I have the support of my relatives and I am looking forward to settle down in my life.,20,,"Bangalore, Karnataka, India","Other College, Bangalore University",Private Sector,5ft 3in,SMF1657702,Hindu
I am simple living and very optimist girl.,20,Kayastha,"Varanasi, Uttar Pradesh, India",,Not Working,5ft 7in,SMF1737730,Hindu
"We are seeking for a good, well educated and qualified groom for our only daughter. She is doing final year BBA-CA. Father : Maintenance Manager in a steel manufacturing company in Kuwait. Mother : House-wife",20,Nair,"Coimbatore, Tamil Nadu, India",,Not Working,5ft 6in,SMF1693168,Hindu
"Am simple, lively, loving and caring nature person. Well trained in dancing and fine arts and can manage home n work well. Have a mixed personality, fun loving, outgoing n homely and do value my culture n tradition. Like spending time with family when not working..",20,Brahmin,"Kolkata, West Bengal, India","Other College, Bangalore University",Others,5ft 7in,SMF1633145,Hindu
"My daughter Debolina Paul has completed her undergraduate in Fashion. She can be described as a straight forward, smart, sweet, caring, friendly person.",20,Kayastha,"Kolkata, West Bengal, India",,Not Working,5ft 2in,SMF1664306,Hindu
"She is Hema Rachel, working in Multi-Speciality Hospital, Chennai. She completed Diploma Nursing and Pursuing Post BSc. She has clean habits. ",20,Others,"Chennai, Tamil Nadu, India",,MNC,5ft 6in,SMF1725198,Christian
I am an understanding person with a positive disposition.,20,Yadav,"Rest of Andhra Pradesh, Andhra Pradesh, India",Imperial College London,Not Working,5ft 3in,SMF1705821,Hindu
I'm doing B-tech civil engineering in Chandigarh. ,20,Sunni,"Chandigarh, Chandigarh, India",Punjab Technical University,Not Working,5ft 10in,SMF1712792,Muslim
"My daughter is a simple, home loving and honest girl. She is a friendly n enjoys the company of family n friends. ",20,,,"Wharton School, University of Pennsylvania",Not Working,5ft 5in,SMF1642159,Parsi
"Parents do property investment and builders at high level all over India. My elder son is married. Elder son has his own business in Srilanka and settled there. My younger son does service in MNC company in Delhi. He is unmarried. We are God fearing or Radha Soami. We belong to high class status with social respect. My daughter has done diploma in Acting and Dancing from AAFT, Noida. She has done Dotnet Programming from Oxford Institute, Delhi, And our daughter hobbies are yoga pranayam. We are straight forward,and we keep transparency in thoughts with others. we dislike artificiality, attitude and arrogance. We behave with our children maturity and friendship too. By God grace there is peaceful and prosperity in our house. ",20,Brahmin - Tyagi,"Delhi, Delhi, India",,Not Working,5ft 2in,SMF1657342,Hindu
"My daughter Amera Sayed is a very cheerful, down to earth, emotional and a bubbly kind of a girl. She is a very honest and responsible person. ",20,Sunni,"Mumbai, Maharashtra, India",Mumbai University,Not Working,5ft 5in,SMF1624370,Muslim
"Am Nazima, a very simple and practical person. Born n bought up in Goa and working in Mumbai.",20,Sunni,"Mumbai, Maharashtra, India",Goa University,Private Sector,5ft 5in,SMF1588866,Muslim
"My sister is good, obedient, homely, jovial, understanding, simple, down to earth, namazi, loving, caring, well mannered and well cultured.",20,Sunni,"Hyderabad, Andhra Pradesh, India","Other College, Osmania University, Hyderabad",MNC,5ft 6in,SMF1626128,Muslim
"Hi this is Asma Haidery from Ranchi, Jharkhand. I am very fun loving, caring, and understanding person. ",20,Sunni,"Ranchi, Jharkhand, India",,Not Working,5ft 4in,SMF1638476,Muslim
Am Manjeet Kaur (Sikh Religion) And Believe in Shri Guru Granth Sahib Ji. Very Possessive about my Family And Respect Them a lot. ,20,Sikh - Saini,"Kapurthala, Punjab, India",Others,Not Working,5ft 2in,SMF1582379,Sikh
"Our daughter is loving and caring person. She values family and relationships a lot and respects elders. Father is doing his own business. Mother is homemaker, her elder brother is a music composer. My family is a cute and happy family.",20,Pillai,"Chennai, Tamil Nadu, India",Other General University,Not Working,5ft 4in,SMF1599035,Hindu
"A JOVIAL AND FRIENDLY PERSON, VERY UNDERSTANDING AND CARING. I LOVE PETS, HOBBIES ARE DANCING, DRIVING, READING, ETC. I LOVE MY PARENTS VERY MUCH AND AM THE ONLY DAUGHTER. I AM WAITING FOR A GOOD LIFE PARTNER.",20,Naicker,"Chennai, Tamil Nadu, India",Anna University,Not Working,5ft 4in,SMF1601940,Hindu
"Jisha is doing her final year Bachelors in Aerospace Engineering. She was born and brought up in Qatar. She did her schooling in Doha, and is right now doing her bachelors in TN, India. We are basically from Alleppey Dist, Kerala. She loves books, music and traveling. ",20,Others,"Alappuzha, Kerala, India",,Not Working,5ft 7in,SMF1603435,Christian
,20,,"Tongi, Dhaka",Presidency College Chennai,Not Working,4ft 11in,SMF1677065,Spiritual
"i am very honest about my life nd my family my parents r doing gov. job in sales tax department nd m doing job in private sector
my family is vry frank nd we want a decent grl.i shall be thank full to u .",20,Brahmin,"Gumla, Jharkhand, India",Agra University,MNC,5ft 7in,SMF1674950,Hindu
Good looking and calm going girl. Looking for software professional with good family background.,20,Rajaka,"Hyderabad, Andhra Pradesh, India","Other College, Osmania University, Hyderabad",Not Working,5ft 4in,SMF1652416,Hindu
