aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Father is businessman and mother is home maker. One brother is software engineer, second has done MBA and is working in sales marketing. Elder sister married and her husband is engineer, one younger sister done MBA and unmarried.",33,Sunni,"Delhi, Delhi, India",Aligarh Muslim University,Private Sector,5ft 7in,SMM1757895,Muslim
"I am jovial, affectionate and caring person, having a sound, religious and well cultured background. I am a blend of modern thoughts rooted with traditional values. I'm also very focused, goal oriented and organized and I have immense belief in God.",33,Maratha,"Navi Mumbai, Maharashtra, India",,MNC,5ft 11in,SMM1757986,Hindu
"I am simple and down to earth person. I am very trustworthy, friendly and a bit sensitive. I believe in respecting others and expect the same. I am looking for someone, whom I can trust and rely upon completely. My family consists of my father, mother, one married brother and two married sisters. My father, mother and married brother is staying at Patna. My elder married sister is at Patna with her family. My younger sister is at Mumbai with her family.",33,Kayastha,"Mumbai, Maharashtra, India",,Others,5ft 5in,SMM1758255,Hindu
"I am optimistic who believes in saying - life is what you make it & so i try to make the best of what ever little joys life brings along. Simple and fun loving guy, who believe in strong family values. 
",33,Arora,"Dubai, Dubai",,Private Sector,5ft 9in,SMM1758217,Hindu
"I'm simple, down-to-earth and honest person with respect for family values and human emotions.",33,Scheduled Caste,"Navi Mumbai, Maharashtra, India",,Private Sector,5ft 8in,SMM1758195,Hindu
"I am Alekh chandra, an ancestral of Odisha, an MCA graduate & IT professional by the profession residing now in Hyderabad & working with an MNC. I would like find a life partner who can understand me well, a friendly soul who can add a meaning to my life.",33,Yadav,"Bhadrak, Orissa, India",,MNC,5ft 9in,SMM1757831,Hindu
"I am a very understanding, straightforward and broadminded person. I am looking for a partner, who will be a friend, willing to stand by me at every stage of my life.",33,Brahmin,"Bangalore, Karnataka, India",,Private Sector,5ft 5in,SMM1757912,Hindu
"Hi, i am born and grew up in India. I am a graduate and postgraduate with two master degrees in the economics. I have completed M.Sc in Economics from the University of the Leicester in the UK & Currently I am working as a lecturer in Economics at one of the best international UK colleges. However my ultimate goal is to peruse career in the organizations like International economics research institute (IMF, WTO or World Bank). I want to be a well-known academic economist. I am ambitious and so very hardworking. However I am very simple as well, I like traveling, singing, dancing, music concerts, live shows, dramas etc. Apart from economics writing poems and script writing is my hobby. I belong to the very well respected family for the highly maintained values and many distinctive high academic achievements within family. My father is retired principal, mother is house wife and my both brothers are Civil engineer. The elder one is married and is an executive engineer (CIVIL) at Mumbai and the younger one is the lecturer at engineering college.",33,Maratha,"Leicester, Leicestershire",,Private Sector,5ft 10in,SMM1757387,Hindu
Caring & understanding with liberal values. ,33,Lohana,"Mumbai, Maharashtra, India",,Private Sector,5ft 10in,SMM1758347,Hindu
"He is a simple, responsible, loving and caring person.",33,Vaishya,"Bilaspur, Chhattisgarh, India",,State Government,5ft 7in,SMM1757091,Hindu
I am a post graduate. Presently working with an esteemed MNC as a graphic designer. Living with my parents and younger brother in Delhi.,33,Rajput,"Delhi, Delhi, India",,MNC,5ft 4in,SMM1757373,Hindu
"Hi, I am a Product Design Engineer working in a leading Industrial design house in Delhi. I did my Bachelors in Mechanical Engineering from Belgaum, Karnataka followed by courses in CAD and Industrial Design. I am a convent educated guy and had a very spirited upbringing in a Project township of a Public Sector Undertaking. Have stayed in many states in India, the exposure of which has made me gain a cosmopolitan outlook. I enjoy intellectually stimulating conversations and presume have a good sense of humor. A romantic person by nature, 'Live and let live' is the motto of my life. I am a non-smoker and non-drinker but people say my high on life seldom draws a parallel. I stay with my family of 6 in our own 3-storey-ed house in Gurgaon. My family consists of: Dad: Retired from Hindustan Copper Limited and is currently teaching as professor in an Engineering college. Mom: An ex-Beautician and a home maker. Elder Brother: A senior manager in an American consulting firm. Sister-in-law: A software professional working in an MNC. Niece: A pre-schooler. Am looking for a good-looking girl with a right match of innocence and awareness. A sunny personality who can be friends for a lifetime. ",33,Sikh - Khatri,"Gurgaon, Haryana, India",,Private Sector,5ft 10in,SMM1755573,Sikh
"Assalamu Alaikum, we are looking for a Tamil speaking bride, preferably working.",33,Others,"Perambalur, Tamil Nadu, India",,Private Sector,5ft 7in,SMM1754129,Muslim
"I would describe myself as a down to earth person, easy to get along with, simple, jovial, passionate, confident, full of life, and always smiling. I am my toughest critic and demand the best out of myself in all my endeavors. I love helping those that want to be helped. I am thankful to be surrounded by people that truly care about me and want to see me grow both professionally and personally. I believe that people can only change when/if they want to and once you do, it can be a very different experience. Passion & dedication in life is very important, without it you are nothing but with it you are everything. Very importantly the prior marriage was not consummated. ",33,Protestant,,Other General University,Private Sector,5ft 8in,SMM1754474,Christian
MY SON IS CURRENTLY WORKING IN GSI (GEOLOGICAL SURVEY OF INDIA) AS A GEOLOGIST POSTED IN KOLKATA.,33,Brahmin - Bengali,"Jabalpur, Madhya Pradesh, India",,Central Government,5ft 7in,SMM1754775,Hindu
"I did my B-Tech in Chemical engg, from WBUT, also did Diploma in the same from WBCTE and got Gold medal for securing 1st position in state exam. Right now i live outside of West Bengal for my job. ",33,Kayastha,"Kolkata, West Bengal, India",,Public Sector,5ft 8in,SMM1755080,Hindu
"Hello, I have completed Master of Theology and working as an assistant professor in the Bible college. ",33,Protestant,"Nagpur, Maharashtra, India",,Others,5ft 3in,SMM1757009,Christian
"I am very simple and cool person belongs to good family of Bihar, which falls under upper middle class.",33,Rajput,"Delhi, Delhi, India","ICFAI, Hyderabad",MNC,5ft 11in,SMM1753811,Hindu
"This is Anand from Gaya, currently working & living at Patna.",33,Kayastha,"Gaya, Bihar, India",,MNC,5ft 6in,SMM1751663,Hindu
Just a regular guy looking for a nice woman to marry.,33,Sunni,"Abu Dhabi, Abu Dhabi",,Others,5ft 4in,SMM1753317,Muslim
"I am simple, down to earth, fun loving, & creative person, working in a reputed Real State company as Deputy Manager in Noida.",33,Rajput,"Ghaziabad, Uttar Pradesh, India",Other General University,Private Sector,5ft 6in,SMM1753588,Hindu
I belong to Korea and am working as a C.Manager of a very big Korean Company. ,33,,"Riyadh, Ar-Riyad",,Others,5ft 9in,SMM1756048,Others
"Simple, down to earth, hardworking, enjoy watching movies, listening to music, passionate about Swimming, Cricket & Volleyball. Looking for a friend for life who believes in open communication. ",33,Vaishnav,"Mumbai, Maharashtra, India",Mithibai College,Private Sector,5ft 7in,SMM1752100,Hindu
Simple...hardworking.......... and honest...........,33,Sonar,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,SMM1752140,Hindu
"I am working as SR. Executive in Sahara, U.P and residing at Kanpur. ",33,Kayastha,"Kanpur, Uttar Pradesh, India",,MNC,5ft 7in,SMM1752076,Hindu
"am very simple, open minded, friendly natured person. ",33,Gowda,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,SMM1752019,Hindu
"I AM WORKING AS OFFICER SCALE 1 JUNIOR MANAGEMENT (ASST BRANCH MANAGER) FOR BANK OF BARODA AND AT PRESENT IN BRANCH MUMBAI. STAY NEAR CARTER ROAD, KHAR WEST IN MY FAMILY OWNED FLAT. COMPLETED B.COM AND DONE WITH MY POST GRADUATE DIPLOMA IN BANKING AND FINANCE MANIPAL UNIVERSITY BANGALORE UNDER BANK OF BARODA TRAINING.
LOOKING FOR A GIRL WHO IS FROM METRO CITY AND WITH OPTIMISTIC POINT OF VIEW TOWARDS HER LIFE AND LIKES TO PROGRESS AT EACH STAGE OF HER LIFE. MY KUNDALI DETAILS: DATE OF BIRTH 27-5-1980 TIME: 2:25 PM AFTERNOON, PLACE : BANDRA WEST MUMBAI, RAAS : LIBRA   NAKSHATRA: SWATI, GANA: DEVGANA  LANGA: KANYA. I AM MANGALIK. ",33,Kunbi,"Mumbai, Maharashtra, India",,Central Government,5ft 6in,SMM1753283,Hindu
I see myself as a hardworking and sensitive human. ,33,,"Kolkata, West Bengal, India",,MNC,5ft 9in,SMM1753733,Hindu
"Simple living, talkative, mix with each other rapidly. Give family values.",33,Sunni,"Al Kharj, Ar-Riyad",,Others,5ft 5in,SMM1753629,Muslim
"I am cool & calm boy, interested in watching cricket matches on T.V. ",33,Maratha,"Mumbai, Maharashtra, India",,Private Sector,5ft 1in,SMM1755208,Hindu
