aboutText,age,caste,city,college,employedIn,height,profileID,religion
"My self Priyanka, pursuing B.Com 2nd year and currently .",18,Jat,"Meerut, Uttar Pradesh, India",,Private Sector,5ft 8in,SMF1720690,Hindu
"Am smart, modern and independent girl.",18,Nadar,"Puducherry, Pondicherry, India",,Not Working,5ft 5in,SMF1710772,Hindu
I am an understanding person with a positive disposition.,18,Brahmin,"Delhi, Delhi, India",,Not Working,5ft 5in,SMF1704596,Hindu
I am an easy going girl and presently studying and planning to become a Teacher. ,18,Brahmin - Dixit,"Delhi, Delhi, India",Indraprastha College for Women (IP College),Not Working,5ft,SMF1608900,Hindu
"She is simple, straight forward and down to earth girl. She is very religious girl having all the moral values. She can adjust very well in family. She used to play basketball at state level. She use to to go for trekking and all.",18,,"Fatehabad, Haryana, India",,Not Working,5ft 4in,SMF1691583,Hindu
"SHE IS SIMPLE AND LIKE INDIVIDUALITY, SELF-RESPECT. WE LIKE TO NEED HER A CARE TAKING HUSBAND. SHE LIKES TO BE SIMPLE, AND CAME FROM A TRADITIONAL FAMILY. WE NEED A GOVT EMPLOYEE WITH ASWINI OR PUSHYA/PUNARVASU NAKSHATRAM PROFILE SPECIFICALLY.",18,Yadav,"Adilabad, Andhra Pradesh, India","Sri Venkateswara University, Andhra Pradesh",Not Working,4ft 11in,SMF1654820,Hindu
"I am a simple girl who respect values and culture of Sanaatan tradition. Also very much into the modern world through books, internet, TV etc. I am searching a non Shandilya Maithili Brahmin boy only. ",18,Brahmin,"Darbhanga, Bihar, India",Other General University,Not Working,5ft 4in,SMF1584027,Hindu
"I want a simple family who can take care of my sister. she is very polite and cultural and has a good value. She is well educated and self reliance. My sister is career oriented but bears great respect for family values and traditions, She brought up in a joint family so she will not find it tough to move into a joint family. She is simple living and high thinking girl.",18,Brahmin - Bhumihar,"Jamshedpur, Jharkhand, India","Jawahar Lal Nehru University (JNU), Delhi",State Government,5ft 9in,SMF1637497,Hindu
"I am very frank, smiling and simple  in nature. I like the truth. I dislike them who tell lies. I am kindhearted. My father is a high school teacher. My mother is a house wife. I have two younger brothers. One is doing B.Pharma and the second one is doing B.Sc in (Physics).   ",18,Digambar,"Islamabad, Islamabad","Visveswaraiah Technological University, Karnataka",Not Working,7ft,SMF1651656,Jain
I am from a good family and vegetarian. ,18,Balija,"Nellore, Andhra Pradesh, India",,Not Working,5ft 3in,SMF1392335,Hindu
I am a simple gal seeking a good alliance for me as it is a part of my life so it should be something special. I am a pure NON-Vegetarian & not even a single drop of alcoholic beverages were consumed since my birth.,18,Sunni,"Secunderabad, Andhra Pradesh, India",Other General Institute,Not Working,5ft 6in,SMF1387739,Muslim
,18,Catholic,"Delhi, Delhi, India","Annamalai University, Tamil Nadu",MNC,5ft 5in,SMF1595327,Christian
Happy smile with a nice outlook. Always hoping to embrace up to a new challenges and face greater things ahead of me in my near future. I have learn that we live our greater life helping others and making our efforts being fetch by friends and relatives.,18,Catholic,,Zahedan University Of Medical Sciences,Not Working,5ft 7in,SMF1627951,Christian
"Independent, fun loving, versatile, caring & a loving person. She is an avid traveller, likes to socialize, indulge in adventure sports and is an aspiring photographer. She enjoys experimenting in cooking. She has worked in different cities in India and has also worked abroad (Holland / Central Europe) for span of 2 years. She loves to live each day to its fullest and has varied interests and hobbies. We are a closely knit family.",18,Shewetamber,"Mumbai, Maharashtra, India","ICFAI, Other Cities",Private Sector,5ft 11in,SMF1429425,Jain
"simple living, simple thinking, down to earth, strong believer of 'SAI RAM JI'. looking for trustworthy, caring, loving, kind hearted and understanding life partner.

",18,Sikh - Khatri,"Bangalore, Karnataka, India",,Central Government,5ft 6in,SMF1387450,Sikh
"Looking for a smart, intelligent & caring guy.",18,Konkani,"Car Nicobar, Andaman and Nicobar, India",Agra University,State Government,5ft 2in,SMF1563656,Hindu
,18,Protestant,"Delhi, Delhi, India","Algappa University, Tamil Nadu",State Government,5ft 3in,delf1152037,Christian
,18,Catholic,"Albertville, Alabama",Goa University,MNC,5ft 3in,SMF1504187,Christian
"The girl is very simple, have respect for elders. Is a self dependent person who is good by nature and believes in God. Wants a life partner who can understand her.",18,Punjabi,"Bhiwani, Haryana, India",,Private Sector,5ft 5in,bhif1373304,Hindu
"I am young, beautiful cultured and educated girl.",18,Jain-Others,"Keylong, Himachal Pradesh, India","IISWBM, Kolkata",Private Sector,5ft 11in,patf945820,Jain
"simple, open minded, sociable, hardworking person who desire to be continue working but in India, hail from a respectable, educated family. Presently working in the US as senior analyst. Looking for well educated good family background person.",18,Brahmin - Smartha,"Benson, Arizona",,Public Sector,5ft 6in,banf1357657,Hindu
We are looking for a guy who is working in Govt Job. Preference will be given to Govt Teacher (In Baghpat or Muzzafarnagar or Meerut District). He should belongs to a well educated family.,18,Brahmin,"Arrah, Bihar, India",,Not Working,5ft 1in,bagf1380897,Hindu
,18,Vaishnav,"Houston, Texas",Other Engineering Institute,MNC,5ft 8in,SMF1455419,Hindu
"As a person I am very caring and kindhearted. I value the presence of elders in my life. Am a good combination of an educated, broad minded girl with my feet firmly on the ground and my head on my shoulders. Looking for a guy who is from a beautiful and broad minded family. ",18,Bhandari,"Mumbai, Maharashtra, India",Mumbai University,Private Sector,5ft 5in,SMF1479757,Hindu
,18,Sonar,"Gondiya, Maharashtra, India",Nagpur University,Private Sector,5ft 3in,SMF1421927,Hindu
,18,Sunni,"Jamnagar, Gujarat, India",Gujarat University,Not Working,5ft,ansari_mi2003_in,Muslim
,18,Jain-Others,"Anuppur, Madhya Pradesh, India",Kerala University,MNC,5ft 2in,kotf1086879,Jain
,18,Sunni,"Bangalore, Karnataka, India",,Not Working,5ft 6in,SMF1759393,Muslim
,18,Tanti,"Ludhiana, Punjab, India",Other Diploma Institute,Not Working,5ft 4in,SMF1719018,Hindu
,18,Gounder,"Kuala Lumpur, Kuala Lumpur",,Not Working,5ft 3in,SMF1750645,Hindu
Friendly girl and finding a perfect partner. She loves nature and she wish to have an understanding life partner.,18,,"Singapore, Singapore (general)",,Private Sector,5ft 4in,SMF1753708,Hindu
,18,Sunni,"Hyderabad, Andhra Pradesh, India",,Not Working,5ft 2in,SMF1748210,Muslim
,18,,"Delhi, Delhi, India",,Not Working,5ft 4in,SMF1738017,Sikh
,18,Sunni,"Hyderabad, Andhra Pradesh, India",,Not Working,5ft 4in,SMF1735636,Muslim
,18,Yadav,"Patna, Bihar, India",,Others,5ft 5in,SMF1739064,Hindu
,18,Mali,"Mumbai, Maharashtra, India",,Not Working,5ft 6in,SMF1735087,Hindu
,18,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 3in,SMF1736989,Hindu
,18,Brahmin - Gaur,"Ongole, Andhra Pradesh, India",,MNC,5ft,SMF1744722,Hindu
,18,,"Ghaziabad, Uttar Pradesh, India",Allahabad University,Not Working,5ft 3in,SMF1671034,Hindu
,18,Billava,"Udupi, Karnataka, India",,Not Working,5ft,SMF1741499,Hindu
,18,Mali,"Sikar, Rajasthan, India",,Private Sector,5ft 4in,SMF1739359,Hindu
,18,Brahmin,"Mumbai, Maharashtra, India",,MNC,5ft 5in,SMF1735983,Hindu
,18,Sonar,"Navi Mumbai, Maharashtra, India",,Not Working,5ft 4in,SMF1734353,Hindu
,18,Brahmin - Rudraj,,"Other College, Pune University",Not Working,5ft 2in,SMF1690277,Hindu
,18,Scheduled Caste,"Bhiwani, Haryana, India",,Not Working,4ft 11in,SMF1724473,Hindu
,18,Brahmin - Niyogi,"Vijayawada, Andhra Pradesh, India",,Not Working,5ft 6in,SMF1682656,Hindu
,18,Kshatriya,"Kolkata, West Bengal, India","Xavier Institute of Management (XIM), Bhubaneshwar",Not Working,5ft 6in,SMF1683123,Hindu
,18,Brahmin,"Ahmedabad, Gujarat, India",Aligarh Muslim University,Central Government,5ft,SMF1720345,Hindu
,18,Brahmin,"Rest of Orissa, Orissa, India",,Not Working,5ft 3in,SMF1706829,Hindu
,18,Mudaliyar,"Chennai, Tamil Nadu, India",,Not Working,5ft 2in,SMF1719765,Hindu
,18,Mallah,"Raipur, Chhattisgarh, India",,Others,5ft 5in,SMF1693738,Hindu
,18,Yadav,"Vadodara, Gujarat, India",,Not Working,5ft 3in,SMF1676909,Hindu
,18,,"Ahmedabad, Gujarat, India",Gujarat University,Not Working,5ft,SMF1707575,Hindu
"Postgraduate in Economics, simple, homely, God fearing girl, pray five times a day n love reciting QURAN daily, love doing everything what my parents ask for.",18,Sunni,"Kannauj, Uttar Pradesh, India",,Others,5ft 1in,SMF1707258,Muslim
,18,Kayastha,"Geyzing, Sikkim, India",Meerut University,Not Working,5ft 11in,SMF1636338,Hindu
,18,Yadav,"Car Nicobar, Andaman and Nicobar, India",,Central Government,5ft 5in,SMF1704594,Hindu
,18,Nayaka,"Bangalore, Karnataka, India",Board of Technical Education,Central Government,6ft 3in,SMF1635226,Hindu
,18,,"Panipat, Haryana, India","Berhampur University, Orissa",Not Working,5ft 5in,SMF1693811,Spiritual
,18,Kayastha,"Barasat, West Bengal, India",,Others,4ft 11in,SMF1611159,Hindu
,18,Reddy,"Hyderabad, Andhra Pradesh, India",,Not Working,5ft 2in,SMF1655284,Hindu
"I like only true persons I like cooking, writing, reading, I like movies I like temples, pets and I hate narrow minded men look good to see, well educated. I am honest, intelligent, loving, caring, responsible, respect elders, compassionate, good sense of humor, liberal modern outlook with strong Islamic values.         ",18,Sunni,"Delhi, Delhi, India",Andhra University,Private Sector,5ft 2in,SMF1683296,Muslim
,18,Others,"Haridwar, Uttaranchal, India","Mahatma Gandhi University, Kerala",Not Working,5ft 6in,SMF1596540,Muslim
,18,Sunni,,IIT Delhi,Others,5ft 8in,SMF1650665,Muslim
,18,Agarwal,"Lucknow, Uttar Pradesh, India",Lucknow University,Not Working,5ft 4in,SMF1621077,Hindu
,18,Sunni,"Attock, Punjab",Institute of Rural Management,MNC,5ft 7in,SMF1559948,Muslim
,18,Yadav,"Patna, Bihar, India",Patna University,Not Working,5ft 6in,SMF1606916,Hindu
,18,Brahmin,"Car Nicobar, Andaman and Nicobar, India","Berhampur University, Orissa",MNC,5ft 4in,SMF1636463,Hindu
"I am looking for a nice young gentleman to sweep me off my feet, and show me a different world. ",18,,"Tower Hamlets, Greater London / Middlesex",,Public Sector,5ft 3in,SMF1635693,Others
,18,Brahmin - Garhwali,"Bangalore, Karnataka, India",IIT Kharagpur,Private Sector,5ft 9in,SMF1414390,Hindu
,18,Kayastha,"Lucknow, Uttar Pradesh, India",Lucknow University,Not Working,5ft 6in,SMF1627804,Hindu
,18,Patel,"Vadodara, Gujarat, India",,Not Working,5ft 2in,SMF1622413,Hindu
,18,Jatav,"Delhi, Delhi, India","Delhi College of Engineering, Delhi University",Private Sector,5ft 2in,SMF1616139,Hindu
,18,Digambar,"Alipore, West Bengal, India",,Private Sector,5ft 4in,SMF1512755,Jain
,18,Brahmin - Maithil,"Kolkata, West Bengal, India",Other Business Institute,Private Sector,5ft 1in,SMF1472490,Hindu
,18,Maratha,"Palghar, Maharashtra, India",,,5ft 4in,punf1375670,Hindu
,18,Agarwal,"Mumbai, Maharashtra, India","Amity Business School (ABS), Noida",Others,5ft 5in,SMF1479838,Hindu
,18,Bengali,"Bangalore, Karnataka, India",Zonguldak Karaelmas University,Private Sector,5ft 1in,SMF1436522,Hindu
,18,Brahmin,"Ahmedabad, Gujarat, India",Allahabad University,State Government,4ft 11in,SMF1586563,Hindu
,18,Catholic,,All India Management Association (AIMA),Others,5ft 7in,SMF1588745,Christian
,18,Sunni,"Jashpur, Chhattisgarh, India","NIT/ REC, Calicut",MNC,5ft 5in,SMF1412130,Muslim
,18,Jat,"Daman, Daman and Diu, India",APTECH,Private Sector,5ft 5in,bikf1006053,Hindu
,18,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 4in,delf1012388,Hindu
,18,Yadav,"Delhi, Delhi, India","Delhi College of Engineering, Delhi University",Not Working,5ft 4in,SMF1578828,Hindu
,18,Agarwal,"Beed, Maharashtra, India",,MNC,5ft 11in,navf1235678,Hindu
,18,Others,"Bharuch, Gujarat, India",,,5ft 1in,thrf1371832,Christian
,18,Khatik,"Mumbai, Maharashtra, India",,Not Working,5ft 4in,amrf895967,Hindu
,18,Brahmin,"Delhi, Delhi, India",IIT Delhi,MNC,5ft 5in,SMF1423700,Hindu
I am a very simple girl.,18,Sahu,"Sitapur, Uttar Pradesh, India",,Not Working,5ft 5in,SMF1744131,Hindu
,18,Rajput,"Mumbai, Maharashtra, India",,Others,5ft 2in,SMF1616144,Hindu
