aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Looking to settle down with a patient humble man, who is settled in life and looking for suitable soulmate.",36,Catholic,"Pune, Maharashtra, India",,Private Sector,5ft 6in,SMF1747033,Christian
I am born and brought up in Mumbai. I am an Advocate practising in civil law.,36,Chambhar,"Mumbai, Maharashtra, India",,Others,5ft,SMF1744084,Hindu
"Simple, down to earth person and looking for a sensible, loving, caring & understanding person to spend my life in peace & harmony. ",36,Brahmin,"Mumbai, Maharashtra, India",,MNC,5ft 2in,SMF1742362,Hindu
My sister is a simple down to earth girl who respects family values. She is an engineer by profession and currently resides in Bangalore where she is working. She is very enthusiastic and has a positive outlook towards life.She has good culinary skills. She is looking for a partner who can complement her.,36,Vaishya Vani,"Bangalore, Karnataka, India",,Private Sector,5ft 4in,SMF1740487,Hindu
"She is very active and responsible person, loving and caring, born again, gives more importance to GOD in her life. She reads spiritual books a lot, like music.",36,Protestant,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 2in,SMF1729315,Christian
"I am simple, born and brought up from a very religious background, love teaching, cooking. I do not have support from my family, but my friends are very supportive.  ",36,Gramani,"Chennai, Tamil Nadu, India",,Private Sector,5ft 1in,SMF1729583,Hindu
"religion and travel / sightseeing. She did her Bachelors and is currently working as a deputy manager with multinational company  she is a family person lived alone for almost 11 years in Dubai she is a spiritually as a person since became a born again. Her nature is calm, loves to laugh and make others happy. She also value the importance of a family since she did not have time to spend with the family but would love to do so when the opportunity comes. Her family includes her Mother - who is a homemaker, and has a brother and a sister both of whom are married. ",36,Others,"Dubai, Dubai",,Private Sector,5ft 8in,SMF1736973,Christian
"My sister is an attractive convent educated girl. She is currently working in a leadership role with one of the top luxury brands in India. She is soft spoken, loves to travel and socialize with like minded people. We are a small family. Our father is now retired. He was working with a Public Sector Bank. Mother is a house wife. Our brother works with an American MNC and I am married and settled in Singapore. We are looking for a qualified, well settled groom from a good family for our sister.",36,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 4in,SMF1739623,Hindu
"I am a simple, fun loving and soft spoken person, who is ready to take on the responsibilities of the household. I enjoy reading, traveling and watching movies. My father was in the govt services and is now retired. Mom is a home maker. Being the only child I have always been a pillar of emotional support to my parents. I am looking for someone with similar mindset, someone who is broad minded, enjoys traveling, compassionate and is good nature.",36,,"Chennai, Tamil Nadu, India",,Private Sector,5ft 3in,SMF1734429,Hindu
"I am putting up this profile on behalf of my sister. She works with a Private company as an HR professional and has done her Masters. Her family includes her mother who is a government employee, and her father who is a businessman, and has 2 brothers, both of them are married.",36,Kayastha,"Delhi, Delhi, India",,Private Sector,5ft 6in,SMF1722900,Hindu
"I have been born and bought up in Mumbai. Love reading, watching movies & listening to music. I am currently working in an IT firm in Mumbai.",36,Catholic,,Symbiosis Institute of Telecom Management (SITM),Private Sector,5ft,SMF1721511,Christian
