aboutText,age,caste,city,college,employedIn,height,profileID,religion
Our daughter is straight forward and God fearing. ,35,Digambar,"Chennai, Tamil Nadu, India",Chennai University,Not Working,5ft 5in,SMF1751297,Jain
"We are three sibling and she is the youngest. I am settled in Mumbai for the last 17 years. I work as a media professional. My brother who is an income tax lawyer is settled in our home town Moradabad. Our father expired seven years back. Right now my sister is assisting me in my work. She was working with Delhi Metro Corporation, however she was transferred to Chennai and she submitted her resignation, Earlier she was working as a merchandiser with a garment firm. Though she has been working for quite sometime now, she is also proficient in household work. We are an educated and religious family and are looking for alliance from an educated and religious family, preferably for someone settled in Mumbai, Delhi or western UP.",35,Sunni,"Mumbai, Maharashtra, India",,MNC,5ft,SMF1748859,Muslim
"A simple lady by nature though have some what modern approach towards life; was working previously; being the alone girl child in the family has shouldered the entire responsibility of the family for had lost our mother 10 years back, believes ""Deen and Duniya"" are the pillars equally to be climb together. A strongly believer in the ""Institution of Marriage""; a believer in religion, family traditions and culture, as these things reflect our attributes and teachings; and are the same to be granted to our future generation. A person bearing a compassionate soft heart; i.e. love for her family and friends, believes in simple life, such as companionship, holding hands, watching movies, etc. Her interests and hobbies: Herself is blessed with Creative acknowledgement, creates new things while thinking as have a variety of skills for do a lot of artistic work; like interior decorations, gardening for enjoy nature, like listening soothing music, watching movies at home; specially the romantics, comedy, some of horrors, documentaries and simple movies. Like to go for a walk in the evenings, enjoy having fun with kids as love kids a lot. Our family consists of four members, myself her elder brother, I was working as finance manager in Muscat; Oman, currently busy in planning for business, recently got married and my wife is a doctor (M.D), my father has retired as production supervisor, lost our mother in 2003. Herself has completed her bachelors from Mumbai university and Masters from Pune University.",35,Sunni,"Navi Mumbai, Maharashtra, India",,Not Working,5ft 4in,SMF1741135,Muslim
I am simple living girl. I am straight forward and hope the same from my life partner. I expect my partner as the good human being with high thinking man. I believe in family values and used to of following them. I would like to remain working after marriage rest depends upon circumstances. ,35,Mallah,"Gwalior, Madhya Pradesh, India",,Private Sector,5ft 3in,SMF1740159,Hindu
"I am posted in Railways as Junior Engineer. Am basically simple, honest and friendly person. I am looking for someone simple, caring, well educated and preferably settled in Lucknow.",35,Kharwar,"Lucknow, Uttar Pradesh, India",,Central Government,5ft 4in,SMF1737835,Hindu
Simple and caring girl from a well cultured upper middle class family.,35,Brahmin - Kanyakubj,"Pune, Maharashtra, India",,Not Working,5ft 4in,SMF1735937,Hindu
"I am god fearing, we all in our family strictly follow daily prayers bible reading, and never miss Sunday church. ",35,Others,"Korba, Chhattisgarh, India",,Not Working,5ft 2in,SMF1734334,Christian
"God fearing, caring, loving, respectful, homely, values family and understanding.",35,Others,"Nagpur, Maharashtra, India",,Not Working,5ft 3in,SMF1729250,Christian
"I am Shinta from Indonesia, wish to find my right partner here.",35,Protestant,,,MNC,5ft 2in,SMF1723322,Christian
"Hello, i am Asra Syed. I have completed my Fashion Designing, Computer Programming, Montessori training and ECCED(Early Childhood Care and Education). I am currently working as a Teacher. Residing in Bandra West. I am confident, witty, helpful, dedicated, good cook, fun loving. Values: honest, religious, family oriented, loving and caring. Motto in life: live and let live. Hobbies: painting, cooking, watching movies listening to music. Favorite sports: cricket.
i want my partner to be tall, god fearing family oriented, educated, well settled, fun loving, should respect women, honest. ",35,Sunni,"Mumbai, Maharashtra, India",,Private Sector,5ft 8in,SMF1719213,Muslim
"I belong to a respectable family & brought up to uphold traditional values. I am well educated, intelligent, mature, jovial and independent. Sometime I am very emotional & sensitive. I believe in simplicity and innocence, precisely a blend of modernity and traditionalism. I have a very positive attitude and optimistic approach.",35,Rajput,"Delhi, Delhi, India","ICFAI, Hyderabad",Private Sector,5ft 3in,SMF1713629,Hindu
"completed MA, B.ed and presently working as an Art teacher in reputed private school in Ludhiana. We are 6 members. 2 elder sisters married and settled. 1 younger brother unmarried working in merchant navy as an engineer, father retired from govt. job as an architect and mother housewife. Am a fun loving person and expects the same from my partner.
",35,Sikh - Tonk Kshatriya,"Ludhiana, Punjab, India",Punjab University,Private Sector,5ft 1in,SMF1718907,Sikh
"My sister is very simple, shy and sober person. She has done MA in Hindi Literature. Her hobbies are listening to music and yoga.",35,OBC/Barber/Naayee,"Pune, Maharashtra, India",Nagpur University,Not Working,5ft 2in,SMF1719369,Hindu
"I am a person who believes in making relationship work and who is sincere in efforts. I take life as it comes and don't believe in taking unnecessary tensions.
I like reading, listening to music, outdoors and chatting up with friends. I am looking for a settled person who is professionally doing well and who has a wide approach to life. ",35,Brahmin,"Mumbai, Maharashtra, India",Mumbai University,MNC,5ft,SMF1719064,Hindu
"She is simple and has fun filled lifestyle. She is straight forward, down to earth and career conscious independent person. She is described as a cool person by most of her friends who likes to socialize with people. She is working in a MNC and enjoys her job. 
",35,Rajput,"Bangalore, Karnataka, India",,MNC,5ft 2in,SMF1757113,Hindu
