aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Myself Prakash singh, pursueing graduation. Live in New delhi and have 6th months experience in pace setter BPO pvt ltd. Right now am working with Conjoinss Bpo.",19,Rajput,"Delhi, Delhi, India",University of Mysore,Private Sector,5ft 9in,SMM1556727,Hindu
Am a person who live life with fun and happiness; people say I fill my surrounding with joy and happiness. I respect moral values but hate moral policing. I love to visit new places and cannot stop myself to experiment new and happening things,19,Kalal,,,Private Sector,5ft 8in,SMM1525128,Hindu
"I am a cool kind of person, caring, positive attitude, hate violence in any form. I am a person who believes in focusing on the solution, future rather than the problem or past, love to visit new places.",19,Sia,"Bangalore, Karnataka, India",,Not Working,5ft 11in,SMM1531899,Muslim
".
 Hi...
 














































































































































I am Ranjeet Singh Badyal. I respect people who are helpful, hardworking toward their profession and life's goal achiever.                    

                   ",19,Rajput,"Hissar, Haryana, India",,Central Government,5ft 6in,farm1091588,Hindu
"I am simple and innocent boy. I like playing cricket, running. I enjoy with my friends. They are very important for me. I don't like lie and liers. I am a student of B.SC 1st year of Jammu Uiversity. Thanks.",19,Brahmin,"Kathua, Jammu and Kashmir, India",Other General University,Not Working,5ft 4in,SMF1577362,Hindu
"I have graduated from IIT Delhi. 

Currently working in Gurgaon. 

Have interest in literature and music. 

Like beauty, love, nature, and responsibility.",19,Kushwaha,"Panjim, Goa, India",,,5ft 3in,gurm1071651,Hindu
"My brother Mohddr at gm did B.U.M.S. and MD from Jamia Hamdard, Hamdard University, New Delhi, working as assistant professor in a medical education, department of AYUSH ministry of health, Bhopal Madhaya Pradesh. ",19,Others,"Kavaratti, Lakshadweep, India",,State Government,5ft 6in,delm852455,Muslim
,19,Sia,"Bangalore, Karnataka, India",Karanataka University,Others,5ft 6in,SMF1716558,Muslim
,19,Rajput,"Ratlam, Madhya Pradesh, India",,Not Working,5ft 11in,SMM1713245,Hindu
,19,Khatri,"Amritsar, Punjab, India",Other General University,Not Working,5ft 7in,SMM1646987,Hindu
,19,Brahmin,"Jamshedpur, Jharkhand, India",,Not Working,5ft 9in,SMM1703714,Hindu
,19,Boyer,"Chennai, Tamil Nadu, India",Anna University,Not Working,5ft 7in,SMF1717633,Hindu
,19,,"Rest of Gujarat, Gujarat, India",Other General University,Not Working,6ft,SMM1714660,Hindu
,19,Teli,"Arrah, Bihar, India","Amity University, Noida",Not Working,5ft 10in,SMF1615413,Hindu
,19,Kashyap,"Satna, Madhya Pradesh, India",Other Engineering Institute,Not Working,5ft 5in,SMM1665070,Hindu
,19,Rajput,"Delhi, Delhi, India","Jawahar Lal Nehru University (JNU), Delhi",Private Sector,5ft 6in,SMM1556430,Hindu
,19,Sunni,"Saharanpur, Uttar Pradesh, India",,Others,5ft 6in,SMF1644254,Muslim
,19,Scheduled Caste,,,Private Sector,5ft 9in,SMM1511382,Hindu
,19,,,,,5ft 3in,SMM1556789,
,19,Brahmin,"Jaipur, Rajasthan, India",Agra University,MNC,5ft 4in,SMF1626654,Hindu
,19,Sunni,"Srinagar, Jammu and Kashmir, India",,Others,5ft 9in,srim1369913,Muslim
,19,Gowda,"Bangalore, Karnataka, India",Karanataka University,Private Sector,5ft 11in,SMF1611443,Hindu
,19,Teli,"Bhubaneshwar, Orissa, India",Other Engineering Institute,Not Working,5ft 8in,SMM1604434,Hindu
,19,Patel,,,Private Sector,5ft 7in,SMM1517897,Hindu
,19,Brahmin - Kanyakubj,"Pune, Maharashtra, India",,MNC,5ft 11in,SMF1570573,Hindu
,19,Sunni,"Dhubri, Assam, India",Other General University,Not Working,5ft 4in,SMF1588771,Muslim
,19,Others,"Secunderabad, Andhra Pradesh, India",Industrial Training Institute (ITI),Public Sector,5ft 11in,SMF1584243,Muslim
,19,Koli,,,Not Working,5ft 4in,SMF1583848,Hindu
,19,Padmasali,"Vishakhapatnam, Andhra Pradesh, India",,,5ft 5in,vism267848,Hindu
,19,Brahmin,"Bangalore, Karnataka, India",Bangalore University,MNC,5ft 7in,SMM1534289,Hindu
,19,Yadav,"Jalandhar, Punjab, India",,Others,5ft 7in,SMF1558252,Hindu
,19,Baniya,,,Private Sector,5ft 8in,SMM1519558,Hindu
,19,Devar/Thevar/Mukkulathor,"Petaling Jaya, Selangor","Institute of Hotel Management, Other Cities",Private Sector,5ft 6in,SMM1457943,Hindu
,19,Sunni,"Foley, Alabama",,,5ft 4in,othm676089,Muslim
