aboutText,age,caste,city,college,employedIn,height,profileID,religion
I am creating this profile for my daughter. She is pursuing her second year engineering in Bangalore. She is very spontaneous and creative person.,22,Ezhava,"Bangalore, Karnataka, India",,Not Working,5ft,SMF1746946,Hindu
"I'm the elder one in my family. Easy-going, travel-lover, adjustable, adaptable, explores cuisines.           ",22,Devar/Thevar/Mukkulathor,"Tirunelveli, Tamil Nadu, India",,Not Working,5ft 5in,SMF1747518,Hindu
I am friendly in nature and know how to interact with different kinds of people.,22,Kayastha,"Kolkata, West Bengal, India",,MNC,5ft 8in,SMF1744233,Hindu
My daughter is very liberal and kind hearted girl.,22,Brahmin - Maithil,"Puducherry, Pondicherry, India",,Private Sector,5ft 4in,SMF1743742,Hindu
I am a very simple girl. Basically I want to marry that guy who love me a lot and can understand me at every step of life.,22,Rajput,"Rampur, Uttar Pradesh, India",,Private Sector,5ft,SMF1744362,Hindu
"Tanisha is studying final year MBA. She is fun loving and loves to travel and shop. She loves cooking and has a passion for good branded clothes & accessories. During her spare time enjoys watching TV, painting and swimming. ",22,Pillai,"Bangalore, Karnataka, India",,Not Working,5ft,SMF1740381,Hindu
Aishwarya is pursuing graduation. She is down to earth person and pretty sensitive. Horoscope match is a must.,22,Thiyya,"Bangalore, Karnataka, India",,Not Working,5ft 3in,SMF1734982,Hindu
We are a God fearing family that strongly believe in the traditional family values and have a modern outlook. My daughter is well behaved possessing cultural value and is working as a mathematics teacher in a reputed school. Myself(father) and my wife are gazetted officers in govt. sector.,22,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 1in,SMF1733459,Hindu
"I am a simple and soft nature, disciplined. Having strong belief and trust in Allah Almighty and trying my best to adhere to the principle of Islam.
",22,Others,"Chennai, Tamil Nadu, India",,MNC,5ft 2in,SMF1735810,Muslim
"Am an open minded, confident and independent person.",22,Brahmin - Gaur,"Delhi, Delhi, India","Other College, Delhi University",Private Sector,5ft 1in,SMF1735592,Hindu
"MY DAUGHTER IS A VERY SIMPLE, CULTURAL, FUN LOVING, OPEN  MINDED AND TRADITIONAL GIRL.SHE IS A VERY GOOD  SINGER ,,NOT PROFESSIONAL  BUT VERY AMDICIOUS ABOUT HER  SINGING.. SHE HAVE DONE  M.MUSE  IN  CLASSICAL  N  RABINDRA  SANGEET..NOW SHE  DOING  M.SC  IN  BOTANY..  SHE  PASSED B,SC  IN  BOTANY  WITH  57% MARKS..AT 2012..FROM  BURDWAN  UNIVERSITY...  WE  ARE  FROM  BOLPUR  SANTINIKHETAN....",22,Brahmin - Kulin,"Suri, West Bengal, India",,Not Working,5ft,SMF1731248,Hindu
My daughter has completed her B.A from Mumbai university and diploma in Visual  Arts. ,22,Protestant,"Thane, Maharashtra, India",,Private Sector,5ft 2in,SMF1729331,Christian
"Simple and religious, yet ambitious and modern girl.",22,Sunni,"Kolkata, West Bengal, India",,Not Working,5ft 3in,SMF1741473,Muslim
"Am Gayathri, have completed biomedical engineering, Coimbatore. Dad is doing business and he owns two shops, my mom is a home maker, brother is doing final year m.ech Enggg.",22,Nadar,"Coimbatore, Tamil Nadu, India",,Not Working,5ft 2in,SMF1725706,Hindu
I am a simple girl with lots of dreams.,22,Bengali,"Kolkata, West Bengal, India",,Private Sector,5ft 5in,SMF1760708,Hindu
"Hi this is the father of Haaresree. We are a nuclear family. Have three children, two daughters and one son. Haaresree is elder one. She is calm going girl. ",22,Reddy,"Rest of Andhra Pradesh, Andhra Pradesh, India",,Not Working,5ft 3in,SMF1720289,Hindu
"She is simple person, living in Kolkata with family.",22,Baidya,"Kolkata, West Bengal, India",,Not Working,5ft 3in,SMF1736598,Hindu
I am a very down to earth girl. Very caring and loving. Sometimes shy but mostly out going. I know how to hold a conversation and at times I can be sarcastic. ,22,,"Liberal, Kansas",,Others,5ft 4in,SMF1759669,Others
I'm a modern working girl with all suitable qualities. ,22,Kayastha,"Delhi, Delhi, India",,MNC,5ft 3in,SMF1758218,Hindu
"My daughter is 22 years old. B. Com graduate from SIES, Navi Mumbai and pursuing her ICWAI in parallel to the Full time job as an Accounts Officer in the Post graduation Institution (ITM).",22,Kapu,"Navi Mumbai, Maharashtra, India","Other College, Mumbai University",Private Sector,5ft 6in,SMF1713875,Hindu
Fun loving girl. Only child of the family. Love to have my own space. And want to work even after marriage.,22,Brahmin - Kulin,"Kolkata, West Bengal, India",,MNC,5ft 5in,SMF1713189,Hindu
My daughter is simple and caring girl having respect for family values. She did B.Tech in Civil and currently doing ME from Chennai,22,Nair,"Calicut, Kerala, India",Anna University,Not Working,5ft 3in,SMF1717931,Hindu
I am simple and friendly. Love to dance and sing. ,22,Kamma,"Bangalore, Karnataka, India",,MNC,5ft 8in,SMF1757168,Hindu
"My daughter is a homely, active and understanding girl. ",22,Gowda,"Bangalore, Karnataka, India","Sri Jayachamarajendra College of Engineering, Mysore",Not Working,5ft 2in,SMF1708202,Hindu
My daughter is pursuing M.Com from Raipur and also preparing foe competitive exams. She is simple and down to earth in nature. She is a national level Taekwondo player. ,22,Sunni,"Raipur, Chhattisgarh, India",Nagpur University,Not Working,5ft 4in,SMF1709147,Muslim
"I am searching for a good match. A well cultured person, well educated & well settled.",22,Kadava Patel,"Bangalore, Karnataka, India",,Not Working,5ft 5in,SMF1751777,Hindu
I am  self motivated and a simple person. Looking for a suitable match.,22,Kayastha,"Allahabad, Uttar Pradesh, India",,Not Working,5ft 2in,SMF1751435,Hindu
She is B. Tech. (IT). Has worked with a MNC for a few months. Presently pursuing for better job. Vegetarian family. Simple & respect traditional values. ,22,Gupta,"Hissar, Haryana, India",,Others,5ft 1in,SMF1745725,Hindu
"I am simple girl, born and brought up in Jharkhand, did my graduation from Delhi university and working in private concern and want to pursue my carrier after my marriage and searching for the partner who is caring, well educate and will value my family as his own.",22,Yadav,"Sahibganj, Jharkhand, India",Other General University,Private Sector,5ft 2in,SMF1699011,Hindu
Studying German language in Pune uni. I love to sing. I like to travel. I am open minded and friendly.,22,Brahmin,"Pune, Maharashtra, India",Pune University,Not Working,5ft 6in,SMF1709419,Hindu
We are a traditional family of Bihar and looking for the one with same community preferably from Bihar with Dowry free (Bina Dahej) Marriage.,22,Kayastha,"Gopalganj, Bihar, India",,Not Working,5ft 4in,SMF1700939,Hindu
"Simple, mature and a family person.",22,Digambar,"Greater Noida, Uttar Pradesh, India",,Private Sector,5ft 7in,SMF1742915,Jain
My name is Sonal Gupta. I am 22 years old. I am from new Delhi & pursuing my graduation from Delhi University.  ,22,Gupta,"Delhi, Delhi, India",Delhi University,Not Working,5ft 8in,SMF1703905,Hindu
"She is well cultured girl who belive in Radha Krishan ji. 
",22,Gupta,"Panchkula, Haryana, India",,Not Working,5ft 2in,SMF1738879,Hindu
"I was Web-Designing basic course appeared also MS-CIT Course in 98%. I was intermediate & Elementary Drawing exam in Third division. Presently, I am studying IBPS Examination.",22,Brahmin,"Akola, Maharashtra, India","Amravati University, Maharashtra",Not Working,5ft,SMF1689922,Hindu
My family is a simple and decent family. My father is a farmer. Mother is a house wife.,22,Gavara,"Rest of Andhra Pradesh, Andhra Pradesh, India",,Not Working,5ft 2in,SMF1743819,Hindu
Simple girl with high moral values. ,22,Brahmin,"Cuttack, Orissa, India",,Others,5ft 3in,SMF1746958,Hindu
" I am very simple, cultural and down to earth girl believes in family values.",22,Scheduled Caste,"Delhi, Delhi, India","Other College, Delhi University",Private Sector,5ft 2in,SMF1706408,Hindu
"I have been born and brought up in Chennai. I have completed my M.com from Madras University and also a Chartered Accountant, working in a Car manufacturing Company. 
",22,Brahmin - Iyer,"Chennai, Tamil Nadu, India",,Private Sector,5ft 7in,SMF1727866,Hindu
Believe in simple living but high thinking.,22,Lingayath,"Dharwad, Karnataka, India",,Not Working,5ft 5in,SMF1743086,Hindu
"This is Sonam Rajput and I belong to a Punjabi family. My father is a businessman. Am a fun loving, broad minded and understanding girl.",22,Rajput,"Jabalpur, Madhya Pradesh, India",,Not Working,5ft 4in,SMF1710107,Hindu
"Hi, I am pursuing M. Pharm. in Pharmacology & Toxicology. My father is a service man & my mother is a homemaker. I have one younger brother pursuing B. tech. My friends describe me as a funny pahaadan. I have keen interest in social work particularly for garhwal/kumaon region. I am associated with local NGOs. I love traveling, dancing, adventure sports & listening to music. I am looking for a life partner who is simple, macho, down to earth most importantly family oriented and garhwali speaking.",22,Rajput,"Dehradun, Uttaranchal, India",,Not Working,5ft 2in,SMF1709507,Hindu
I am a good looking and fun loving person. Love cooking. I want my partner to be good looking. Preferred living in Mumbai.,22,Khatik,"Mumbai, Maharashtra, India",,Not Working,5ft 5in,SMF1704635,Hindu
"I am a simple girl, want a loving and caring husband.",22,Bhavasar Kshatriya,"Bhopal, Madhya Pradesh, India",,Private Sector,5ft 4in,SMF1724706,Hindu
"My sister is smart, talented and fun loving girl. She is B.tech in ECE n pursuing MBA. We r only 2 sisters and am happily married. ",22,Khatri,"Fatehabad, Haryana, India",,Not Working,5ft,SMF1672036,Hindu
"I am a very simple girl, very down to earth as everyone says even very helping also.",22,Catholic,"Nainital, Uttaranchal, India",,Private Sector,5ft 2in,SMF1663517,Christian
WORK FOR MNC AT BANGALORE AND AM THE ONLY DAUGHTER. ,22,Brahmin - Iyengar,"Bangalore, Karnataka, India",,Others,5ft 7in,SMF1739671,Hindu
"Am Peu Deyasi, student of M.A (1 sem) and am the only daughter of my parents. ",22,Mahishya,"Howrah, West Bengal, India",Other General University,Not Working,5ft 4in,SMF1663259,Hindu
"I am a very kind, caring and understanding person. My father is an army person and mother is a housewife. ",22,Brahmin - Pandit,"Pune, Maharashtra, India",,Not Working,5ft 2in,SMF1722905,Hindu
"My daughter is a soft hearten girl with kind nature. She is a cultured girl with Rajputana traditional values. She is like a breeze of joy who can make all happy in her path. She understands her responsibility. I am sure she can make her life partner and in law's family happy with her dedicated love and care. 
",22,Rajput,"Pune, Maharashtra, India","Other College, Pune University",MNC,5ft 7in,SMF1654730,Hindu
"We are a family of Mother, Father, 3 sisters and 1 brother. Believes in education. 2 sisters are married and settled in Bangalore. Brother is studying in IIT Madras. Looking for a match for younger sister. She is simple living and as a fresher, she is looking for a job now. She has finished her BE (Electronics and communications) this year only and currently seeking for job and in future she wants to opt for higher studies also.",22,Kurmi Kshatriya,"Ahmedabad, Gujarat, India",Gujarat University,Not Working,5ft 7in,SMF1683116,Hindu
"My daughter has completed M.Sc in (Biotechnology) from Jamia Hamdard University, Delhi and finalize admission this year in PhD in (Life sciences) from Indira Gandhi Open University (IGNOU). I strongly believe in Islam and trying to live accordance with Islam.",22,Sunni,"Delhi, Delhi, India",Indira Gandhi National Open University (IGNOU),Not Working,5ft 5in,SMF1655051,Muslim
Am a cool and simple boy having five members in my family.,22,Lodhi Rajput,"Bharatpur, Rajasthan, India",,Private Sector,5ft 7in,SMF1685355,Hindu
"My daughter is 5'6"" tall, has completed her MSC and B.Ed and working in Mumbai as a PGT chemistry. She did her all education in Metro city {Mumbai/Delhi}. Father is in Defence {Navy}. ",22,Brahmin - Bhumihar,"Mumbai, Maharashtra, India",,Central Government,5ft 6in,SMF1649745,Hindu
I am a very friendly girl! i like to roam ad eat alot. i am a jolly girl and always will be ! likes to do social work as well alot !,22,Brahmin - Rigvedi,"Pune, Maharashtra, India",,Private Sector,5ft 11in,SMF1713773,Hindu
"I am working as an Inspector in central armed police force (MHI) at chennai port trust. We are a simple family with good education, looking for a groom with good habits and sound health. My daughter is very simple, calm and down to earth. We have two daughters and our elder daughter got married and working in MNC Polaris chennai. Our native place is Dharmapuri, Tamil Nadu.",22,Vannia Kula Kshatriyar,"Chennai, Tamil Nadu, India",Anna University,Not Working,5ft 3in,SMF1648692,Hindu
"Hi, myself Megha. I have completed my bachelors degree in Bsc. Nursing and now pursing PG courses in Cardiac care and infection control programs. I belong to a middle class family with modern outlooks. My parents are govt. employees and have only a younger brother who studies at IIT Delhi. ",22,Valmiki,"Ludhiana, Punjab, India",,Not Working,5ft 6in,SMF1720626,Hindu
"My sis is very simple and is only child of her parents. She is an adopted child. Her father is no more. Currently she is staying with her maternal uncle, aunt, and grand mother and their children. ",22,,"Siliguri, West Bengal, India","WB National Univ of Juridical Sciences, Kolkata",Not Working,5ft 3in,SMF1704747,Hindu
"I am broad minded, sober, caring, simple & honest person. I am searching for caring, educated and honest life-partner.",22,Tantubai,"Howrah, West Bengal, India",,Not Working,5ft 4in,SMF1718467,Hindu
I'm a hard working and friendly natured person and looking for the family who can except me the way I am. ,22,Brahmin - Kumoani,"Delhi, Delhi, India",Mizoram University,Private Sector,5ft 4in,SMF1645740,Hindu
"Hi, i have completed my B.Com. I am currently working as a computer Teacher. I belong to a middle class family. Apart from my family consists of 5            members that include my father, mother, brother (1), sister (1). My father is working in BEST and mother is a housewife. I like dancing and learning classical dance.",22,Maratha,"Mumbai, Maharashtra, India","Other College, Mumbai University",Not Working,5ft,SMF1674786,Hindu
"We are looking for a suitable match for our daughter with good family status. The groom should be well educated & well settled abroad. We prefer families from Hyderabad.
",22,Sunni,"Hyderabad, Andhra Pradesh, India",,Not Working,5ft 4in,SMF1706334,Muslim
"Broad minded, independent and family oriented person who spends her time in Art and Craft. She has completed her professional degree. She is quite understandable person and like to approach people in a friendly manner.",22,,"Namakkal, Tamil Nadu, India",,Not Working,5ft 6in,SMF1663199,Hindu
I am an understanding person with a positive disposition.,22,Agarwal,"Chandigarh, Chandigarh, India",Punjab University,Not Working,5ft 2in,SMF1705522,Hindu
I like simplicity and honesty. I am an extrovert person who gets mingle easily. ,22,Sunni,"Hyderabad, Andhra Pradesh, India",,Not Working,5ft 2in,SMF1715111,Muslim
"Am a simple person, have just completed BE in CS. ",22,Billava,"Udupi, Karnataka, India",Other Engineering Institute,Not Working,5ft,SMF1649654,Hindu
