aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Simple, responsible, religious, caring and family oriented girl. Respect elders and relations. Perfect all house hold works.",23,Sunni,"Etawah, Uttar Pradesh, India",,Not Working,5ft 3in,SMF1753909,Muslim
"I'm vry friendly, down to earth, cool and easy going.",23,Lingayath,"Bangalore, Karnataka, India",,Private Sector,5ft 3in,SMF1752810,Hindu
"She is confident, beautiful & intellectual with belief in religious values and also possesses modern qualities of the young generation. Her pleasing nature is loved by all and she has also been blessed with a good sense of humor. ",23,Agarwal,"Indore, Madhya Pradesh, India",,Not Working,5ft 5in,SMF1753439,Hindu
"My daughter has done EnTC engineering from MIT Pune and is now pursuing Masters in It Management from Wollongong University, Dubai. Her father is working as a product manager in a MNC in Dubai.",23,Brahmin - Daivadnya,"Dubai, Dubai",,Private Sector,5ft 2in,SMF1750499,Hindu
"Seeking an alliance from S.P./K.K. Brahmin boy, based in Mumbai/Pune/Bangalore for my daughter who is good looking, tall, slim, religious, soft spoken and loves to cook. We belong to Jaunpur district of U.P. At present working in Pune in one of the top MNC.",23,Brahmin - Saryuparin,"Mumbai, Maharashtra, India",,MNC,5ft 5in,SMF1749383,Hindu
Am doing M.B.A. from distance from Symbiosis university. Like cooking food & listening music.,23,Rajput,"Gurgaon, Haryana, India",,Not Working,5ft 5in,SMF1747569,Hindu
"I'm a simple girl with open mind. I'm friendly, ambitious, career oriented and most importantly an independent girl. I always believe mutual respect is the key factor in relationship. Caring, understanding and love makes life beautiful. I'm looking for a partner to be my friend for rest of my life. A guy who is sensible, friendly, caring and understanding is what I'm looking for. ",23,Brahmin - Madhwa,"Bangalore, Karnataka, India",,Private Sector,5ft 5in,SMF1747735,Hindu
"My sister is a simple and a educated girl who has been nurtured in a familial environment to carry the accountability of every aspect of life efficiently, along with this she is an excellent cook which is enough to win the heart of anyone.
",23,Brahmin - Saryuparin,"Delhi, Delhi, India",,Private Sector,5ft 3in,SMF1747686,Hindu
"This side Kanishka Thakur. I am possessive about what I believe to be mine, including success. I am optimistic, passionate, tall and have an attractive personality. ",23,Rajput,"Faridabad, Haryana, India",,MNC,5ft 6in,SMF1751447,Hindu
"Looking for a suitable groom for my sister. She has completed her B-Tech and has joined as a QA associate in an MNC. She is caring, loving and self dependent. She likes travelling, watching movies and is a great conversationalist. We are from UP but have been in AP since ever. She has done all her schooling from Kendriya Vidyalaya and has been academic topper throughout. She is passionate about her work and believes in maintaining healthy professional and personal relations. Seek for a well settled, understanding and optimistic partner for her. ",23,Brahmin,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft,SMF1746953,Hindu
"My daughter is talented , down to earth,very sensitive and calm.  we prefer a well educated post graduate boy  with clean  habits  .",23,Brahmin - Deshastha,"Chennai, Tamil Nadu, India",,Not Working,5ft 4in,SMF1746229,Hindu
