aboutText,age,caste,city,college,employedIn,height,profileID,religion
" Hi. We are staying at Khas kenda, Raniganj, Barddhaman district. I have 2 sons and one daughter. My daughter has been married 4 years ago and has been settled at Mankar, Barddhaman district. My younger son is pursuing MBA from Delhi.Its my elder son. He works at IBM,Kolkata.Earlier he was working at Bangalore. Recently he moved to Kolkata.We are searching for non-working, cultured bride for him from a good family. ",31,Brahmin - Kulin,"Bardhaman, West Bengal, India",,,5ft 5in,barm1075108,Hindu
groom is a medical doctor with MBBS and DCH earning about Rs. 5 lakh in Bangalore residing with parents. Help of family astrologer will be taken check the  compatibility requirements,31,Brahmin,"Bangalore, Karnataka, India",,,5ft 9in,banm1366931,Hindu
"Hi First Thanks for watching my profile . I am Very emotional type of persone like to hang up with my family and friends . also like to know the people and make new friends i am very moody person . I am very Helping nature of person and always be ready to help friends, realatives and try my best to solve their problemes . I like everybody around me happy if some one is down i will try my level best to cheer him up. Life is stage of continuous struggle and fight against troubles and just help others that is strong believe in me . i like to see the movies listen to music . In movies Dil chahata hai, border, DDLJ, Namaste london , Titanic,  are my favourite movies in music i like to listen light music ,gazals my favourite singer is sonu nigam and KK . i am very fun loving person like to live the life with smiling face always be ready to face any kind of trouble .and my aim is to make my family happy and give them every facility .",31,Vaishnav Vania,"Ahmedabad, Gujarat, India",,Private Sector,5ft 6in,ahem980520,Hindu
i want that my partner should be loyal faith ful and should change things favourably for me. She should self made and religous. With clean heart should under stand and favour me always,31,Others,Others,,,5ft 6in,othm1373650,Muslim
"I am a man with open mind and romantic heart and is in search of true love... I am a man who loves to trust all... 
What I Like & Love- 
I love writing lyrics & poems... 
I love romantic tales, romantic movies... 
I love adventure sports... 
I like women/girls with a beautiful smile and long silky hair... 
I like women/girls who talks more with her eyes... 
I like women/girls who knows how to love.... 
My Admirations- 
I admire women who R liberal and wants to be some one of their own... I admire women with a heart full of love... 
I admire women who never betray... 
I admire women who inspires me... 
I admire women who keeps promises...",31,Kayastha,"Agartala, Tripura, India",,,5ft 5in,agam1373890,Hindu
"I am a straight forward person, with a positive outlook towards life, good sense of humor, caring compassionate, understanding nature, I believe in living to make a positive difference in peoples lives, i like to balance my family with my profession, I am looking for a beautiful bride ( cast no bar), with good family value, understanding, caring and optimistic, who could be best friend in this journey of life, I feel every one deserves their share of respect and freedom and they should have it.
I am working with News Channel as an Assistant Producer for last 2 years. About my studies I am graduate and three year programming certified of computers
I AM LIVING WITH MY PARENTS IN A RENTED HOUSE ( DELHI) & Not interested in Dowry at all.",31,Mahajan,"Delhi, Delhi, India",,Private Sector,5ft 8in,delm809056,Hindu
"I respect all who is theist or atheist.
I believe that we can feel the god with in our heart.I believe in Sachchidand. We are from Braj(near by Mathura)so we follow the culture from Braj. ",31,Agarwal,"Agra, Uttar Pradesh, India",,,5ft 8in,agrm1291026,Hindu
"HI, I M A PERSON WHO BELIEVES IN VALUES......BE IT FAMILY OR SOCIAL..I M DOWN TO EARTH AND WANTS MY LIFE PARTNER TO BE SIMPLY SIMPLE AND CLOSE TO THE THE REALITIES....I GOT ONE ELDER BROTHER AND YOUNGER SIS ...BOTH MARRIED...PARESNTS LIVE IN ROORKEE...UTTRAKHAND.",31,Jat,"Ludhiana, Punjab, India",,,6ft,ludm1353956,Hindu
"i m a simple person believe in god. i am a honest person.i m a friendly, fun loving person.                                                                                ",31,Sikh - Kamboj,"Chandigarh, Chandigarh, India",,,5ft 10in,cham1373166,Sikh
"beautiful, well educated,vegetarian,
traditional,,self dependent.
Can manage the family with out hesitation,live with me outside state.
Can handle the family problem with her best......",31,Sonar,Others,,,5ft 5in,othm1368421,Hindu
"I am a guy with values and follow the best practices which is necessary to lead a healthy and hygenic life.I am a optimistic guy and believes that mutual understanding,compromises,patience is very important which will result to a healthy and successfull family",31,Kayastha,"Agartala, Tripura, India",,MNC,5ft 6in,agam1062451,Hindu
hi iam a good thinking person my patner will be a regious person and respect the elders and love with youngers that my perfact match i hope my search will end here,31,Others,"Aurangabad, Maharashtra, India",,,5ft 8in,aurm1372996,Muslim
"Hi, Thanks to visit my profile, I am working with SHAREKHAN LTD. as sales manager and have good experiance in financial sector. I stay at VIRAR with my parents. My father retired from BEST and mom is house wife have 5 sister but all are married. I am looking forwoard very positive to my life and i sets some goal for my future.
I am good looking, honest and confident.",31,Brahmin,"Thane, Maharashtra, India",,Private Sector,5ft 10in,tham1333788,Hindu
"Hi I am open minded and frank  identity. i take life as it comes and prefer to be simple and down to earth. i will gv my pal all the liberty and oppertunity in life to grow and sucess, always stand on her side for every walk of life, ",31,Gujarati,"Chennai, Tamil Nadu, India",,,5ft 7in,banm893277,Hindu
"Fun to be with , Talkative , Extrovert, Love Travelling , Risk taker and I Believe Life is too short for achievements .... Not able to tolerate show off of any kinds.... Strong belief in equality... My Life has been an open book always...",31,Brahmin,"Meerut, Uttar Pradesh, India",,Others,5ft 8in,delm1092459,Hindu
"Very creative, sensible and understanding. Born and bought in a nuclear family and did schooling from boarding school. A good planner and used to of getting appreciation from management for splendid management skills.A true sense quick learner and never hesitate to learn from anyone, even from a younger. Very practical family environment, well mannered and has very optimistic view towards life. ",31,Kshatriya,"Delhi, Delhi, India",,MNC,5ft 7in,delm930491,Hindu
"HI

I am a Computer Science Engineer with MBA from a premier institute. After completing education I worked in a petroleum company as an Asst. manager for one year and than joined my well established family business. Recently I have started a software company which gives operational consultancy to SME.

I like playing Squash and Guitar, has a keen interest in automobile and love to spend time with friends and family. ",31,Digambar,"Jaipur, Rajasthan, India",,,5ft 8in,jaim969813,Jain
Shuold be a born again lady GOD Fearing and should be humble and faithful. should be hard working lady and good personality. She should have patience and understanding will of a motherhood ,31,Others,"Dimapur, Nagaland, India",,,5ft 5in,dimm1372603,Christian
"I am Manikandan. Working in L & T, chennai as a Executive engineer. Friendly moving to all.  My parents living at salem. I have two elder sisters. Both are married.
",31,Devandra Kula Vellalar,"Chennai, Tamil Nadu, India",,,5ft 8in,chem920449,Hindu
" I am a friendly, fun loving and jovial person and enjoy the company of like-minded people. Travelling, exploring new places and beauty of nature is one of my passions. At the same time, I am an ambitious person, who likes to succeed in life. I would also like to describe myself as a kind, considerate and responsible person who can take good care of my family. I carry a calm, composed and steady head on my shoulders .
",31,Brahmin,"Bangalore, Karnataka, India",,,5ft 9in,banm1371811,Hindu
"Very religious and not only believe in god but also blind follower to God, Believe in High thinking and Simple thinking, very inquisitive, believe in strong family traditional and ethical value, no smoking no drinking. Believe in high ethical values, and like like girls who enriched with, family values. Like beautiful, smart who knows the what to be as a mother and respect mother. ",31,Brahmin - Saryuparin,"Lucknow, Uttar Pradesh, India",Banaras Hindu University,Private Sector,5ft 6in,lucm1293152,Hindu
I am Tee totler guy born and brought up in Delhi with good moral values.I have done my schooling and graduation from very reputed school and college respectively and done my post graduation - MBA in marketing.Currently working in am MNC bank from last 3 years approx.I am searching for a partner with good education and family background.,31,Agarwal,,,MNC,5ft 6in,delm970561,Hindu
I AM GOOD LOOKING AND I AM A TOLL MANAGER AND I BELIEVE TO UPLIFT THE PEOPLE I BELOG TO MIDDLE CLASS FAMILY I AM A VERY POSITIVE MAN AND FACE ANY PROBLEM ,31,Agarwal,"Bharatpur, Rajasthan, India",,,5ft 9in,brtm1352220,Hindu
"she is so beautiful,respect my family and relatives persons. she is very attractive smile on face and respect and love me also. my life partner is so simple byt moderate also",31,Punjabi,"Jalandhar, Punjab, India",,,5ft 3in,jalm1034299,Hindu
"Well I am very straight forward, analytical/realistic and very much loving & caring person. I never keep second thought in my mind. I plan a lot & even adhere those plans very sincerely.
",31,Khandayat,"Bangalore, Karnataka, India",,Private Sector,5ft 11in,banm1058675,Hindu
"I am a fun loving guy who likes to explore new places and making friends.I have born and brought up in Jamshedpur. Completed my schooling from Jamshedpur only. Done my B.Tech in Textile Technology and then MBA from K.J. Somaiya, Mumbai. Now working in an MNC and placed at Patna.",31,Yadav,"Patna, Bihar, India","K.J. Somaiya Institute of Mgmt Studies & Research, Mumbai",MNC,5ft 6in,jamm770205,Hindu
"games,jovile,watching movie and reading books,middle class,father conuctor,mother housewife,one brother bsc,dpharm and my sister married.me expect family attachment.",31,Arunthathiyar,"Salem, West Virginia, India",,,5ft 8in,salm1369898,Hindu
"My frnd is go-lucky kinda guy. Razor-sharp,humor personified. Intellect and visionary at core of my heart with a feeling to do something which will help in uplifting the whole mass at large.",31,Brahmin - Bengali,"Kolkata, West Bengal, India",,,6ft 1in,kolm1371523,Hindu
"Born in Saharsa, Bihar. Raised in Jamshedpur, Jharkhand. Studied in Jamshedpur and then in Jabalpur, Madhya Pradesh for 10th ICSE. Subsequently moved to Delhi at DPS RK Puram for 12th CBSE and then a B.Tech from IIT Delhi and an M.Tech from IIT Delhi. Worked in USA couple of times and then went for Post Doctoral work to Toronto, Canada. Joined Cambridge University in England for PhD studies and is planning to resume the studies in a tie up with a US university. Worked in London as well in between.",31,Rajput,,,,5ft 10in,delm1147448,Hindu
