aboutText,age,caste,city,college,employedIn,height,profileID,religion
"I am simple, straight forward and extrovert person. Lost father at very early age and start experiencing the life on its own, studied hard completed B.Sc./PGDMM/PGDCA and LLB and finally settled to become Interior Designer. I am atheist and hate hypocrisy, over spirituality, highly religious and superstitious thought. I am very broad minded and believe in constructive approach at every stage of life. ",41,Brahmin - Maithil,"Bhilwara, Rajasthan, India",Rajasthan University,Private Sector,5ft 7in,SMM1759541,Hindu
I belong to a decent family and my Father was an Army Officer. I have a twin sister who is happily married and settled in Canada from the last 20 years. My younger sister is staying in Chandigarh itself. We are a God fearing family and we have immense faith and respect for Shri Guru Granth Sahib ji. ,41,Sikh - Jat,"Chandigarh, Chandigarh, India",,Private Sector,5ft 11in,SMM1752011,Sikh
"Affectionate, caring, intelligent and handsome and committed person. ",41,,"Chennai, Tamil Nadu, India",,MNC,5ft 7in,SMM1750346,Hindu
"I am very honest and broadminded person. Have one cute and naughty daughter (6 years old), but not living with me.  

",41,Rajput,"Secunderabad, Andhra Pradesh, India",,Others,5ft 10in,SMM1744263,Hindu
I am a fun loving person. Like to make friends wherever i go. Love to travel. Like listening to soft rock.,41,Others,"Delhi, Delhi, India",,MNC,5ft 7in,SMM1745162,Christian
"Hi, This profile is created for my brother. We are basically from Kerala, Kottayam and my brother is doing hotel business in Bangalore for the past 15 years. He is well mannered and adjusting person and seeks alliance from girls who is very loving and caring. We are not expecting any dowry but should be loving and adjusting with my family.",41,Ezhava,"Bangalore, Karnataka, India",,Others,5ft 8in,SMM1743754,Hindu
Earlier running a Textile mill in Tamilnadu. Due to power problem it is sold out. In 2014 going to start new business. I have two brothers and sisters. All are married and settled.,41,Nair,"Palakkad, Kerala, India",,Others,5ft 8in,SMM1740191,Hindu
I am Rajendra prasad from Bangalore looking for beautiful life partner.,41,Brahmin,"Bangalore, Karnataka, India",,Private Sector,5ft 5in,SMM1736290,Hindu
"I AM LOVING, KINDHEARTED, SIMPLE AND DOWN TO EARTH. ",41,Catholic,"Nagpur, Maharashtra, India","Kakatiya University, Andhra Pradesh",Private Sector,5ft 2in,SMM1734339,Christian
"Am a simple man. My father was working in railways, got expired and my mother was appointed in his place. Now retired and is getting pension. My two elder sisters are happily married. 3rd sister is staying with me, after her husband got expired. I have my own house in Faridabad. I am businessman. ",41,Khatri,"Faridabad, Haryana, India",,Others,5ft 5in,SMM1735271,Hindu
"Hi, I am Sshivaraj, under graduation and working with the private sector company.",41,Lingayath,"Bangalore, Karnataka, India",Agra University,Private Sector,5ft 5in,SMM1730120,Hindu
"I am Subhendu Majumdar - born & bought up in Kolkata. I live in Salt Lake with my Parents, and is the only son. We run a family Business of Electrical Engineering Contracting for Private & Govt. Sector. Our average income is around 8-15 LPA. My mom is a Housewife. ",41,Kayastha,"Kolkata, West Bengal, India",,Others,5ft 11in,SMM1730558,Hindu
I am Simple and a loving person.,41,Brahmin,"Kottayam, Kerala, India",,Private Sector,5ft 5in,SMM1735038,Hindu
I have done Masters in Physics from Delhi University. I have recently done one year Executive General Management Program from IIM Lucknow. I am working as an Asst General Manager with a leading automobile firm at Lucknow. My father wasa civil servant/ defence background. He expired in 1990. My mother is retired and stays with me. I have two brothers both are married. I suffered from GB syndrome twice which leads to muscle weakness. I have recovered now and I can independently walk. I wear supports in my shoes till calf only. Due to a fall I have a slight limp in my walk.,41,Baniya,"Lucknow, Uttar Pradesh, India",,MNC,5ft 5in,SMM1726697,Hindu
"I am putting this profile on behalf of my brother who is in Abroad. He is currently working in a Catering Company in Kuwait as a Banquet Manager and has done his Diploma from St Marys College  Bangalore.  His family includes his mother and father both retired, and has 2 brothers, 1 he is married and a sister, also married.",41,Mudaliyar,,,Private Sector,5ft 5in,SMM1727104,Hindu
"SIMPLE, GOD FEARING AND STRAIGHT FORWARD. ",41,Catholic,"Mumbai, Maharashtra, India","K.J. Somaiya Institute of Mgmt Studies & Research, Mumbai",State Government,5ft 5in,SMM1721990,Christian
"Hard working, simple, down to earth person, flexible, broadminded, easy going and adaptable to modern life with no bad habits. Presently working in Engineering Industry in Senior management cadre in Sales & marketing handling Core domestic & International Industrial Projects. ",41,Brahmin,"Mumbai, Maharashtra, India",Other Engineering Institute,Private Sector,5ft 8in,SMM1720671,Hindu
"I believe that a healthy matrimonial relationship always has trust, tolerance, mutual respect and understanding of the feelings of each other. I am a simple, down to earth person in general who can be generous in love and care for those who understand and return the same and am looking for such a person who can share all the joy and grief in life together who can understand both mind and body. I'm a sort of active person. I lost my wife to an illness. ",41,Ezhava,"Kochi, Kerala, India","Mahatma Gandhi University, Kerala",Others,5ft 4in,SMM1720721,Hindu
I am a very simple and straight forward person.,41,Muthuraja,"Rest of Tamil Nadu, Tamil Nadu, India",,Private Sector,5ft 2in,SMM1720637,Hindu
Myself a software engineer turned life skill management and yoga consultant and social worker works for the uplift for underprivileged children and old age people also teaching yoga to youths and masses. Left my engineering job for the love and passion of Yoga.,41,Kayastha,"Guwahati, Assam, India",,Others,5ft 8in,SMM1721152,Hindu
"I'm deeni inclined, hardworking, down 2 earth, attend all Islamic programs in area. I'm not a millionaire but I can support a family, financially stable, very calm and cool personality. Jovial with a good sense of humor, I like traveling and am living on peace beautiful place in this world. ",41,Sunni,,,Others,5ft 6in,SMM1720087,Muslim
I'm widow and simply liberal person. Have 2 child and they are my life.,41,Brahmin - Jangid,"Ahmedabad, Gujarat, India",Gujarat University,Private Sector,5ft 8in,SMM1713863,Hindu
VERY SIMPLE & FUN LOVING PERSON. ,41,Mudaliyar,,,Private Sector,5ft 9in,SMM1723445,Hindu
"I am simple & caring guy, who lives in Bangalore from past 20 years. ",41,Brahmin - Shivhalli,"Bangalore, Karnataka, India",Board of Technical Education,Private Sector,5ft 8in,SMM1713001,Hindu
"I am soft spoken,sensitive emotional person having high ethical values and want to do different in life with honesty and by helping others. I am interested in movies, listening to music and traveling. In education I have done M.Com, Professional Diploma In Financial Management from All India Management Association, New Delhi. Passed Insurance Brokers Exam (Insurance Regulatory Development Authority) from National Insurance Academy, Pune. 100 Hrs practical training on Insurance Broking from RNIS college of Insurance, Delhi. Pursuing MBA From Indira Gandhi National Open University (IGNOU), Delhi. ",41,Brahmin - Sanadya,"Agra, Uttar Pradesh, India",Agra University,Private Sector,5ft 9in,SMM1713079,Hindu
"I can best describe myself as honest, well-educated, fun loving, open-minded, understanding and ambitious person. I believe every human being is innocent and pure at heart. ",41,Vaishnav,"Mumbai, Maharashtra, India",Other General University,Others,5ft 10in,SMM1708181,Hindu
"I am an ambitious, friendly, open minded and free person.",41,Kayastha,"Kolkata, West Bengal, India",,Private Sector,5ft 6in,SMM1719600,Hindu
"Am a simple person, loving, caring and God fearing person and wishes to find the same in my life partner.",41,Others,"Chennai, Tamil Nadu, India",Andhra University,Private Sector,5ft 5in,SMM1697321,Christian
Am a simple but with aspirations for the future will go an extra mile to keep near and dear-ones happy.,41,Mudaliyar,"Bangalore, Karnataka, India",,Private Sector,5ft 10in,SMM1697870,Hindu
"I am simple, practical & down to earth person believe in humanity, sincerity & hard work. Live and Let live is my philosophy of life and believe that we should live life for others also. I am working as Assistant Professor in Govt. Dental College.",41,Scheduled Caste,"Delhi, Delhi, India",Other Medicine/ Dental Institute,Central Government,5ft 7in,SMM1693647,Hindu
"I am a commercial designer. Living with the joint family having 1 brother & 1 sister, both they are married. ",41,Bhandari,"Mumbai, Maharashtra, India","Other College, Mumbai University",Private Sector,5ft 6in,SMM1690380,Hindu
"I am a responsible, self confident and fun loving person who has a good set of values.",41,,,,Others,5ft 5in,SMM1697891,Hindu
"Ravi belongs to Bhopal. Presently working in MNC in Bangalore as Project Manager. Schooling from Campion Bhopal, BE from Bhilai. Late Father was Principal in Govt Sience Collage, Bhopal. Mother is Homemaker. Younger brother and sister is also Engineer wrking in reputed Company at Bhopal",41,Kayastha,"Bhopal, Madhya Pradesh, India",,MNC,5ft 7in,SMM1676892,Hindu
"I am happy with my life and would love to find someone to share it with. I have an amazing daughter. I enjoy going to activities, the outdoors, skiing, traveling, laughing, going to sporting events, and hanging out with friends. ",41,Others,"Denver, Colorado",,Private Sector,5ft 10in,SMM1723071,Christian
"I am Susanta Chakraborty, Gothra-Batsa. Am cool minded, soft spoken, high spiritual, social, humanistic and simple person.",41,Brahmin,"Kolkata, West Bengal, India",,Private Sector,5ft 11in,SMF1687865,Hindu
"I am a smart, fair, average height and built professionally qualified (MCA and an MBA) and employed in an engineering institute in NCR. I am divorced after one year of marriage. Simple family, highly educated parents and retired now. ",41,Brahmin,"Greater Noida, Uttar Pradesh, India",,Private Sector,5ft 7in,SMM1667523,Hindu
"I am very honest, humble, caring and fun loving person.",41,Baidya,"Kolkata, West Bengal, India",,Public Sector,5ft 7in,SMM1722157,Hindu
"My brother is very simple and hard working, we are looking out for a partner who is also very simple. He has house of his own and looking out for a partner who will be honest and will take care of him.
 ",41,Catholic,"Mumbai, Maharashtra, India","Jawahar Lal Nehru University (JNU), Delhi",Public Sector,5ft 9in,SMM1691205,Christian
