aboutText,age,caste,city,college,employedIn,height,profileID,religion
I am very simple and very much emotionally attached to my near & dear ones.,34,Veerashaiva,"Jammu, Jammu and Kashmir, India",,Public Sector,5ft 7in,SMM1760477,Hindu
My Brother is Working in Delhi Metro Rail Corporation as Junior Engineer. He is smart and good nature.,34,Jatav,"Delhi, Delhi, India",,Public Sector,5ft 8in,SMM1758476,Hindu
I belonged to jat (Chaudhary) community. We are originally from Agra U.P. I did my schooling and graduation (BBA) from Delhi itself and PG (MBA in Tourism) from IMS. Gaziabad. I have my own travel agency in Noida and staying with my parents. ,34,Jat,"Delhi, Delhi, India",,Private Sector,5ft 10in,SMM1758908,Hindu
"Presently working with a Government Organization as Asstt. Public Relation/ Information officer, Superintendent rank. Am sharing, caring and loving nature, very romantic and respect for elders.",34,Yadav,"Delhi, Delhi, India",,Central Government,5ft 9in,SMM1758976,Hindu
Divorced. Have a 5 year old daughter living with me. Looking for a homely partner who is willing to live a life abroad.,34,Maratha,"Nasik, Maharashtra, India",,Private Sector,5ft 8in,SMM1757613,Hindu
I am a very simple person who believe in simplicity. Staying in Guwahati with my parents & my brother. Working in FMCG company as IT Officer. ,34,Scheduled Caste,"Guwahati, Assam, India",,Private Sector,5ft 6in,SMM1757702,Hindu
"Pragmatic in approach, value & respect relationship, believe in commitment.",34,Kayastha,"Delhi, Delhi, India",,Private Sector,5ft 10in,SMM1755061,Hindu
I am a simple person who values and respects relationships.  I have completed my PG in management with specialization in Finance and Marketing. Currently working with Indian MNC as assistant manager.,34,Kayastha,"Mumbai, Maharashtra, India",,MNC,5ft 6in,SMM1755266,Hindu
"Simple, traditional, caring parents and elders, soft nature person. ",34,Maratha,"Bangalore, Karnataka, India",,Private Sector,5ft 7in,SMM1756933,Hindu
I am straightforward and simple. I like honesty and hard working. ,34,Maratha,"Ahmednagar, Maharashtra, India",,Private Sector,5ft 5in,SMM1755377,Hindu
"Like most people, I find it difficult to write effectively about myself. The act of summarizing a life in a few well-chosen words is far more difficult than it might at first appear. I am a straight forward, lighthearted, sensitive, fun loving person. I do not have much hang ups in life but I certainly give due importance to transparency in all that I do. My interest lies in listening to music, traveling, collecting songs. I am looking for a life partner with whom I can relate to as a friend, should be able to understand myself as I strongly believe that for any relationship communication is of prime importance. Its only when two minds can talk to each other and can understand each other so that we get along well. Every relationship has to go through its thick and thins but if we can understand each other as friends then I think we can together overcome all hurdles.",34,Brahmin,,,MNC,5ft 6in,SMM1753800,Hindu
Hi I am fun loving person and completed my law graduation recently.,34,Brahmin,"Nasik, Maharashtra, India",,Others,5ft 7in,SMM1751214,Hindu
"Awaiting Divorce, will take another 6 months to get clear. rest on meeting.",34,Arora,"Gurgaon, Haryana, India",,Private Sector,6ft 1in,SMM1750417,Hindu
"We belong to an upper middle class Bengali Brahman family and have been settled in Mumbai since the last 20 years. We originally belong to Howrah, West Bengal and still have close relatives living there. We are a Probashi Bengali family and have properties in Mumbai and Kolkata. I (sister of the groom) am married and settled in London, United Kingdom. We are a family of 4 people (sister, brother, ma and baba). Baba is a retired official from an Oil and Gas PSU and currently serving as a senior professor of Petroleum engineering in a respectable university. We are looking for a graduate level, Bengali Brahman girl from a respectable family. She could be from any part of India or abroad (UK, Canada preferable) and should be working so that both groom and the bride can live a comfortable life together.",34,Brahmin - Barendra,"Mumbai, Maharashtra, India",,Private Sector,5ft 5in,SMM1754234,Hindu
"I have my own business of seeds. I am Masters in Psychology. Other Education- Software - Mac, Avid, Infocaster, Infinity. Certificate in Digital marketing. I worked with different fields- Direction, Production, Editing of Ad films, films, serial and broadcasting. Grandfather was reputed political personality, not alive. Father Doctor, retired from Agricultural University and mother housewife. Two sisters, both married to business personals. Native place is Hisar. I am creative, curious and respectful person. ",34,Jat,"Hissar, Haryana, India",,Private Sector,5ft 10in,SMM1746558,Hindu
"I am simple person with traditional,religious values. I obey my elders with all respects. Morality & sincerity are first preference. I expect the same from my partner.",34,Balija,"Mysore, Karnataka, India",,MNC,5ft 6in,SMM1747754,Hindu
"Very simple person, down to earth, giving respect to family values. ",34,Brahmin - Gaur,"Greater Noida, Uttar Pradesh, India",,Private Sector,5ft 7in,SMM1747548,Hindu
I am from madhwa desatha marati speaking community working in software company as team lead. looking for the bride from same community.,34,Brahmin - Deshastha,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 11in,SMM1752705,Hindu
"My son is young, handsome and educated boy. He posses a good personality. He owes respect for elders and family. He is very down to earth and understands the ethical and moral values.",34,Khatri,"Meerut, Uttar Pradesh, India",,Private Sector,5ft 8in,SMM1746714,Hindu
I am a simple man and interested in social service. Our family has political background.,34,Devandra Kula Vellalar,"Tiruchirapali, Tamil Nadu, India",,Private Sector,5ft 4in,SMM1748883,Hindu
"Coming from a middle class family, working in Mumbai in a MNC in IT field. ",34,Brahmin - Halua,"Kalyan, Maharashtra, India",,MNC,5ft 7in,SMM1745863,Hindu
"My Son works hard, is caring, has regular habits, friendly outgoing.More specific details when needed.",34,Sia,"Bangalore, Karnataka, India",,MNC,6ft,SMM1750028,Muslim
I am simple and straight forward person.,34,Brahmin,"Bangalore, Karnataka, India",,MNC,5ft 10in,SMM1752856,Hindu
"Simple, down to earth, respectful and caring person. Working in the well reputed company. ",34,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 7in,SMM1742675,Hindu
I am a straight forward and down to earth person with positive attitudes and always try to be a good person. Simple and helping in nature.,34,Koiri,"Lucknow, Uttar Pradesh, India",Allahabad University,Others,5ft 7in,SMM1743334,Hindu
Simple and down to earth person. ,34,Lohana,"Mumbai, Maharashtra, India",,Private Sector,5ft 6in,SMM1744241,Hindu
"I belong to a simple upper middle class family of 4 members that includes my mom, brother and his wife. ",34,Kayastha,"Allahabad, Uttar Pradesh, India",,Private Sector,5ft 4in,SMM1753667,Hindu
"An extrovert, fun loving, focused, highly confident and ambitious.",34,Jat,"Abu Dhabi, Abu Dhabi",,Private Sector,5ft 8in,SMM1743589,Hindu
"I am working as an Assistant Professor in Government PG College, UP. I have also qualified UGC's JRF-NET and until recently, i was working as Senior Research Fellow in BHU, Varanasi. Besides, i am also pursuing my PhD from BHU which i shall submit by end of Dec 2013. I am a straight-forward, down-to-earth guy who believes in strong family values and honesty of the relationship. I am fond of music and people say i am good at singing. We basically belong to Maunathbhanjan, U.P. My Father was in Indian Army. We are a close-knit joint family where everybody cares for everybody.",34,Kayastha,"Mau, Uttar Pradesh, India",,State Government,5ft 10in,SMM1741091,Hindu
I belong to a middle class family.,34,Pillai,"Madurai, Tamil Nadu, India",,Central Government,5ft 2in,SMM1744870,Hindu
"Am Rasheed pasha, working in Gulf, Qatar and looking for an educated & qualified girl who can understand and knows how to handle home as well as professional life.   ",34,Sunni,"Gulbarga, Karnataka, India",,Private Sector,5ft 6in,SMM1745564,Muslim
"I am straight forward, simple & honest person. ",34,Mahishya,"Kolkata, West Bengal, India",,Others,6ft 1in,SMM1743466,Hindu
My brother is a calm and soft natured person and we are looking for a bride who would be a good pair for him.,34,Vishwakarma,"Chennai, Tamil Nadu, India",,Private Sector,5ft 10in,SMM1739935,Hindu
Live with my parents. Very simple person believes in moral values.,34,Brahmin,"Kolkata, West Bengal, India",,Private Sector,5ft 5in,SMM1742241,Hindu
"Simple, religious, caring & god loving person with good values from a respectable family.",34,Khatri,"Delhi, Delhi, India",,Private Sector,6ft,SMM1738259,Hindu
Prabhu is working in Kotagiri. Looking for lovable and adjustable bride.,34,Badaga,"Ooty, Tamil Nadu, India",,Private Sector,5ft 4in,SMM1746997,Hindu
JOLLY AND CARING. P.G. FROM AGRA UNIVERSITY. B.ED AND WORKING AS PRAKHAND SHIKSHAK.,34,Brahmin - Maithil,"Samastipur, Bihar, India",,State Government,5ft 8in,SMM1744859,Hindu
"I am Mahendra Kumar Gupta. I run my own business and graduate from Attra Degree College, Banda. I am very optimistic, cheerful and caring by nature.",34,Baniya,"Banda, Uttar Pradesh, India",,Others,5ft 5in,SMM1748215,Hindu
"I am simple and kindhearted man, simple nuclear family.",34,,,,Private Sector,5ft 5in,SMM1744932,Hindu
"I am self loving, family oriented person and work for self growth and development.",34,Kalwar,"Bokaro, Jharkhand, India",,Private Sector,5ft 6in,SMM1746560,Hindu
"I am down to earth and trustworthy person who like to travel, working in Guangzhou-China since last 5 years as diamond buyer manager in jewelry industry.",34,Sadgope,"Howrah, West Bengal, India",,MNC,5ft 7in,SMM1729487,Hindu
"He is a smart & handsome boy and has been an excellent student & completed his B.Com (Bangalore University), PGDBM in General Management from Bharatiya Vidya Bhavan. Currently he is working as a Team Lead in an MNC. ",34,Bhavasar Kshatriya,"Bangalore, Karnataka, India",,MNC,6ft,SMM1736522,Hindu
"Smart, career oriented boy, looking for a suitable match. ",34,Mahajan,"Gurgaon, Haryana, India",,MNC,5ft 11in,SMM1728005,Hindu
Born and brought up in Karnataka. Studied in various places and finally settled in Bangalore for work. Currently working in a well known MNC as a solution architect/consultant. Hail from a moderate middle class family with moderate thinking and traditional values. ,34,Brahmin - Deshastha,"Bangalore, Karnataka, India",,MNC,5ft 6in,SMM1735870,Hindu
"Am a simple, down to earth and god fearing person.",34,Brahmin,"Mohali, Punjab, India",,State Government,5ft 7in,SMM1729933,Hindu
Am with ambitious & self confidence to be reach an avenue. Always have aspire to do good & humble with dignity to do work.,34,Reddy,"Hyderabad, Andhra Pradesh, India",,Public Sector,5ft 11in,SMM1734477,Hindu
"My name is Vipul & I am from Pune.
I did my education from a college which falls under the University Of Pune.

My interests are to play cricket, listen music, interact with new people. I am ambitious, believe in vision & action. I enjoy everything that I do.

I am specialized in giving training and development in ?Information Technology? sector. 

This is all about me.
",34,Shewetamber,"Pune, Maharashtra, India",,Others,5ft 7in,SMM1735749,Jain
"Hi, this is deepak from Pune. I am working in the software company as a Technical Lead. I belong to a cultured and nuclear family. ",34,Agarwal,"Pune, Maharashtra, India",Mumbai University,MNC,5ft 8in,SMM1724979,Hindu
I'm a believer of destiny and i believe that whatever has happened to me in the past is for my good and whatever my future beholds is for my best. Awaiting my best to be explored.,34,Padmasali,"Hyderabad, Andhra Pradesh, India",,Others,5ft 5in,SMM1725830,Hindu
