aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Funny, intelligent, sensitive, happy, caring, curious.
",43,,"Campbell River, British Columbia",,Private Sector,5ft 8in,SMM1757282,Others
"Am a straight forward, devoted, honest and dedicated person who cares for the human values and respect for the relationship. ",43,Yadav,"Delhi, Delhi, India",,Central Government,5ft 9in,SMM1755392,Hindu
I am divorcee and alone living with mother. I'm Ayurveda therapist working in pvt Ayurveda hospital. ,43,Nair,"Nagercoil, Tamil Nadu, India",,Others,5ft 8in,SMM1751629,Hindu
"I have done Masters in commerce, Masters in Personel Mgt, MBA(finance) and PGD in marketing management. Belongs to close nit nuclear Maratha family.Working in the Indian Armed Forces as an officer. Simple with the blend of modern & traditional values, Teetotaler, fitness freak, straight forward, love Adventure sports, Trekking, traveling.",43,Maratha,,"Symbiosis Institute of Business Management (SIBM), Pune",Central Government,6ft,SMM1738485,Hindu
"Down to earth, simple, well settled and well educated. Like outdoor activities and keep myself physically fit. Did engineering from IIT and MBA from USA. Looking for a well educated, simple, balanced person.",43,Agarwal,"Hyderabad, Andhra Pradesh, India",,MNC,5ft 8in,SMM1730638,Hindu
Am presently working in govt sector and staying at Cuttack.,43,Brahmin,"Cuttack, Orissa, India",,State Government,5ft 6in,SMM1738416,Hindu
I am a straight forward man with positive thoughts and God fearing.,43,Sunni,"Mecca, Makkah","Jawahar Lal Nehru University (JNU), Delhi",Private Sector,5ft 6in,SMM1727699,Muslim
"My self 44 years, having 2 male kids, doing own business in Chandigarh.",43,Agarwal,"Chandigarh, Chandigarh, India",,Others,5ft 7in,SMM1725183,Hindu
"I am simple and want a partner who loves me, honest and perfect. ",43,Karmakar,"Rest of West Bengal, West Bengal, India",,Others,5ft 3in,SMM1733646,Hindu
I'm a Laid back guy who enjoys spending time with friends and meeting new people. My family means the world to me. ,43,Catholic,"Mumbai, Maharashtra, India",Others,Public Sector,6ft 4in,SMM1718526,Christian
"I am broad minded and easy going guy. Like traveling, adventure & sports. ",43,Brahmin - Havyaka,"Mysore, Karnataka, India",Karanataka University,State Government,5ft 8in,SMM1720759,Hindu
"I am kindhearted, down to earth and honest person. Belong to respectable family. ",43,Sunni,"Raichur, Karnataka, India",Other NIT/ RECs,Central Government,5ft 9in,SMM1717381,Muslim
"I am very simple, honest, open hearten person, loving, caring and funny in nature. I have good patience and able to work under pressure, able to handle situation and leading the work force across the country. Currently, I am working as Chairman cum Managing Director in my own group of companies and engaged in various segments to do the business. ",43,Rajput,"Pune, Maharashtra, India",North Maharashtra University,Private Sector,5ft 6in,SMM1696150,Hindu
I am a very simple man who wants to keep things simple.,43,Sunni,"Srinagar, Jammu and Kashmir, India",Other General University,Private Sector,5ft 5in,SMM1704238,Muslim
I am a happy-go-lucky kind of person. Enjoys every moments of life. ,43,Catholic,"Mumbai, Maharashtra, India",Harvard University,Private Sector,6ft 2in,SMM1722938,Christian
Born and raised in Mumbai in a middle class family. I have my parents living in Mumbai and 2 brothers and a sister settled and living in Mumbai. I too have decided to settle back in India hence looking for match with whom could have a good and sound future for both.,43,Catholic,"Dubai, Dubai",Other General University,Private Sector,6ft 2in,SMM1692972,Christian
Am simple and down to earth person.,43,Arora,"Delhi, Delhi, India",Other General University,Private Sector,5ft 7in,SMM1689049,Hindu
