aboutText,age,caste,city,college,employedIn,height,profileID,religion
Am clam and lovable person and like to enjoy my life.,24,Brahmin - Iyer,"Mumbai, Maharashtra, India",,Private Sector,5ft 8in,SMM1759645,Hindu
"Myself Krunal Sharma, have studied out Master of science with the specialization of chemistry and looking for P.Hd. in the same. We are five members in my family, father is working in reputed organization, mother is home maker, little brother is also working in good company with study, little sister is studying in B.com.",24,Brahmin,"Ahmedabad, Gujarat, India",,Private Sector,5ft 11in,SMM1758418,Hindu
Employed in ministry of Communication and Information technology.,24,Kurmi,"Muzaffarpur, Bihar, India",,Central Government,5ft 7in,SMM1758962,Hindu
My son is a simple family oriented and down to earth person. ,24,Lohana,"Nagpur, Maharashtra, India",,Public Sector,5ft 9in,SMM1759435,Hindu
I am very fun loving person who loves to take things in calm manner. Life is quite exciting to me as it has galores of opportunities and experiences to offer and i feel one should always make the right use of it.,24,Sindhi,"Kanpur, Uttar Pradesh, India",,Others,5ft 11in,SMM1759528,Hindu
"Fair, Smart, Tall, Handsome, Professional, working as an Assistant Manager and posted at Muktsar, belongs to Bhatia (Chicharey) family based in Dehradun, Uttrakhand. ",24,Khatri,"Patiala, Punjab, India",,Private Sector,5ft 11in,SMM1759825,Hindu
"I am working as a research scholar pursuing Ph. D at University of Alberta, Edmonton, Canada with financial assistance from Canadian Govt/research funding in the field of Energy/Environment since Sept 2013. I have passed M. Tech (Biotechnology) - topper from IIT Kharagpur in 2013, did B. Tech (Biotechnology) from Manipal University, Karnataka -- topper in class. I got sponsorship for research work in Poland for 2 months; again for 9 months at Technical University of Munich, Germany. ",24,Agarwal,"Edmonton, Alberta",IIT Kharagpur,Public Sector,5ft 10in,SMM1757475,Hindu
"My self Ashwini kapoor, a business man in packaging industry.",24,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 11in,SMM1756406,Hindu
He is good in nature and looking to settle down with a perfect partner.,24,Kayastha,"Delhi, Delhi, India",Jamia Millia Islamia University,Central Government,5ft 11in,SMM1755122,Hindu
"I am a guy with professional approach towards life. I am confident, caring and enduring, and some time behavior a emotional person. Working as an Area automobile part design. My dad has retired as a govt. employee and my Mom is housewife. I am looking for a beautiful girl with loads of confidence and who wants to create her own identity. I am liberal and do not have any problem with career oriented girl.",24,Brahmin - Sanadya,"Delhi, Delhi, India",,Private Sector,5ft 9in,SMM1754323,Hindu
"I am Praveen Sahu, Living in New Delhi. I have completed my B.Sc(IT) in 2011 & Now, i am working as Social Media Manager at Goldocean Communication, A South Korean Company. I belong to Pratapgarh (U.P.) & have my family there. I love watching movies & traveling to different places.",24,Gupta,"Delhi, Delhi, India",,MNC,5ft 5in,SMM1756592,Hindu
Very friendly and willing to live life like anything.,24,Vishwakarma,"Gandhi Nagar, Gujarat, India",,MNC,6ft,SMM1756796,Hindu
"Very frank and open minded person, caring and honest.",24,Rajput,"Delhi, Delhi, India",Other General University,MNC,5ft 7in,SMM1753405,Hindu
I am amardeep singh from patiala (Punjab). I am finding that girl who true love me and care me also her self. ,24,Sikh - Ramgharia,"Patiala, Punjab, India",,Private Sector,5ft 7in,SMM1753577,Sikh
I like traveling and making new friends. I like to discover new places & make my family happy.,24,Vaishnav,"Gandhi Nagar, Gujarat, India",Gujarat University,Private Sector,5ft 7in,SMM1754495,Hindu
Am simple and straight forward person.,24,Arya Vysya,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 7in,SMM1754892,Hindu
"Hi, am a cool minded person. Have done MBA with Tourism and now running my own company in Delhi as well as Lucknow as Position of Co- Founder / Managing Director.",24,Kshatriya,"Kheri, Uttar Pradesh, India",,Private Sector,5ft 7in,SMM1756192,Hindu
"My son has very strong academic background, being topper at all levels of his educational profile with equal interest and involvement in sports and co-curricular activities. He completed his B.Tech in 2011 with 85%(one of the toppers) and got campus placed in Infosys as Systems Engineer. Being only son and youngest among siblings, it is pleasing to see him grow and become very responsible, understanding and mature person at his age. He came forward and took responsibility to arrange recent marriage of my family (his 3rd sister) and managed to make it grand event. He is jovial, enthusiastic, very caring and loving person. He is going to be a very Supportive and motivating partner in all aspects of life. We are looking for good looking, well cultured and peace loving prospective bride with good academic background. ",24,Brahmin - Maithil,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 11in,SMM1752994,Hindu
"Working as a Supervisor in Oberoi Flight Catering Services. Done B.SC from FHRAI Hotel Federation of India - Greater Noida, Done BTS from IGNOU. Mother is working in Govt Hospital as Asst. Nursing Supervisor, Father is working in PVT Hospital as a Senior Marketing Executive, Younger sister is doing CS (Company Secretary course). Living in Old Rajinder Nagar, New Delhi. Another property in Greater Noida - Sports City",24,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 7in,SMM1753184,Hindu
"I am a person who believes in simplicity with modern and down to earth thinking. Highly respect educated females with beautiful heart. I am caring, loyal and open mind person who believes in love cum arrange marriage. I love watching movies and traveling around the world.",24,Maratha,"Pune, Maharashtra, India","Other College, Pune University",Not Working,5ft 7in,SMM1753336,Hindu
"I'm Jaswinder kumar from Hoshiarpur, Punjab. Lovable, down to earth and caring person. ",24,Ravidasia,"Hoshiarpur, Punjab, India",,Public Sector,5ft 10in,SMM1756257,Hindu
"Fun loving and likable personality. Am caring, considered to be very sincere at work. Enjoys watching movies, reading and travelling.",24,Kayastha,"Badaun, Uttar Pradesh, India",Rajasthan University,Private Sector,5ft 6in,SMM1751506,Hindu
"I'm Good looking guy and honorable person. My strength is self motivated, hard worker, positive thinking My weakness is I won't trust people easily.",24,Nadar,"Chennai, Tamil Nadu, India",,MNC,5ft 10in,SMM1754189,Hindu
I am simple and friendly. I give respect and love to all.,24,Brahmin,"Cuttack, Orissa, India",,Not Working,5ft 7in,SMM1749944,Hindu
"I am N.Nagabhushana Rao, father of Prashant. He is my younger son. My elder son is also working in Merchant Navy as an Officer and recently got married. We have own house in Vizag and some plot. We are looking for decent family girl. ",24,Kapu,"Vishakhapatnam, Andhra Pradesh, India",,Private Sector,6ft,SMM1752819,Hindu
"My son is a very composed and balanced, family oriented person. He loves reading, watching movies, and playing cricket.",24,Kamma,"Bangalore, Karnataka, India",,Private Sector,5ft 9in,SMM1755171,Hindu
