aboutText,age,caste,city,college,employedIn,height,profileID,religion
"I am an engineer, self employed. ",45,Catholic,"Delhi, Delhi, India",,Private Sector,6ft 1in,SMM1757050,Christian
"Academically I am an economist. Presently writing books of Economics /Business management under the banner of reputed publication house. Simultaneously, I have also set up my own organizaition. ",45,Brahmin,"Delhi, Delhi, India",,Others,5ft 5in,SMM1747480,Hindu
"Am an Ex-Indian navy, presently working as Asst. Regional Manager and staying in Pune.",45,Khatri,"Pune, Maharashtra, India",,Private Sector,5ft 6in,SMM1743729,Hindu
"My friends describe me as social, understanding and helpful person with full of life. ",45,Catholic,"Udaipur, Rajasthan, India",,Private Sector,5ft 11in,SMM1747828,Christian
"I a man with strong values. I am sometimes shy & can be a little reserved at first but it doesn't take me long to start opening up. I am very loyal, honest & love to help people when I can. I will try almost anything once & love adventurous activities. Once I set my mind on something, I am generally very devoted to accomplishing it. I have a good career, several good friends and of course my family that are all very important to me. I have been single for quite awhile since my wife expired & have learned to be fairly independent and I have 1 child. ",45,Catholic,"Bridgend, Bridgend",,Private Sector,5ft 8in,SMM1737461,Christian
He is loving person with sense of humour and creative.,45,Catholic,"Kochi, Kerala, India",,Private Sector,5ft 6in,SMM1739253,Christian
"Calm and quiet, honest, caring, hard working and supportive person. ",45,Protestant,"Bangalore, Karnataka, India",,Others,5ft 9in,SMM1737324,Christian
I am doing my own consultancy work.,45,Vannia Kula Kshatriyar,"Rest of Tamil Nadu, Tamil Nadu, India",,Others,5ft 4in,SMM1735276,Hindu
"I am a simple man, calm and cool in nature, love my family too much, looking for a simple, sweet, kindhearted life partner, who can care her own home and all of us.",45,Kshatriya,"Daman, Daman and Diu, India",National Institue of Industrial Engineering,Private Sector,5ft 10in,SMM1730715,Hindu
"I am honest, simple, love friends, believe in friendship, life is short no place for enemies, love meeting new people, love mingling with new people. ",45,Arya Vysya,"Bangalore, Karnataka, India",,Others,5ft 11in,SMM1731177,Hindu
Am the only son of my family. Mom housewife & dad is no more. ,45,Brahmin,"Mandya, Karnataka, India","Annamalai University, Tamil Nadu",Private Sector,5ft 6in,SMM1716314,Hindu
"Born and Brought up in Goa and Konkan Area. Have completed MBA in Materials Management, prior have gone through Hotel management as well as Diploma Electrical under NCTVT program. Currently working as Materials Manager in International Five Star Chain of Hotels situated at Goa. Seek partner who is willing to settle in Goa. ",45,Bhandari,"Rest of Goa, Goa, India",,MNC,5ft 6in,SMM1729085,Hindu
"I am a simple, loving, romantic, decent, moral, affectionate, kind, caring, simple and gentle person who is responsible too. ",45,Sunni,"Bothell, Washington",,Others,5ft 7in,SMM1724513,Muslim
Looking for a partner who is more of a friend.,45,Rajput,"Delhi, Delhi, India","Other College, Delhi University",Private Sector,5ft 11in,SMM1709276,Hindu
"Myself is straight forward, intelligent, sense of humour, honest and caring person.",45,Arora,"Burnaby, British Columbia",,Private Sector,5ft 11in,SMM1725639,Hindu
