aboutText,age,caste,city,college,employedIn,height,profileID,religion
"My sister is simple and introvert but very sweet. She loves painting, gardening, cooking, knitting and thus spends her leisure time. She likes very quite place and avoids loudness in every respect. She is very adorable among her students as well as colleagues. ",33,Sadgope,"Bokaro, Jharkhand, India",,Private Sector,5ft,SMF1754798,Hindu
Four brothers (two married) two sisters (one married). Graduation from DU. 1 Year Computer Course. At present working as computer operator on contact basis in Delhi administration last 4 years. ,33,Jat,"Delhi, Delhi, India",,Others,5ft 3in,SMF1748002,Hindu
My daughter is very honest & simple girl as well as good looking. ,33,Arora,"Rest of Delhi, Delhi, India",,Private Sector,5ft 4in,SMF1746270,Hindu
"Hardworking and a dedicated individual, driven by success. I am very down to earth and easy to get along with and have a good sense of humor. ",33,Shewetamber,"Mumbai, Maharashtra, India",,Private Sector,5ft 2in,SMF1749148,Jain
My father had pass away so who is caring person & understand. ,33,Maratha,"Mumbai, Maharashtra, India",,Not Working,5ft 2in,SMF1744823,Hindu
"My sister is well mannered, simple, caring, understanding, trustworthy and a very kindhearted girl. She is a Secondary Maths Teacher in one of the Reputed CBSE School in Mumbai. From a close knit family having 8 people (Extended) and everyone is extremely loving, respectful and caring. ",33,Sunni,"Mumbai, Maharashtra, India",,Private Sector,5ft,SMF1746757,Muslim
I am a liberal and open mind human being with high ambitions and want an understanding partner.,33,Jat,"Meerut, Uttar Pradesh, India",,Private Sector,5ft 4in,SMF1747409,Hindu
"SWEET, SIMPLE, SOBER, BEAUTIFUL , EDUCATED AND WORKING GIRL.",33,Jatav,"Delhi, Delhi, India",,Private Sector,5ft 2in,SMF1747912,Hindu
"She is beautiful, tall and innocent.",33,Sikh - Khatri,"Chandigarh, Chandigarh, India",,Private Sector,5ft 6in,SMF1742174,Sikh
"We are live in chennai. My sister fully Jesus faith. 4 bros. 2 bros getting married. One elder sister is married. 
",33,Protestant,"Chennai, Tamil Nadu, India",,Not Working,5ft 2in,SMF1744266,Christian
I am simple girl with modern thoughts and confident in nature.,33,Chaudary,"Rupnagar, Punjab, India",,State Government,5ft 2in,SMF1740402,Hindu
"She is a very simple and straightforward girl who likes to travel, read books and listen to music. She is very friendly and liberal type of lady. She is also very perfectionist about each and every minute details of life and finally she belongs to a truly educated, cultured and liberal family who does not have any prejudice about religion and caste and many of her relatives and friends belong to non-christian families.",33,Protestant,"Kolkata, West Bengal, India",,State Government,5ft 2in,SMF1739426,Christian
I am a successful professional working with a well known company. We are a close-knit family with modern values. My mom is a home maker. I enjoy reading and music and I am looking for someone who believes that marriage is a journey for growth and fulfillment for life.,33,Nepali,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,SMF1738358,Hindu
"My Self Meena Negi, a self confident, hard working and energetic girl. I am a good home maker. Believing in ""Simple living and high thinking.believe in family values. Some expectations from my life partner that he will always stand with me in every situation. ",33,Rajput,"Rupnagar, Punjab, India",,State Government,5ft,SMF1740226,Hindu
"She is easy going, caring, honest, religious, cool and calm by nature. Loves traveling and shopping. Love to spend time with family and friends. Presently working as Coordinator. Looking for partner who should be slim.",33,Scheduled Caste,"Delhi, Delhi, India",,MNC,5ft 3in,SMF1737699,Hindu
"She is an innocent divorcee, had a brief marriage of about a month. She is good looking and most importantly a very good human being. We are looking for a well settled issue less person having very good moral and social values.  ",33,Kshatriya,"Allahabad, Uttar Pradesh, India",,Central Government,5ft 1in,SMF1738431,Hindu
