aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Fair, Handsome, Well educated, modern outlook balanced with traditional upbringing.
Finished high school & college years in Dharwad, Completed Graduation in  Electronics after which did masters in Foreign Trade. Currently working in Bangalore as an Strategic Account Manager in MNC IT company. The interests are music, movies, traveling and reading. ",36,Brahmin - Deshastha,"Bangalore, Karnataka, India",,MNC,5ft 6in,SMM1759209,Hindu
I am cool going guy and looking for life partner from very cultural family.,36,Brahmin - Kota,"Bangalore, Karnataka, India",,MNC,5ft 8in,SMM1758091,Hindu
"I am a shy, kind hearted, soft spoken, very honest and straight forward guy and I believe in Law of Karma. I am an Automobile Engg. Diploma holder Passed in 1998 from Jabalpur Polytechnic. At present, working as a freelance Cameraman and Steadicam operator. ",36,Kayastha,"Thane, Maharashtra, India",,Others,5ft 5in,SMM1759036,Hindu
"Mutual respect, trust & love constitute the base of a successful marriage and a successful marriage emerges from being the right mate, rather than finding one. I have very high regards for women and I don't believe in treating women merely as 'objects'. Since childhood I have seen in our society; whether she is a mother, wife, daughter or sister: in every role a female does lots of sacrifices for the well being of everyone (till her last breath) but in return she hardly gets what she is entitled to. My goals in life include achieving happiness through spiritual growth, enjoying both eastern and western culture, spending time with family and close friends thus simply living life in great spirits. People say I am confident, kind hearted, a good listener, caring, sensitive, always stand up for my near and dear ones, having good sense of humour, having cool temperament who likes to forgive and forget. I am a God fearing religious person. Being calm and quiet by nature & keeping myself away from unnecessary fighting and arguments, I live a very simple life; pure vegetarian, never drink, smoke or having any other bad habits.",36,Gupta,"Mumbai, Maharashtra, India",,Others,5ft 8in,SMM1757764,Hindu
"I am a blend of a modern and traditional person and I am looking for a same kind of personality like mine. My hobbies and interests are traveling and exploring new places and culture, listening to all kind of music, watching movies, gymming and love to play sports. I like visiting places which are scenically beautifully and like being close to nature. Basically I am a happy-go-lucky person who loves to enjoy life to the fullest and someone who makes the most of every moment. I have done my higher studies from Scotland,UK and have traveled extensively all across the globe for my official trips and assignments. My father has a business set up in Allahabad i.e. my native place. He is running his guest house there and my mother is a house-wife. I have an elder sister who is married and running her fashion boutique in Allahabad. My younger brother is into film-production in Mumbai. My Brother-in Law is a Director of an Engineering College in Allahabad. I am looking for a girl who is somewhat like me and who is modern yet homely and should be rooted and cultured. She should be humorous and fun-loving and an interesting company to be with. Looking for a genuine, loving, caring and a good human being. ",36,Khatri,"Mumbai, Maharashtra, India",,MNC,6ft,SMM1753461,Hindu
"Am from an army background, presently working as Operations Manager in New Delhi. ",36,Rajput,"Delhi, Delhi, India",,Private Sector,5ft 6in,SMM1752108,Hindu
"I am 36 year old and working with MNC. I love adventure & like to talk challenges in life.I am a straight forward and honest person. I am Looking for someone who is loyal, liberal and also well-educated & caring. In personally belief in hard work, Value of parents cum Friends.",36,Khatri,"Delhi, Delhi, India",,MNC,5ft 8in,SMM1753296,Hindu
"Being a software engineer, mostly I spend my time with the computers. I like playing computer games, listening to songs and watch movies in my leisure time. I am the only son of my parents and is very close to them. We are fond of traveling different places, sometimes we go for a long drive in our car. We have good terms with all our relatives and have our family Durga Puja every year in my uncle's house. Our family Durga Puja is more than 300 years old.",36,Kayastha,"Kolkata, West Bengal, India",,Private Sector,5ft 5in,SMM1751572,Hindu
"I am Employed in State Bank Of India as Senior Special Assistant or Cash Officer (Manager of Cash - Scale II Cadre) who is responsible for Cash Department of the Branch. I am director of Cash Department and Boss of lower Cashier. I and Manager of Accounts jointly responsible for transaction of Cash Vault. I am Widower but young, energetic, smart and all rounder in all type of activities/Home affairs in my life.",36,Vaishya,"Patna, Bihar, India",,Central Government,5ft 8in,SMM1751505,Hindu
"Consider myself to be smart, good looking & down to earth/jovial  kind of a person.  Rite now settled at Pune but family based at Mumbai. Professionally sounded, associated as GM with a MNC pharma Co.",36,Shewetamber,"Mumbai, Maharashtra, India",,Private Sector,5ft 8in,SMM1751070,Jain
