aboutText,age,caste,city,college,employedIn,height,profileID,religion
I am a God fearing person. I am looking for a loving and caring life partner.  ,47,Protestant,"Mumbai, Maharashtra, India",,Private Sector,5ft 10in,SMM1757105,Christian
"Am a loving, caring and God fearing man. Looking for for a God fearing woman and loving woman.",47,Catholic,"City of London, Greater London / Middlesex",,Private Sector,5ft 7in,SMM1753370,Christian
"Ethical, kind, affectionate, generous, music-lover and pet-lover. (I had worked as an eye specialist at Dubai, United Arab Emirates for 3 yrs).
",47,Chettiar,"Rest of Tamil Nadu, Tamil Nadu, India",Mangalore University,Private Sector,5ft 10in,SMM1751080,Hindu
"Hi, i am putting up this profile on behalf of my brother. He has done his Masters. His family includes his father who is retired, and has 5 brothers, 4 of whom are married and a sister, who is married. His native place is Agra. He is simple, honest, god fearing,well educated and cultured person belong to a well respected and settled rajput family of U.P. respect elders and love younger. Love music and songs, He is a sportsman, play cricket, hockey and football. love pets.see T.V. and movies. We have own house in Agra and Surat. He is sincere and cooperative, sensitive and committed in nature. I believe in joint family. Partner should be well cultured and educated,working and supporting and adjustable, matured lady who has values and take care of him and his relatives or family. If any one who is alone or only child or only daughters of their parents, He can relocate with her and take care of her and her parent or family or join with her business also if she desire or like it. He can be ghar jamai also.",47,Rajput,"Surat, Gujarat, India",Agra University,Private Sector,5ft 7in,SMM1748423,Hindu
I have done Diploma in Engineering and working in Private company from last 20 years in a same company. I am single alone in my family as my parents have passed away. I am interested in marrying marry with a simple Bengali Brahmin girl. ,47,Brahmin,"Delhi, Delhi, India",,Private Sector,5ft 7in,SMM1744211,Hindu
"I am living with my father and one brother. I have two brothers, both are married, one is living separately and other is expected to go soon. ",47,Brahmin - Kokanastha,"Mumbai, Maharashtra, India",,Others,5ft 4in,SMM1733024,Hindu
I completed Electronics Engg. in 1992 after that I started job. and now I am working in Saudi Arabia as Bio-Medical Engineer but wants to come back India very soon. ,47,Kayastha,"Lucknow, Uttar Pradesh, India",,Private Sector,5ft 8in,SMM1723842,Hindu
"I am the only son to my parents, father is expired, mother is residing with my sister, there are 3 sisters, all of them married. My hobbies are watching movies, listening to music on TV, like pets animals, tour to holy places etc.",47,Valmiki,"Nagpur, Maharashtra, India",Nagpur University,Central Government,5ft 2in,SMM1719539,Hindu
"A very sincere, dedicated and humble person, who is looking for the same.",47,Intercaste,,,Private Sector,5ft 7in,SMM1724236,Hindu
"I am a responsible, self confident and fun loving person who has a good set of values.",47,Yadav,"Vellore, Tamil Nadu, India","Bharathiar University, Tamil Nadu",Others,5ft 8in,SMM1710154,Hindu
Basically an extrovert but still with traditional values.,47,Brahmin - Iyer,"Mumbai, Maharashtra, India",,Private Sector,5ft 11in,SMM1705626,Hindu
"Yoga, travel, scuba diving, kayaking, hiking, music, reading, exercising, theater shows, furthering professional specialization. Outdoor activity is a favorite especially near by water and serene peaceful locales bountiful in nature. Strong inner growth interest. Caring, optimistic, rational and an emphatic listener.  Loves challenges. Has an excellent sense of spontaneous humor. Socially poised and people oriented. Loves pets and animals. ",47,Kshatriya,"Burton, Michigan","Other College, Bangalore University",MNC,5ft 6in,SMM1700398,Hindu
"I am a turbaned, never married Sikh and veg. by eating habits. Living in Kanpur with my father who got retired and my mother had expired. ",47,Sikh - Gursikh,"Kanpur, Uttar Pradesh, India",Kanpur University,Public Sector,5ft 7in,SMM1697990,Sikh
"I am a person who is loyal, decent, amiable, teetotaler & compassionate with a pleasing personality. I will prove to be a dependable and caring partner. I like to live in the present and making it beautiful by being happy and keeping others around me happy. I am confident, responsible and Independent Man. I have a very simple approach towards life and have a firm belief in decent living. As far as marriage is concern, I think it is a very committed relationship and an institution which should be respected by one and all.

PLEASE SEND YOUR INTEREST WITH PHOTOGRAPHS ( ESSENTIAL ) and I have a family of moderate thinking, having a very close bonding amongst each other.
Father has been retired. Mother is a home maker. I have an elder sister, who is married and blessed with a two daughters and a son.",47,Arora,"Delhi, Delhi, India",,Others,5ft 10in,SMM1695230,Hindu
I am a very contented person.  ,47,Brahmin,"Chittoor, Andhra Pradesh, India","Sri Venkateswara University, Andhra Pradesh",Central Government,5ft 5in,SMM1696414,Hindu
"I am a simple man with God fearing heart. I love being simple and hard working. I have worked so hard ti attain this level of life. I am a straight forward man and i deserve such people around me. I love my only daughter more than any thing because she has given me more joy in my life. I hate people who lies maybe to extort money all in the name of love because i have fall a victim of such to some ladies. If i love i hate when i am being misunderstood and being used by that opportunity. I love shopping, dancing, traveling, as traveling humbles me. I am ready to relocate to any place as a result of love. ",47,Catholic,"Delhi, Delhi, India",,Private Sector,5ft 8in,SMM1724613,Christian
"I AM VERY SIMPLE, HONEST, TRUSTWORTHY, RELIGIOUS, HANDSOME, STRONG, HARD WORKING, LOVING, CARING AND FRIENDLY PERSON. ",47,Sunni,"Badr, Al Madinah","Shivaji University, Maharashtra",Others,5ft 8in,SMM1689862,Muslim
"Free and open minded, jovial, hardworking and committed, like cooking and new adventures, love solving Sudoku puzzles and reading, like to learn new things, have lots of patience and love pets (especially dogs).",47,Catholic,"Hyderabad, Andhra Pradesh, India","Other College, Osmania University, Hyderabad",Private Sector,5ft 2in,SMM1682565,Christian
"I am an easy going person who likes being with people who are honest, well mannered, respectful to all and have family values. I am sincere and faithful and am comfortable in all types of social environments. ",47,Patel,"Brent, Greater London / Middlesex",,Others,5ft 7in,SMM1654063,Hindu
"I am a down to earth, fun loving, happy go lucky person. I enjoy life and take it as it comes. I have a liberal outlook towards life. I am ambitious and have worked hard to be the person who I am today. Our family is from Andhra Pradesh, My father was employed with a nationalised bank. I was born and brought up in Udipi, Karnataka. I studied in Delhi and Mumbai, and have worked as a Journalist. Recently, around 5 years back, I teamed up with my former colleagues to launch a publication focusing on Construction and Infrastructure Development. My work has defined who I am today. I do take my work very seriously. To me, money is important to lead a comfortable and secure life. Besides my work, I also like to travel, watch films, I listen to a great deal of music, and like to spend on the good things in life. I also like to read books on philosophy, and autobiographies. Am not religious, rather am spiritual and do not involve in any religious activities or rituals. ",47,Brahmin,,,Others,5ft 5in,SMM1666024,Hindu
I am well settled placed at reasonably good level in a reputed organization. I am basically family oriented and love to spend time with my family as and when get the opportunity. I have three daughters the youngest one is 9 years. I am looking for someone who is friendly educated and can prove to be as good friend and true life partner.   ,47,,"Delhi, Delhi, India",Delhi University,Private Sector,5ft 6in,SMM1676734,Hindu
"I am God fearing person, like peaceful and middle class life. From last 15 years, I am working in Doha, Qatar as a Computer Programmer. ",47,Ezhava,"Kochi, Kerala, India",Kerala University,MNC,6ft 7in,SMM1679845,Hindu
"I am jovial and happy go lucky person with positive attitude. Passionate about travel, music & food. Working with Software MNC as Sr. Manager : Supply Chain Management. 

",47,,"Mumbai, Maharashtra, India",,MNC,5ft 8in,SMM1652513,Hindu
"Very Handsome like Salman Khan , look like 30's , CEO quality, top management working in large above 70 billion USD turnover company, aspiring to do MBA from Havard next year,affluent but down to earth, very caring , soft spoken , loving, friendly , passionate person; would like to have a real and honest relationship . Living single last 3 years and searching best soulmate.

Looking for exceptionally beautiful girl , talented , educated, intelligent and caring who can become life time soulmate.

",47,Sunni,"Hyderabad, Andhra Pradesh, India",Aligarh Muslim University,MNC,5ft 7in,SMM1762784,Muslim
