aboutText,age,caste,city,college,employedIn,height,profileID,religion
"Sunita is independent and well establish person. She is extremely happy, independent, and beautiful person in and out. She is MA, LLB Advocate and practicing law from about last 26 years. Also functioning as Notary Public (Govt. of India). She belongs to well known highly status business family. ",49,Khatri,"Patiala, Punjab, India",Punjab University,Private Sector,5ft 6in,SMF1709316,Hindu
"I am simple, honest, working into a software company. I am looking for unmarried, Hindu, professionally qualified match for me.",49,Kayastha,"Bhubaneshwar, Orissa, India",,MNC,5ft 2in,SMF1621445,Hindu
"I am in need of affection and care. You can expect the same the other way. Want a husband who is responsible and loving too. I am a very good cook, do my own business and like to be always active. Love singing and traveling. Fond of nature. Though I have 2 sons, younger one needs affection from Father.",49,Brahmin - Smartha,"Bangalore, Karnataka, India","Other College, Bangalore University",Others,5ft 3in,SMF1597595,Hindu
"Am a simple, down to earth and consider myself a humorous person. I love music, movies, traveling etc. Am outgoing but spiritual too. Looking for a compatible life partner. Someone who is kind, moderate and is flexible in his approach. ",49,Scheduled Caste,"Kuala Lumpur, Kuala Lumpur",Queen's University,Others,5ft 5in,SMF1621320,Hindu
"Looking for a responsible, honest partner for myself. Am a fun loving person, like to meet people, very social and passionate.",49,,"Delhi, Delhi, India",,Not Working,5ft 6in,SMF1550205,Hindu
"Simple, sincere and fun loving guy who respects family and traditional values. I value the relationships and family is my first priority. I love to live with a smile besides loving food, traveling and computer games.",49,Rajput,,,Private Sector,5ft 6in,SMF1530523,Hindu
"Hi, i am Marathi Protestant Christian, working and living alone. Parents expired. Looking for a soul mate who knows his responsibilities.  ",49,Protestant,"Mumbai, Maharashtra, India",,Private Sector,5ft,SMF1415503,Christian
"Hello, I m a very simple cultured girl who believes in respecting elders and Indian traditional values. For me understanding and honesty is most important than anything else in a relationship and more importantly in a marriage",49,Gupta,,,Private Sector,5ft 5in,SMF1519663,Hindu
"I am a warm, friendly and fun loving person. Love my family a lot Enjoy the company of close friends, our little get together chatting, listening to music & dancing. Also enjoy shopping & seeing new places, meeting people from different cultures & walks of life. A romantic at heart. Believe life with all its ups & down is beautiful. Looking for that someone special to spend the rest of my life with.",49,Catholic,"Delhi, Delhi, India","Barkatullah University, Bhopal",Private Sector,5ft 1in,SMF1512381,Christian
"I am a simple girl, interested in reading books. I have no parents, working in a private company. I have wheatish complexion. I want a partner who do not smoke and drink. He should have own accommodation. He must be sober and not angry. ",49,Catholic,"Mumbai, Maharashtra, India",Anna University,Private Sector,5ft 5in,SMF1523250,Christian
"Am honest, simple and down to earth person who love teaching. ",49,Brahmin - Saraswat,"Bangalore, Karnataka, India",,Others,5ft 5in,SMF1636483,Hindu
