aboutText,age,caste,city,college,employedIn,height,profileID,religion
"God fearing and honest, i am looking for honest person.",53,Catholic,"Hartlepool, Durham",,Private Sector,5ft 11in,SMM1759182,Christian
"I'm easy going, straight forward, funny and caring. I am Catholic and have the fear of God.",53,Catholic,"Jaipur, Rajasthan, India",,Others,5ft 8in,SMM1759628,Christian
I am a balanced person (heart and mind) a good decision taker and likes adventure. ,53,Catholic,,,Private Sector,5ft 8in,SMM1757643,Christian
"I am simple, honest, sincere and straightforward person with modern outlook. I am punjabi brahmin born to displaced family of west Pakistan, settled in Delhi after Partition. Both daughter and son married. Working after retirement from Bank as adviser in Human Resources & Employment Laws in a Law Firm at Delhi.",63,Brahmin,"Delhi, Delhi, India",,Private Sector,5ft 6in,SMM1755367,Hindu
I am a kind hearten person living very satisfactory life. ,51,Digambar,"Noida, Uttar Pradesh, India",,Private Sector,5ft 5in,SMM1752259,Jain
"I am an honest, caring, fun loving, religious Muslim with modern outlook. Software consultant working as an head of the IT Department in the reputed Saudi Arabian company, basically from South India, Urdu speaking. ",53,Sunni,"Riyadh, Ar-Riyad",,Private Sector,5ft 7in,SMM1747517,Muslim
"I'm Rajendra and am looking for a social, moderate, understanding and lovable life partner.",52,Vokkaliga,"Bangalore, Karnataka, India",,Others,5ft 9in,SMM1745597,Hindu
I am a nice guy and a gentleman. ,51,Catholic,"San Diego, Texas",,Central Government,6ft,SMM1744382,Christian
"I am a Professor of Preventive and Social Medicine, native of Maharashtra but currently working in reputed Institute of Medical Sciences, Andhra Pradesh.",59,Maratha,"Nagpur, Maharashtra, India","Grants Medical College (GMC), Mumbai",Private Sector,5ft 10in,SMM1743253,Hindu
"Single Male child born with four Sisters, all got married well settled. Parents no more. I am Registered Homeopathic Practitioner and a Instant Healer. Offering Healing Services for the Clients of my city and outstation callers. Never married, love to have a Healthy and warm Heart life partner.",59,Brahmin - Iyer,"Chennai, Tamil Nadu, India",,Others,5ft 9in,SMM1740501,Hindu
"Polished in manner and dealings. Multifaceted skills at work as well as in the art of living. Have 2 sons, one married and on his own & the other ripe for marriage and still with me yet.",62,Catholic,"Pune, Maharashtra, India",,Private Sector,5ft 6in,SMM1739912,Christian
"Intelligent, artistic, creative, soft, polite nature, loving and caring. I play many musical instruments and present music concerts in Indian classical and light music. I love drawing, painting, designing. Arts and crafts, Graphic designing, web designing. animation story writing, music composing, listening music. Love children and teaching to them many activities. Worked in Public schools,Science & technology, Teaching and training, Computer multimedia, Fine arts and Music fields for more than 30 years. Having interest and created many  presentations and Space Science & Astronomy related projects for NASA in USA.",53,Brahmin,"Patiala, Punjab, India",,Private Sector,5ft 4in,SMM1743248,Hindu
Widower. Retired from Army as Col last year. Only child married and settled. Cosmopolitan in outlook.,55,Kayastha,"Pune, Maharashtra, India","Jawahar Lal Nehru University (JNU), Delhi",Others,5ft 7in,SMM1735015,Hindu
"I would describe myself as an energetic, fun-loving, outgoing and friendly individual. I have a good sense of humor (I laugh at anything), I'm sensitive yet strong, affectionate, caring and kind.  I strive to understand other people's points of view and it's important for me to take time to 'smell the roses'. l am a shy person by nature but tries to be outgoing. I take great pleasure in knowing someone. I strive to be a good friend and companion and to be respectful of all opinions different from my own. I view myself as well adjusted. I love the ocean, swimming, travel, theater, movies, museums, literature, adventure and long walks. I do enjoy quiet times and occasional solitude. Full of life, humorous, intelligent and romantic. I am affectionate both physically and emotionally. I enjoy a good joke. I am able to express myself in unique ways. I am a hard working person in search for love and respect. I love walks in the beach, a nice dinner with candle lights, listen to music, and read a good book. I have a wide variety of interests, you'll find me anywhere from a poker game with friends to checking out a museum. I've traveled and lived overseas. When its warm, I love boating or going for a hike, and checking out museums anything really. I'm laid back, and I can hold a conversation on pretty much any topic, and if I don't know anything about it, Well  you just have to teach me because i love learning about new things, people and places.",55,Catholic,"Claymont, Delaware",,Private Sector,5ft 11in,SMM1735786,Others
