aboutText,age,caste,city,college,employedIn,height,profileID,religion
"She is very sincere, hardworking and caring person.",38,Jatav,"Rest of Delhi, Delhi, India",,Others,5ft 2in,SMF1731855,Hindu
"She is a charming girl who believes in living every moment of life. She is beautiful, cheerful, cultured and simple. She believes in living happily and spreading the happiness around. She is very pleasing and friendly in nature and we are looking forward to find a life partner for her who should be cheerful and smart and above all he should be a genuine, honest, truthful, respectful and dignified person. Her Dad and Mom both are in government service. She has two siblings- one brother and one sister. Her brother has done MCA and M.Tech and now working in a software company in Mumbai. Her sister has completed MBA.",38,Kashyap,"Moradabad, Uttar Pradesh, India",,Not Working,5ft 3in,SMF1734145,Hindu
My sister is teaching in private school. ,38,,"Patna, Bihar, India",Other General University,Others,5ft,SMF1760404,Hindu
"She is down to earth, Simple, Hard working and soft spoken. Good in cooking, Craft work & Dress designing. Also willing to start her own work in the same field if get a chance.",38,Vishwakarma,"Ghaziabad, Uttar Pradesh, India",,Not Working,5ft 3in,SMF1713630,Hindu
Am a God fearing person with simple personality with good attitude. ,38,Others,"Kuala Lumpur, Kuala Lumpur",APTECH,Public Sector,5ft 6in,SMF1712329,Christian
"am simple, and humble,God fearing girl, down to earth, softspoken,well educated girl.I truly believe in my saviour Jesus Christ and His plans according to Bible in Jeremiah 29:11.
I regularly go to Tabor Ashram, attending retreats n intercessory prayers.
I keep God first in my will and do according to his will and i would like and desire a partner of the same type who loves the Lord more than me...
He is my Lord and Saviour. I have the born-again experience in my life.",38,Protestant,"Pune, Maharashtra, India",,Not Working,5ft 3in,SMF1709718,Christian
"I am an easy going, sensible and fun person who love music, watching movies, dining out, meeting people and working out in the gym.",38,Sia,"Pune, Maharashtra, India",,Private Sector,5ft 6in,SMF1723755,Muslim
I stay at Nashik with my mother who is a retired school teacher. I have one elder married sister and one elder unmarried brother. I lost my father in 2007.,38,Swakula Sali,"Nasik, Maharashtra, India",Other General University,Private Sector,5ft 1in,SMF1709633,Hindu
"Thanks for visiting my profile, am a nature and pet lover down to earth, respect elders, my friends say that am good to be around. Am searcjing a good looking person, kind heated who will respect elders with no bad habbits.",38,Vokkaliga,"Bangalore, Karnataka, India",Karanataka University,Not Working,5ft 2in,SMF1706390,Hindu
"I am an understanding person with a positive disposition.
",38,Thiyya,"Bangalore, Karnataka, India","Calicut University, Kerala",Private Sector,5ft,SMF1705719,Hindu
"Dentist, working with the private sector and an issue-less divorcee. ",38,Agarwal,"Ghaziabad, Uttar Pradesh, India",,Private Sector,5ft 2in,SMF1745957,Hindu
"Homely girl, likes to cook different cuisine and likes to design ladies ethnic wears and is very good in both. ",38,Sunni,"Mumbai, Maharashtra, India",,Others,5ft 5in,SMF1695250,Muslim
She is a sincere and honest person. Divorced due to reasons beyond her control. Have two daughters of 11 and 7 years. She is spiritual and have great faith in the Lord. Also part of an NGO who work for the upliftment and empowerment of downtrodden especially women and children. She is loving and caring. ,38,Protestant,"Jaipur, Rajasthan, India",D.G. Ruparel College,Others,5ft 5in,SMF1694586,Christian
My sister in-law is good and soft spoken in nature.,38,Saini,"Haridwar, Uttaranchal, India",,Private Sector,5ft 3in,SMF1718107,Hindu
I am a simple & God fearing person. Looking for a sincere & well settled partner. ,38,Sikh - Ramgharia,"Delhi, Delhi, India",,Private Sector,5ft 4in,SMF1739446,Sikh
"I am a very simple & down to earth person having positive approach towards life & believe every experience, good or bad, teaches us something about life. My hobbies include music, movies, shopping, travelling to specially hilly areas, reading, etc. ",38,Intercaste,"Delhi, Delhi, India","Other College, Delhi University",Private Sector,5ft 3in,SMF1689962,Hindu
I belong to a simple decent family. My sister is working as a teacher in the reputed school in Mumbai. My brother is involved in field jobs. ,38,Mangalorean,"Mumbai, Maharashtra, India",,State Government,5ft 4in,SMM1687503,Hindu
"Well educated, friendly, respectful person having family moral and values.",38,Catholic,"Hyderabad, Andhra Pradesh, India",Andhra University,Private Sector,5ft 2in,SMF1702692,Christian
My daughter is a simple person who gives importance to family values. She is looking for a life partner who is understanding and who will always stand by her side.,38,Vaishnav,"Kolkata, West Bengal, India",,Others,5ft,SMF1731499,Hindu
"A chemistry graduate, with a degree in journalism and mass communication. An ardent philanthropist. Has been studying Buddhist Vajrayana philosophy for 9 years. She has just joined the job world and is trying to establish a career in content writing. She loves reading and writing and is a very homely person.",38,Brahmin,"Kolkata, West Bengal, India",,Private Sector,5ft 3in,SMF1724304,Hindu
I am a simple person with lot of dreams for life. Looking for a partner who can dream with me in the journey of life. I believe in Live and Let live. ,38,Maratha,"Pune, Maharashtra, India",,MNC,5ft 5in,SMF1725122,Hindu
"Simple, kind hearted & mixing nature. Helpful to others, loves to be with children of various ages. Am down to earth person with good attitude, intelligent, career oriented and friendly.",38,Brahmin,"Bhubaneshwar, Orissa, India","Utkal University, Orissa",Private Sector,5ft 3in,SMF1664844,Hindu
"I am down to earth straight forward. I believe in values and religious by heart.  I respect people, close to nature I love listening music and also like reading. My philosophy for life is that, life is only for once, lets live it to fullest. So share happiness and make this world better place for you and your people. ",38,Sunni,"Gwalior, Madhya Pradesh, India",,Private Sector,5ft 7in,SMF1664549,Muslim
"Tall, smart, fair & good looking girl. Fun loving & jovial. Sweet nature & responsible. Believe in MARRIAGE to be a LIFELONG COMMITMENT which requires LOVE, TRUST, UNDERSTANDING & RESPECT on part of BOTH THE PARTNERS.  ",38,Agarwal,"Noida, Uttar Pradesh, India",Kurukshetra University,Private Sector,5ft 6in,SMF1662855,Hindu
"I am an easy going woman, fun to be with and am a single mom of one daughter who means the world to me. Am hard working and comfortable and seeking a man who can complete my life. A man that will be faithful, loving and understanding.",38,Catholic,"Hinesville, Georgia",,Private Sector,5ft 9in,SMF1647890,Christian
"This is Kavita Thakkar, I am from Mulund, Mumbai, a Beautician cum Mehndi Designer by profession from past 10 years.",38,Lohana,"Mumbai, Maharashtra, India",,Others,5ft 4in,SMF1703119,Hindu
I strongly believe that every relationship is based on respect and understanding which in turns helps to make a strong love bonding. I am fun loving and easy to get along with people around. Like to enjoy every small things in life. I carry good sense of Humor. Like Culture and believe in Moral values. I am self confident and dont like to be negative anytime. Looking for a Good Friend who will be a great company to travel this beautiful journey of life. ,38,,"Mumbai, Maharashtra, India",,Private Sector,6ft 9in,SMF1705542,Buddhist
"I am an understanding person with a positive disposition.
",38,Sindhi,"Mumbai, Maharashtra, India",Indira Gandhi National Open University (IGNOU),Not Working,5ft 3in,SMF1710672,Hindu
