aboutText,age,caste,city,college,employedIn,height,profileID,religion
"I am a multifaceted personality, rational, scientific & logical thinker. Emotional and mentally strong. Like problem solving and mentoring people. Friendly, helpful, loving, committed and hands on person. Having an engineering mindset end up being slightly introverted but a peoples' person. Dreamer and visualizer. Believe in goal setting, smart work & delayed gratification. Quick learner, perennial knowledge seeker who is always looking to learn new things. Eldest geek in the extended family, always thinking in scientific terms. Done my BE Mech & PGDBM Finance. Work in Information Security domain in top Software Company. Also run own Independent business. ",42,Agri,"Thane, Maharashtra, India","VJTI, Mumbai",Private Sector,5ft 7in,SMM1749269,Hindu
"Thanks for stop at my profile. I am fun loving person & believe that enjoy every moment of life. Presently i am doing my own business. Looking forward homely fun loving girl who respect elders.
",42,Mochi,"Anand, Gujarat, India",,Others,5ft 7in,SMM1750435,Hindu
"I am interested in reading books, playing games, making friends, etc. ",42,,"Mumbai, Maharashtra, India",,Others,5ft 7in,SMM1747758,Hindu
"Very simple, God fearing, caring, with good sense of humor, and holding family values.",42,Catholic,,,Private Sector,5ft 3in,SMM1732179,Christian
"Good looking & smart. I belong to a reputed Shwetamber Jain Marwari Bisa Oswal family. My father is doctor MD Medicine, my mother housewife & my sister is Company Secretary. I manage my own business as authorized distributor of MNC & indian companies. Once bitten twice shy I look for a caring decent partner, i am intelligent caring & will be supportive for my better half.",42,Shewetamber,"Jabalpur, Madhya Pradesh, India",,Others,5ft 8in,SMM1730337,Jain
I am affectionate and kind person with good sense of humor. I am seeking the same in a potential partner.,42,Catholic,"Austin, Texas",,MNC,5ft 8in,SMM1724255,Christian
"Fun loving, good natured, homely guy living with mother and brother in Delhi. ",42,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 7in,SMM1721861,Hindu
"I am an easy going person, love to travel, going to beach, etc. ",42,Catholic,"North Berwick, East Lothian",Board of Technical Education,Private Sector,5ft 1in,SMM1720242,Christian
"Am a caring, compassionate and family oriented person with independent lifestyle. My parents are settled in Noida and my sister is in Delhi. ",42,Mahajan,"Singapore, Singapore (general)",,Private Sector,5ft 11in,SMM1722584,Hindu
I am a fair complexioned and smart looking guy. ,42,,"Mumbai, Maharashtra, India",,Private Sector,5ft 6in,SMM1719650,Hindu
I am assistant engineer in govt of Rajasthan. Settled at Bhilwara and belongs to Bhilwara District.,42,Shewetamber,"Bhilwara, Rajasthan, India",,State Government,5ft 7in,SMM1726567,Jain
Hi I am Raghu from Bangalore and am working as a General Manager with reputed group.,42,Gowda,"Bangalore, Karnataka, India",,Public Sector,5ft 11in,SMM1732282,Hindu
"I am simple, cultured and fun loving individual who is professionally qualified and working as a Senior Project Manager management in Noida in USA based Fortune 500 IT MNC. I'm well established myself and now mentally prepared to enter into a new relationship with a loving and caring partner.

",42,Khatri,"Delhi, Delhi, India",IIM-Bangalore,MNC,5ft 7in,SMM1707837,Hindu
"Hi,I'm Anil Balram from Mumbai. I've been living here for the past 22 years. My dad was serving in the Air Force and hence had the opportunity of going around our country and hence is cosmopolitan in outlook. I am in a very long and patient search for a good looking, affectionate, caring, easy going, and well read person from an educated family to share my life. ",42,Nair,"Mumbai, Maharashtra, India",,Public Sector,5ft 11in,SMM1724882,Hindu
A very emotional and caring Officer of Border security Force.,42,Baniya,"Bandipore, Jammu and Kashmir, India",,Central Government,5ft 9in,SMM1704666,Hindu
"I am soft spoken, down to earth and responsible person. Looking a suitable life partner. Living and working in New Mumbai.",42,Teli,"Mumbai, Maharashtra, India","Shivaji University, Maharashtra",MNC,5ft 6in,SMM1706739,Hindu
"Am an easy going person, like traveling, shopping, cinema and visiting to beach. Need an understanding woman to share life with, who will take me with her full heart. ",42,Catholic,"Delhi, Delhi, India",Other General University,Others,6ft 1in,SMM1702079,Christian
I am employed in air force. I am the eldest in my family. I have studied LLB but employed in aviation technical side. marriage delayed due to sisters marriage. Younger sister got married last year. ,42,Chettiar,"Ghaziabad, Uttar Pradesh, India",Nagpur University,Central Government,5ft 7in,SMM1699508,Hindu
"I am a simple person. I have Completed Post Graduate diploma in Computer Application from Regional Computer Center Lucknow. I passed B.A (Economics, Statistics & Maths) from Lucknow University. I am a S/W test Engineer Cum System Administrator. My father retired State Director Khadi village Industries commission Lucknow. My mother was house wife and they both got expired. I have two elder sister both are married & one younger brother, he is also married.",42,Kayastha,"Delhi, Delhi, India",Other Diploma Institute,Private Sector,5ft 5in,SMM1692071,Hindu
"Am simple, honest and hardworking person. ",42,Sunni,"Patna, Bihar, India",,Others,5ft 8in,SMM1725371,Muslim
I have done DNB orthopedics and working as freelance orthopedic surgeon in Hyderabad. I did my basic degree and orthopedics from Russia. ,42,Kapu,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 6in,SMM1692596,Hindu
"Care, compassion and consideration is what others experience when with me. I enjoy playing and watching sports, doing crossword puzzles, and reading for leisure. Staying healthy through walking, running and eating right is important to me. I value family, children, and elders. ",42,Rajput,"Rotherham, Yorkshire",Nagpur University,Private Sector,6ft,SMM1686962,Hindu
"Vivek is also a part of the Reliance Industries Project. He graduated from Calcutta University and has Diploma in Business Finance. 

",42,Agarwal,"Delhi, Delhi, India",St. Xaviers College,Private Sector,5ft 10in,SMM1685690,Hindu
I am simple nature person. I am a govt servant. I belong to a lower middle class family. ,42,Jatav,"Amroha, Uttar Pradesh, India",Allahabad University,State Government,5ft 6in,SMM1681510,Hindu
"Simple, friendly, honest, confident, down-to-earth and open-minded. ",42,Lingayath,"Bangalore, Karnataka, India",,MNC,5ft 7in,SMM1675005,Hindu
"I am a workaholic and fun loving person who love to listen music, reading, driving & cooking.",42,Brahmin - Barendra,"Mumbai, Maharashtra, India",,Public Sector,5ft 11in,SMM1670586,Hindu
"I am Central Government Non-Gazetted Group ""B"" Officer. I am working in President's Secretariat, New Delhi. My Job is Non-Transferable. I searching for a good, sensible, understandable and good looking life partner. ",42,Scheduled Caste,"Delhi, Delhi, India",Patna University,Central Government,5ft 6in,SMM1671401,Hindu
We are from Kanpur and now settled in NCR/Indirapuram. I have done B. Tech from IIT Kanpur and later a certification course from IIM Calcutta. I am working in an MNC dealing with Software Product development and Implementation. I have spiritual inclination and practice daily meditation which gives me peace and happiness. ,42,Khatri,"Ghaziabad, Uttar Pradesh, India",IIT Kanpur,MNC,5ft 11in,SMM1710969,Hindu
"Am a simple, fun loving and caring person and on a lookout for a like minded person. I am a down to earth person and wants to share my life with a person who is sensitive and willing to accept me the way I am. ",42,Catholic,"Canberra, Australian Capital Territory",,Private Sector,5ft 11in,SMM1664327,Christian
I am wheelchair user. I have no personal liability. I live life to the fullest. I am looking for someone who can understand and respect my emotions and of course love me as what I am along with my limitations. ,42,Kshatriya,"Lucknow, Uttar Pradesh, India",Allahabad University,Private Sector,5ft 5in,SMM1657876,Hindu
I am working with Central Bureau Of Investigation Mumbai. My father is retired Govt Officer presently enjoying retired life in Jejuri. I have 2 kids staying with me. My daughter is 12 yrs old and son 9 yrs old.,42,Mali,"Kalyan, Maharashtra, India",,Central Government,6ft 1in,SMM1678516,Hindu
"I belong to a middle class cultured family, my positive approach towards life. My father passes away and my mother is a housewife. One sister got married. I am looking for a girl who can understand me and know about family values.",42,Chaurasia,"Deoria, Uttar Pradesh, India",Other General University,State Government,5ft 8in,SMM1661858,Hindu
"I had completed my BE Mechanical from Karnatak University Dharwad. I am currently working as as Sr Manager (Material Management) with reputed company based in Delhi. I belongs to a middle class family with traditional values. Apart from me, my family consists of my father, mother, one brother and one sister. My father was retired from DCM group as Asstt. Manager and my mother is housewife and brother and sister both are married. I like, reading newspaper, watching cricket etc. I am a honest, caring, down to earth and shy person.",42,Sindhi,"Delhi, Delhi, India",Karanataka University,Private Sector,5ft 10in,SMM1651075,Hindu
"Social, jovial and happy go lucky by nature. Like to read and looking for my better Half. Family consists of Elder brother and mother. Currently self employed in the Software field. ",42,Nadar,"Mumbai, Maharashtra, India",,Others,5ft 9in,SMM1664228,Hindu
"Am dedicated, truthful, trustworthy person who believes in value & ideology. Soft spoken and kind hearten too. Have just retired from Air Force as Electrical Engineer (with pension & other benefits). ",42,Mahishya,"Kolkata, West Bengal, India",,Not Working,5ft 5in,SMM1654227,Hindu
"Am humble and very simple person, love to travel. Looking for a partner who will walk with me till the end and believe in Allah having good family values. ",42,Sunni,"Cincinnati, Ohio","Annamalai University, Tamil Nadu",Others,5ft 8in,SMM1642323,Muslim
"My brother is good nature, understanding n caring person. He is working in PACL company. ",42,Teli,"Rest of Goa, Goa, India",,Private Sector,5ft 6in,SMM1760628,Hindu
"I am fair and slim and 5'6"". I stay in Mumbai with my Mother. I have no brother / sister. I am simple, warm, caring, honest & sincere. My hobbies are reading, traveling, listening to music and watching movies and television.
",42,,"Mumbai, Maharashtra, India",,MNC,5ft 6in,SMM1758677,Parsi
"I'm educated, simple, emotional & sentimental, decent, kindhearted, God feared and honest person. Belonging to a traditional, educated & cultured family. Looking out for a soulmate, for a life lasting partnership.",42,Sunni,"Mysore, Karnataka, India",Others,Others,5ft 3in,SMM1702151,Muslim
"Humble, down to earth, hard working person. Possess good moral values, ethics and principles. Fun loving n likes to travel. Outspoken and broad minded. Looking for a like minded person who is caring and wants to start a new life with good memories",42,Brahmin - Velanadu,"Mumbai, Maharashtra, India",,Private Sector,5ft 11in,SMM1757651,Hindu
"I am a simple, straight forward person who believes in honesty. Born & brought up in Pune. Possess good sense of fun & humour. Inclined towards spiritualism. Very less materialistic. Enjoys travelling, sightseeing, trekking, cricket, comedy romance or action movies & comedy TV shows.",42,Mahar,"Pune, Maharashtra, India",N. Wadia College,Private Sector,5ft 5in,SMM1629292,Hindu
"I am pretty easy going person with a love for life's little adventures and travel. I have traveled a lot for work and for pleasure. I love the excitement of new places and experiencing new cultures. My last trip was to Peru in December and I am already dreaming about my next trip! I like to believe that all my experiences, friends and relationships have contributed to shaping who I am today.
I have a close group of friends and I am very loyal by nature and generous to a fault. I am fairly independent but value my family and friends. I am curious by nature and always up for new learning experiences. I am passionate about things in my life, which includes my work and have a soft corner for social issues and animals. I adopted a rescue dog who I love very dearly. I try to lead an active life with hiking, backpacking, kayaking, and running. But I can equally comfortable with a good book and a glass of wine at home. I have recently started dabbling in real-estate development to indulge in my creative side. I am ambitious about my career but not at the expense of my personal life. I guess I constantly strive to strike a balance in life.",42,,"Los Angeles, California",,Private Sector,5ft 6in,SMM1755916,Hindu
"MY DAD & MOM BOTH PASS AWAY, I AM STAYING WITH MY ELDER BROTHER. HE IS MENTALLY ILL FROM BIRTH. MY WIFE DIDN'T LIKE MY HOUSE & MY FAMILY. I HAVE A DAUGHTER SHE IS WITH HER MOTHER. I WANT SOMEONE WHO UNDERSTAND ME & LOVE ME.",42,Lohana,"Mumbai, Maharashtra, India",,Private Sector,5ft 7in,SMM1652824,Hindu
"Am a self made, confident, down to earth person, coming from a cultured well educated family basically from UP but upbringing done in Mumbai. Am a divorce having three kids living with me. ",42,Sunni,"Mumbai, Maharashtra, India",,Others,5ft 7in,SMM1624390,Muslim
"Very honest, sincere and god fearing person with our Indian culture and ethics. I am a divorcee with no issues. Looking for a simple, honest, down to earth and straight forward person.",42,Balija,"Kadapa, Andhra Pradesh, India",Other General University,Others,5ft 5in,SMM1627635,Hindu
"I'm soft spoken, music lover. Tourism trekking football is my passion. Love to  watch movie will full family drama. Seeking partner who can lead life with self respect, sharing & friendly with full of joy.",42,Brahmin,"Kolkata, West Bengal, India",,MNC,5ft 3in,SMM1694178,Hindu
"I AM INCOME AND SALES TAX CONSULTANT, PRACTICE IN DELHI AND BELONGS TO A MIDDLE CLASS, NUCLEAR FAMILY.",42,Brahmin - Punjabi,"Delhi, Delhi, India","Other College, Bangalore University",Others,5ft 6in,SMM1632506,Hindu
"I am a simple living boy, residing with my brother and father in Delhi. We believe in moral and family values. I am hard working and energetic person with no bad habits. ",42,Agarwal,"Delhi, Delhi, India",Agra University,MNC,6ft,SMM1629644,Hindu
"FRANK, BROADMINDED, JOVIAL, HARDWORKING, HAVE LEARNED A LOT FROM LIFE, AND HAVE BEEN ABLE TO ACHIEVE A LOT AND BE SOME ONE WHAT I AM TODAY. ",42,Sikh - Gursikh,"Mumbai, Maharashtra, India","Other College, Mumbai University",Private Sector,6ft 3in,SMM1745347,Sikh
"I am working in Indian Air Force. I have one Daughter and want a government employee working widow, divorce lady age 30-35 in Chandigarh issue less, who cares my daughter and me. my is 13 years age",42,Sikh - Rajput,"Chandigarh, Chandigarh, India",,Central Government,5ft 9in,SMM1745182,Sikh
"Working in diamond & gold jewellery commissioning business, along with real estate commission. Elder brother is married, his wife is a doctor (UPSC) qualified. Elder sister is married, her husband is into real estate business. I am also earning well and done BA from DU, also convent educated. ",42,Kayastha,"Delhi, Delhi, India",,Others,5ft 11in,SMM1607937,Hindu
I AM HIV POSITIVE AND LOOKING FOR A PERSON WITH SAME CATEGORY.,42,,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 11in,SMM1735085,Hindu
"Rather than go on about how fascinating I think I might be I'd rather tell you what I'm looking for. A woman who takes herself lightly without being a lightweight. Somebody who's compassionate without being sentimental. Cleverness, a sense of humor, and wit are a great plus. Further, I'm looking for a woman who's insightful rather than merely educated. I would love for you to be a mysterious miracle. The kind of woman a man can never figure out and finds to be divine. Somebody I'd not only consider beautiful, but I could marvel with about the larger mysterium of the universe, and the strange beauty of it all. ",42,Brahmin - Panda,"Los Angeles, California",Harvard University,Private Sector,6ft 3in,SMM1607268,Hindu
"Am Rahul Shah and am into industry / business. Belongs to a joint family, residing in Karnataka. ",42,Digambar,"Gulbarga, Karnataka, India",,Others,5ft 10in,SMM1619378,Jain
"Am disciplined, honest and out-spoken person. I am an independent Entrepreneur, Engaged as Manager in IT Firm,  Parents hail from Trichy. Myself settled in Bangalore with my parents. ",42,Brahmin - Iyer,"Bangalore, Karnataka, India",Others,Private Sector,5ft 7in,SMM1599712,Hindu
I am very thin and a simple man. I have no Father and no Mother.,42,Vankar,"Mehsana, Gujarat, India",,Private Sector,5ft 6in,SMM1723847,Hindu
An adventurous person and searching for the perfect partner. Looking for someone who is as romantic as me. ,42,Mudaliyar,"Bangalore, Karnataka, India",,Private Sector,5ft 8in,SMM1627214,Hindu
"I am simple, caring and an average looking man. I have affected by polio to both legs at age Despite disability. I am able my routine work without any assistance. I am fully enjoying my life with what I have got. I have no complaint with my disability. ",42,Brahmin,"Nasik, Maharashtra, India","Other College, Pune University",State Government,5ft,SMM1604041,Hindu
"Am simple, straight forward and fun-loving person. Looking for someone similar and like minded. ",42,Brahmin,"Jammu, Jammu and Kashmir, India",Indira Gandhi National Open University (IGNOU),Central Government,5ft 10in,SMM1630758,Hindu
I am a very simple and kind person by nature. Doing wholesale business in Delhi from past 20 years. Presently living with my Elder brother's family.,42,Rajput,"Delhi, Delhi, India",,Others,5ft 10in,SMM1601380,Hindu
"I am simple, good, positive, polite and responsible person. I am lecturer (PGT Maths) in central Govt. school. ",42,Gupta,"Jhalawar, Rajasthan, India",Other General University,Central Government,5ft 4in,SMM1579420,Hindu
I am a open minded person.,42,Rajput,"Udaipur, Rajasthan, India","Amravati University, Maharashtra",Private Sector,5ft 3in,SMM1722077,Hindu
,42,Maharashtrian,"Biggleswade, Bedfordshire",,Private Sector,5ft 10in,SMM1734092,Hindu
"I AM SIMPLE DOWN TO EARTH, LOVING, AND ADJUSTABLE NATURE PERSON AND I AM LOOKING MY LIFE PARTNER FOR THE SAME. MY FATHER AND MOTHER WERE NOT MORE . MY FATHER WAS SESSION JUDGE IN 1984 AND MOTHER WAS HOUSE WIFE. WE ARE THREE BROTHERS . MY ELDER BROTHER WORKING IN RAJASTHAN HIGH COURT AS PA TO HONOBLE JUDGE AND SECOND BROTHER IS ADVOCATE AND PRACTIING IN HIGH COURT JAIPUR. I HAVE NO SISTER.",42,Agarwal,"Jaipur, Rajasthan, India",Rajasthan University,Private Sector,5ft 5in,SMM1572097,Hindu
I met with a bike accident in 2009 and due to spine injury become paraplegia below chest. I'm working now with the help of wheelchair. Am a divorce. I'm looking for a partner who care me with love and affection knowing my present condition and will help and support me.,42,Nair,"Kottayam, Kerala, India",,State Government,5ft 8in,SMM1579929,Hindu
"I am a very understanding, straightforward and broadminded person... I am looking for a partner who will be a friend, willing to stand by me at every stage of my life... should be educated, intelligent and understanding by nature.",42,Kapu,"Hyderabad, Andhra Pradesh, India",Osmania University,MNC,5ft 10in,SMM1567378,Hindu
"I am simple and honest boy. I am working with central government as an officer. I have 2 kids and they are not living with me. I am looking for a caring, educated, romantic and lively gal with family values and who can understand the bond of marriage which is meant for whole life.",42,Kshatriya,"Faridabad, Haryana, India",,Central Government,5ft 10in,SMM1566072,Hindu
"Simple, Straight forward. Basically from Pune, staying alone. Working as a Creative Head for an Advertising Firm in Pune. Hobbies : Sketching, reading, Travelling and making friends. Expectation: Not too much.",42,,"Pune, Maharashtra, India",,Private Sector,5ft 7in,SMM1570938,Buddhist
My brother has done B.com & is a self employed person. ,42,Brahmin - Saryuparin,"Kalyan, Maharashtra, India","Other College, Mumbai University",Others,5ft 7in,SMM1692520,Hindu
"I am divorce, having strong faith in God and religious attitudes and also believe in living life. ",42,Agarwal,"Delhi, Delhi, India",,Private Sector,5ft 8in,SMM1641491,Hindu
"I am smart looking person with good heart, looking for a partner good with heart, simple thinking, straight forward person, and my hobbies are reading books and interacting with different people on daily basis. ",42,,"Mumbai, Maharashtra, India",Anna University,Private Sector,5ft 7in,SMM1560800,Jewish
"Am married with 2 lovely kids. We are from Kanpur basically. My brother is just preparing for civil services, he has appeared in mains examination of IAS and PCS. Also he had faced interview of PCS (j) UP in 2012.",42,,"Lucknow, Uttar Pradesh, India",,Central Government,5ft 5in,SMM1573126,Buddhist
"I am an extrovert, humble, honest, lovable, caring, good nature person and value life as Gods gift. Voracious reader and likes to go for long drive, traveling and playing indoor games. I work for an IT firm as a Manager Corporate Communications.",42,Brahmin - Iyer,"Chennai, Tamil Nadu, India","Other Fine/ Applied Arts, Graphic/ Web Designing Institute",Public Sector,5ft 6in,SMM1560460,Hindu
"I am simple, caring, loving & understanding person. ",42,Catholic,"Mumbai, Maharashtra, India",,Private Sector,5ft 4in,SMM1691188,Christian
I am a simple and honest person.,42,Kalita,"Guwahati, Assam, India",,State Government,5ft 4in,SMM1691130,Hindu
"Hi, i am a very understanding, straightforward and broadminded person. I am looking for a partner who will be a friend, willing to stand by me at every stage of my life. Should be reasonably qualified, intelligent and understanding by nature.",42,Kayastha,"Delhi, Delhi, India",Banaras Hindu University,Private Sector,5ft 7in,SMM1683251,Hindu
"Affectionate, Lovable and simple person. Like songs, dramas and watching TV.",42,Naidu,"Trichy, Tamil Nadu, India","Bharathidasan University, Tamil Nadu",Private Sector,5ft 6in,SMM1709284,Hindu
"She is homely, sensible and understanding person.",42,Brahmin,"Ajman, Ajman",Indira Gandhi National Open University (IGNOU),MNC,5ft 8in,SMM1694012,Hindu
"Hi I am Vinay from Mumbai working for LIC of India as a System Admin. I am having problem in both my limbs since birth but that has not stopped me from any thing in my life. I am very out going person having lots of friends who describe me as a jovial and happy go lucky person. My hobbies include music, travel and outing.",42,Brahmin - Saraswat,"Mumbai, Maharashtra, India","Other College, Mumbai University",Public Sector,5ft 1in,SMM1574878,Hindu
"I am simple, cool, loving and caring person with soft nature. ",42,Brahmin - Havyaka,"Pune, Maharashtra, India",,Private Sector,5ft 3in,SMM1680158,Hindu
